,feature,mean,q.05,q.95,type
0,x1,0.02292693066324709,-0.09786729842026998,0.11752209542405366,conditional v(j)
1,x2,-0.009735628013654463,-0.15136367825679115,0.09703192248227899,conditional v(j)
2,x3,1.2694192641207436,1.2019592094640161,1.3433174142691553,conditional v(j)
3,x4,1.2303222048024318,1.0856187152895653,1.4108434251967843,conditional v(j)
4,x5,1.2631021809852236,1.1695124386970415,1.3490238317371726,conditional v(j)
5,x1,0.0,0.0,0.0,conditional v(-j u j) - v(-j)
6,x2,0.0,0.0,0.0,conditional v(-j u j) - v(-j)
7,x3,0.0,0.0,0.0,conditional v(-j u j) - v(-j)
8,x4,0.019759389525529247,0.019638975567711894,0.0199241204263725,conditional v(-j u j) - v(-j)
9,x5,1.970186151088869,1.9566251357648292,1.9788254121849478,conditional v(-j u j) - v(-j)
10,x1,-0.009344513421046053,-0.030443288515591704,0.011583795343290812,marginal v(j)
11,x2,-0.002075392560775269,-0.01955499901603126,0.01480408371933414,marginal v(j)
12,x3,-0.003473041314731029,-0.012779867049544903,0.01143078795250177,marginal v(j)
13,x4,1.096181008790479,1.0751314359550115,1.1159692491230697,marginal v(j)
14,x5,1.0857155489814354,1.0561456705937446,1.100633944930191,marginal v(j)
15,x1,0.0,0.0,0.0,marginal v(-j u j) - v(-j)
16,x2,0.0,0.0,0.0,marginal v(-j u j) - v(-j)
17,x3,0.0,0.0,0.0,marginal v(-j u j) - v(-j)
18,x4,1.9708978642551318,1.9636663580278244,1.979308717977268,marginal v(-j u j) - v(-j)
19,x5,1.9557821206256238,1.939198940483068,1.972706111104401,marginal v(-j u j) - v(-j)
