"","feature","mean","q.05","q.95","type"
"x1","x1",0,0,0,"loci"
"x2","x2",0,0,0,"loci"
"x3","x3",0,0,0,"loci"
"x4","x4",0.00612502880213125,0.00559342662502931,0.00669901429618907,"loci"
"x5","x5",0.0058147869213122,0.00521001152348313,0.00638847804057665,"loci"
