method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),515609.00597792683,0.8540859532823653,2103.143750166637,0.0,-1879.7530986460915,-296.87243996342295,20463.893247621745,1316.4227483641007,57662.65405944662,495587.71518061426,77375.38782142589,29429.510566427984,76839.23748562587
Sobol-CPI(100),515609.00597792683,0.8540859532823653,6995.229720490083,0.0,-3094.4225551427394,-2434.556978370183,17069.68641991129,3190.6415950597984,-52766.11851717866,594052.0709640983,149827.48760882873,73342.00586991145,17981.58794813818
PFI,515609.00597792683,0.8540859532823653,35491.84733883216,-472.64048248843756,48982.44760063937,-1471.5672681234428,75915.5520699884,8365.006071440002,90830.50056405208,1364597.1730891743,378391.39112135494,77016.50837014819,2721584.2392482418
CFI,515609.00597792683,0.8540859532823653,8132.266596619157,0.0,6064.966376765049,-1082.3285568772117,51611.84760592779,9404.30599738605,20040.765992094704,1284089.2402105655,210052.9781111406,104780.67425219115,120378.1076014563
cSAGEvf,515609.00597792683,0.8540859532823653,560652.9136652448,932897.1169660458,123889.46930691645,-203112.57678602636,77195.63286240166,56902.778366824146,387315.63898287667,1266835.9507488948,250394.73913208998,44025.415541124996,2030952.8820522246
scSAGEj,515609.00597792683,0.8540859532823653,4230.191293407232,0.0,-4184.081606306077,-1168.0616194080212,19328.450576648524,3143.8616155782365,-47282.53127513861,616465.6004511542,124034.70658605878,64605.507324090744,14100.219559799822
mSAGEvf,515609.00597792683,0.8540859532823653,208210.33683070494,51303.393485066015,-245686.11502524232,51650.904689444695,177614.3915324323,68574.64053332806,336141.8277195771,1265573.4589811475,192871.45025395928,-171396.50454738177,2066466.3649256104
cSAGE,515609.00597792683,0.8540859532823653,206243.452591795,559929.1375105338,113264.9688186959,-1041.2764059169926,12545.30133264528,4053.3092791048302,144015.95367382205,878610.2645165956,198538.36266447126,74972.04936718494,898544.1337338581
mSAGE,515609.00597792683,0.8540859532823653,113019.94360659066,18.980894728282507,-93524.96438021852,-1794.5460722527412,7200.075632121928,1170.5538927384928,124562.48393894531,978059.1887601998,223385.87425590702,89231.33980297478,1651686.717443259
LOCO,515609.00597792683,0.8540859532823653,-14499.442476692086,-373.7974633735139,-4647.412312781671,-7735.689225223206,15991.635514804686,-16972.684425223153,-6487.017726216,114606.77381385182,54738.215476388636,2205.3026534782257,-3806.6074368347763
LOCO-W,515609.00597792683,0.8540859532823653,49172.48625162306,-30753.602047918615,-101821.8291565065,-39171.32532040005,10395.7767115961,34826.98596999545,114770.97858549631,31496.73463197364,209243.1873066897,-12801.987723849328,-33216.747950103854
LOCI,515609.00597792683,0.8540859532823653,1053982.5857004034,948168.5551345521,1143066.8827743717,-9792.981432533357,-11258.663162853103,-6040.962702238467,373744.51622109953,1434717.864672033,81554.96717553353,164002.55473305285,2801830.1739453315
