method,n_samples,mse,r2,imp_V0,tr_V0,imp_V1,tr_V1,imp_V2,tr_V2,imp_V3,tr_V3,imp_V4,tr_V4,imp_V5,tr_V5,imp_V6,tr_V6,imp_V7,tr_V7,imp_V8,tr_V8,imp_V9,tr_V9
Sobol-CPI(1),100,2.0561262354509173,0.7944544472791685,0.5985457179367493,1.0,3.9752536303365456,1.0,-0.0031330869055976596,0.0,-0.04458368518328171,0.0,0.5270971673964444,0.0,-0.0038724274554580163,0.0,0.023912824778242525,0.0,0.06272286087482937,0.0,0.1257829538478763,0.0,-0.020557051219639355,0.0
Sobol-CPI(1),250,1.114523034245733,0.870155256745716,0.49526009006088056,1.0,1.996221242107411,1.0,-0.013559350886331312,0.0,0.00023974177412899866,0.0,0.41647403489239765,0.0,-0.0006693327847927533,0.0,-0.013425728988884722,0.0,0.06512239527296504,0.0,0.10929730422723893,0.0,0.00703399212483935,0.0
Sobol-CPI(1),500,0.6488492365357549,0.9462297256065599,0.40642981765073244,1.0,2.5525929798102407,1.0,-0.0012995287306601933,0.0,0.0017388152139165003,0.0,0.8868558959713695,0.0,0.0020457972843767602,0.0,0.006978558551512637,0.0,0.30936726945471443,0.0,0.28108604249938646,0.0,0.004363156154128189,0.0
Sobol-CPI(1),1000,0.44851121286902557,0.9539540349951924,0.5532294361110572,1.0,2.024924907360804,1.0,-0.003078218163051788,0.0,0.00021418488462840446,0.0,0.9863741984467292,0.0,0.0006958651878678501,0.0,-0.005012707407151679,0.0,0.2672296754466612,0.0,0.2999925686455608,0.0,0.0012705988152073577,0.0
Sobol-CPI(1),2000,0.18911593540592828,0.9814977888709326,0.5889855875210236,1.0,1.974687337067096,1.0,0.0007717437263081439,0.0,0.00019953418404383694,0.0,1.3079268670052597,0.0,0.0009521710774561404,0.0,0.0009756099566384652,0.0,0.36741611196932555,0.0,0.3447638729135587,0.0,-6.974931037538601e-05,0.0
Sobol-CPI(1),5000,0.17268093982249297,0.9839338932202826,0.6397737801967011,1.0,1.932678078664505,1.0,0.001417689365691449,0.0,0.00017128771806172727,0.0,1.3710180057282726,0.0,0.00027592165404805025,0.0,0.00018785586899648654,0.0,0.4034062478877652,0.0,0.39448879865434805,0.0,-0.0010152679750129179,0.0
Sobol-CPI(100),100,2.0561262354509173,0.7944544472791685,0.7178681438912093,1.0,3.041136389478787,1.0,-0.11735537302714093,0.0,-0.018081289460758817,0.0,0.5072078805397818,0.0,-0.025502507734488904,0.0,-0.009407964165898057,0.0,0.06360963722216195,0.0,0.046823582138307986,0.0,-0.022704943304910984,0.0
Sobol-CPI(100),250,1.114523034245733,0.870155256745716,0.5789890253591886,1.0,1.1820281936499415,1.0,0.013378100406122334,0.0,0.011441843025239868,0.0,0.5684472627260282,0.0,0.00945703465906677,0.0,-0.009598005162854074,0.0,0.07077279408354141,0.0,0.09086477582589798,0.0,0.0111230345718421,0.0
Sobol-CPI(100),500,0.6488492365357549,0.9462297256065599,0.5222335658164341,1.0,2.3288499612838507,1.0,-0.012282143728303939,0.0,-0.0028507254622511143,0.0,1.1173277569064903,0.0,0.012017712710232336,0.0,0.0162405273236376,0.0,0.35736823394224904,0.0,0.2220521165035718,0.0,-0.016315017893510954,0.0
Sobol-CPI(100),1000,0.44851121286902557,0.9539540349951924,0.44396249568343854,1.0,1.935303018816157,1.0,-0.005647285661802891,0.0,-0.001034603376461203,0.0,1.0686682070234836,0.0,-0.006074799091892023,0.0,-0.012252207108468055,0.0,0.35851696070649824,0.0,0.32519578822783846,0.0,-0.0008095350871351818,0.0
