method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),413386.47179531504,0.8835200047928595,7264.103004382167,0.0,-1871.4485557842709,12352.317269755353,23392.5978833595,755.7818228006654,14634.390292872617,729742.026069035,95733.60799944057,60998.83230742556,36743.2330020105
Sobol-CPI(100),413386.47179531504,0.8835200047928595,16351.977488330893,-5.763134743907664e-10,-1202.470115775307,12268.19911906467,20951.42328258832,2068.2816839496845,12452.838062463585,577858.2327911583,99518.26577900497,47218.6701692556,32236.622080553756
PFI,413386.47179531504,0.8835200047928595,45856.58008946141,0.0,2535.8739229400526,31194.805090684444,51375.05938499316,12474.48922306666,19157.63379823946,1351408.6187858745,425856.7756147722,185115.3960103239,2480009.688673955
CFI,413386.47179531504,0.8835200047928595,26473.69359030557,0.0,-298.9207128153648,14090.849879663787,27815.32034702931,1787.9409501985647,-6879.201315864804,1291158.8381847958,338015.1944545611,120336.57372297418,69609.28415947699
cSAGEvf,413386.47179531504,0.8835200047928595,829144.1463790988,1157463.8605672698,742892.9166513286,46109.03009244846,18449.366230648477,122611.03913270264,15122.081163016148,1389653.7896688571,336642.7603228465,194243.90124386922,2060848.9535600976
scSAGEj,413386.47179531504,0.8835200047928595,18904.04302357789,0.0,-982.9590393246617,9594.159531692392,18604.001807713707,1594.8640459582093,12608.202482453373,552288.6217368308,101346.98672497633,49833.96579139447,42249.00010644831
mSAGEvf,413386.47179531504,0.8835200047928595,204470.68536215927,14719.635174034163,125347.2203395092,68557.69722423237,38450.12804987887,-54615.14861401776,-50198.722089594696,1442538.1166289765,-122714.47989476006,413863.3739111284,2093913.7742572844
cSAGE,413386.47179531504,0.8835200047928595,271465.1423698962,616017.5317124281,172453.77055080124,36545.303898802274,30747.962219039335,9741.323990126059,54007.83606773579,904968.5779304155,135806.48989629766,108384.86751798503,903989.4252170847
mSAGE,413386.47179531504,0.8835200047928595,124833.17461259854,-450.9806302106234,-10383.917357363898,30686.151751273697,28529.325429384946,2714.4254340018706,43589.22934833625,1085265.7527340013,116301.0690927311,136328.70951681328,1684374.8339620444
LOCO,413386.47179531504,0.8835200047928595,-7128.439276591816,4648.299133597757,-5084.5448541635415,416.58667443541344,45577.26174254634,589.2506966062356,721.0067991660908,137063.33134482917,38050.5452408861,25832.06824353867,23185.095171938592
LOCO-W,413386.47179531504,0.8835200047928595,2106.612701622674,61177.13946072558,80571.98546654753,-27127.08047226763,27912.080900431094,-19573.96333374652,20801.97707750811,-64180.62036735172,-23307.359082239745,-36655.22954138159,62833.968958173056
LOCI,413386.47179531504,0.8835200047928595,1414678.0823963825,1072967.3511459967,1449341.0004005353,32824.78935393132,-6327.820916063152,-24941.703474852722,188846.2688282649,1434303.564592347,-10591.452436196152,300192.528834959,2868567.4747891203
