method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),442410.13472298573,0.8833922775813134,-860.7750259484455,0.0,-1692.942805263534,7117.7244612736395,33453.35017644035,2650.58608631519,51766.56042706632,590964.9097425437,130650.04482300833,34955.06408638231,13320.211821878358
Sobol-CPI(100),442410.13472298573,0.8833922775813134,1067.1266781619179,3.4578808463445984e-10,-840.9417738581865,17854.86032943285,42180.37334354266,2470.617291054488,38397.58127298889,587266.4266954275,122998.34710928757,8462.609621373438,31648.69274327158
PFI,442410.13472298573,0.8833922775813134,31439.022356076985,-101.14238015620504,44723.9663417064,20209.885076837323,51727.10608694289,1745.7986006198335,113945.80600840488,1402909.8318313372,463693.58768481703,98620.71645285928,2559484.632484917
CFI,442410.13472298573,0.8833922775813134,8937.47158828401,0.0,2193.5376526615582,16809.879441603145,28824.18028596352,5149.357092008868,87576.53236360702,1041197.4982890582,300167.63921410457,87361.00963938324,54946.40381357219
cSAGEvf,442410.13472298573,0.8833922775813134,355333.26727630105,1697125.2527446891,303578.9277797905,-70199.76386111835,-197116.22403149214,-323732.78530624975,240513.89537111484,1541792.4988326435,352622.98325709766,172813.87168853125,2522449.8863248425
scSAGEj,442410.13472298573,0.8833922775813134,1850.3360319184721,0.0,-720.8183947913349,16952.606377850054,42789.44206508604,2892.266924503201,33624.218712398666,601094.1232041782,135430.6674965269,22903.676779954636,26326.88381892105
mSAGEvf,442410.13472298573,0.8833922775813134,143067.80619081436,-24709.33258993551,-316137.31976501923,62146.120508630294,114593.69117144356,117678.21789269849,-3991.7202009987086,1747058.4377090759,208200.94374385895,275647.5575920772,2477425.629254546
cSAGE,442410.13472298573,0.8833922775813134,145103.80590557147,865800.798551066,124798.79868052393,5153.8679233545945,20369.283468855385,-9946.132916501854,126160.36896019822,948736.8251451094,188267.22676735968,38761.598088851235,1133133.1121216074
mSAGE,442410.13472298573,0.8833922775813134,121386.88540984147,-1453.892258154389,-94881.35678774885,17287.403334846433,36402.145987716634,2957.1300466996586,74543.39960238479,1175630.6954247067,224305.8982219004,59715.47086661988,1972294.031289143
LOCO,442410.13472298573,0.8833922775813134,-1322.3447801267612,-3940.5217575684655,-8415.538723938342,2070.8298727159854,42119.83159485384,9877.291080325958,835.1249016901711,117513.17107772728,60719.372723000415,-24528.19255724881,-1558.930943520565
LOCO-W,442410.13472298573,0.8833922775813134,-14484.524208706795,104470.3989178997,93327.71910919563,-133267.47657830172,21194.846841367846,145427.75052165697,14487.89126721299,124421.05448080522,-20491.031168352903,-3289.5278942120617,15673.862324443964
LOCI,442410.13472298573,0.8833922775813134,1014713.7865130021,1645204.0489951759,1534960.4063466522,31098.66085537197,-49844.2169694691,-49032.22693376243,268323.88364415616,1637765.2345646862,97413.79399960162,160655.23785139853,3117510.7202309305
