method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),359434.362095068,0.9067106340988053,33366.76097066328,0.0,1234.2866573129722,893.4428833333368,4682.4395426870615,-2929.272025680257,26185.853840646276,355872.75157193886,72970.54174770415,29302.49678418372,35546.4225116497
Sobol-CPI(100),359434.362095068,0.9067106340988053,52011.98903619851,-5.186821269516898e-10,-2591.418809799989,-265.9268047748189,12471.045512859802,-1743.997753840078,10073.578675008912,349211.50205756276,104589.51956189236,37612.72888183617,69423.70360172856
PFI,359434.362095068,0.9067106340988053,188494.2092700681,325645.46712976205,99154.55570306117,-2044.994060374098,23751.770490136114,10797.975637244934,87939.12897125864,900462.2207425169,197292.28023248306,86609.67729013611,1395637.4638022108
CFI,359434.362095068,0.9067106340988053,73435.11812057829,0.0,927.1794875850319,-450.1750775509281,18743.667832142906,6366.347411904833,23953.907319047663,608291.3590586734,108752.34642363945,52951.76557551022,64060.391152721124
cSAGEvf,359434.362095068,0.9067106340988053,663701.3992574774,1518975.7649938366,798808.5911100302,-80166.26251314534,124739.4553343067,-72671.87836536625,373941.6120058745,1475481.8812273727,378256.1831664569,272485.93041534815,2385952.483961408
scSAGEj,359434.362095068,0.9067106340988053,58037.52965702646,0.0,-2814.3986049577943,-360.73658961296314,13470.530809843214,-1119.6942092259997,6983.375224986754,336750.037038713,99943.21049573907,32797.9088687764,67127.99612202734
mSAGEvf,359434.362095068,0.9067106340988053,320799.80727941496,753980.601519682,369617.98083575536,-17635.53554926766,217911.6900984547,-51911.232315470465,372881.55349328555,1119414.8002685914,308328.010553489,25998.065357053187,1696598.1149562495
cSAGE,359434.362095068,0.9067106340988053,318209.1988463327,757360.7329324209,268409.68024474534,3629.7612854589665,11610.029699506145,4466.561547592222,176092.14745145408,706390.4421828645,209429.07267766073,70316.33273291368,1075198.8436229602
mSAGE,359434.362095068,0.9067106340988053,272149.9554298426,508554.48578211595,203015.86363579115,2418.407431968579,12382.484524838033,10119.83839786526,149940.60377881394,872346.6736638335,213109.6387138561,63880.16210507656,1293687.4287988492
LOCO,359434.362095068,0.9067106340988053,7331.360471428605,-8542.10636479588,-4171.424075680203,-5352.64236666658,23704.773640986416,10164.645635034016,9334.37879030616,63197.35647568025,98876.37752363947,19480.19346522109,32740.04197042709
LOCO-W,359434.362095068,0.9067106340988053,134847.830147041,-20671.528469981065,-27569.154748227527,43642.15310353245,161211.29984984506,-68159.59545553653,-49403.45511510681,347061.3727741109,241322.97052485734,176624.6316809285,17889.264475019656
LOCI,359434.362095068,0.9067106340988053,1339954.5701307212,1454798.4425316215,1411923.5987931727,8347.328725659754,-38362.63453326328,11080.997573894914,561038.4009990082,810629.6515682801,-389070.2824410144,-317395.24745224323,3203034.6025917395
