method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),436405.1291005102,0.8918605829565177,18835.596993367362,0.0,-1143.4473351190682,630.3673273809545,13602.808523979591,4016.401675765286,5547.361776360543,378988.9527073129,71131.25446539113,50011.9476426871,22698.017638350284
Sobol-CPI(100),436405.1291005102,0.8918605829565177,19883.78214201611,1.0949956013424561e-09,2686.7395255748656,-38.48043975713063,14013.220471468245,-733.0140780670785,-437.03981094381606,494639.9900996616,114259.67861086153,84404.414035673,36542.41188963037
PFI,436405.1291005102,0.8918605829565177,160502.96398622455,214627.6383760203,149871.2205103741,1120.0571690475917,21987.36027534015,16270.94604914967,128010.26790595247,945685.1967192178,277799.3027874149,120139.70536819723,1569994.471716327
CFI,436405.1291005102,0.8918605829565177,42733.14993673464,0.0,7941.480353741558,434.6805078231264,10865.113516666577,-6442.286027721129,110857.3530224489,971691.2113879254,156684.4344403061,109696.87301870744,38466.374267517065
cSAGEvf,436405.1291005102,0.8918605829565177,988278.2148896154,1024558.0333582666,964875.2415090394,52425.3102125111,121076.9332385394,12768.837938440032,500099.9955794989,1881599.676200982,316587.2552525606,274408.5314814234,2223530.120489789
scSAGEj,436405.1291005102,0.8918605829565177,22980.4654725102,0.0,3286.0589530486614,393.98818432114786,14394.20879752189,-1124.1933782842243,-6676.625796365435,499824.96164773364,116752.43118245312,80961.29383358383,35574.07947335683
mSAGEvf,436405.1291005102,0.8918605829565177,675763.5305161979,741058.9204605869,375153.534371783,215568.05013174564,57678.20217833528,253594.45732646435,426260.6780755436,1583394.8667278863,189427.85742136883,-93164.27326714108,1902234.4042318596
cSAGE,436405.1291005102,0.8918605829565177,357327.5831392369,600401.8813473484,346805.60376425926,2040.9562730130979,23610.10562121587,5000.195195564571,158328.1032376679,946986.7990995573,192469.96886433807,149169.34298749518,989353.4306643899
mSAGE,436405.1291005102,0.8918605829565177,313149.7569107974,367313.6611770846,228791.21808819292,5284.417686551124,18671.407316934066,14101.597716920127,147208.46191532104,1110500.6297131656,162110.1945476851,100982.68144514864,1306339.5191525884
LOCO,436405.1291005102,0.8918605829565177,19791.197686224536,14978.79080272105,6271.968660714221,12278.831020578218,23243.897787244874,26533.113519387727,28553.78495136049,66860.85836632655,125818.22761037416,52019.66565578227,14960.351634863939
LOCO-W,436405.1291005102,0.8918605829565177,299.4118970272777,7221.83199754795,112886.46311504832,-23134.679220461632,-108989.35113748942,114705.77270732688,2551.2432070254904,55889.66089735756,194771.52140817215,-16876.707624160194,79453.20289366935
LOCI,436405.1291005102,0.8918605829565177,1664381.281974013,1090609.7063200208,1861251.9865721003,55876.815640260465,523.9366831313819,43440.00667838054,553791.298125146,1817686.1495123603,-472390.92245072126,-1187441.3502851604,3320372.3124237577
