method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),439828.5853814626,0.8816022628658017,20702.083323554398,0.0,-510.14120297622867,21.769521428563166,11409.32931717686,1469.5614744897466,50702.350584693835,371829.5100357994,73602.84313835035,3277.7480703231413,28947.683204421774
Sobol-CPI(100),439828.5853814626,0.8816022628658017,35462.93984211982,0.0,758.801307957873,-704.5247609226268,19536.76140687946,2576.8659738156402,20012.209046860386,341584.1135634249,85867.23604569693,19201.46538732057,37528.09516825514
PFI,439828.5853814626,0.8816022628658017,147579.2596387755,368459.2360585034,68833.07091071428,-3679.017098639393,44242.0222445578,17145.09658690472,104310.38189931982,1025211.3771192177,242692.04341870744,47310.940585374075,1180165.881572789
CFI,439828.5853814626,0.8816022628658017,45630.62256564625,0.0,1118.3627474489622,-1021.6895442177192,11773.743742687104,5795.580608163262,86239.24387857143,840344.35275,171209.88138792512,21476.658924829855,56011.364777210925
cSAGEvf,439828.5853814626,0.8816022628658017,711165.4631029577,1217869.576524742,532886.7352965544,-196519.60431652004,-43906.51190921292,73182.3361873515,233754.64793841683,1528538.3087770045,179915.98616733868,163264.27798507223,2416888.731407799
scSAGEj,439828.5853814626,0.8816022628658017,37209.568873643526,0.0,-616.9603708218201,-659.4911836811225,19961.579959557625,3045.1946077392204,15777.769367589906,341585.68238003866,86287.41568393109,12982.746566873917,33641.2114991165
mSAGEvf,439828.5853814626,0.8816022628658017,433605.99743224913,706211.2989594778,229380.58879391616,-72619.94281492848,77637.53090223623,-284699.8281792174,155407.7065513963,1471204.2535077091,210531.63550323807,220886.4118817551,1668306.38960864
cSAGE,439828.5853814626,0.8816022628658017,292273.64860343625,689670.8075632548,213516.04537294706,1892.8567803599926,14832.315638908227,3833.999339252855,173754.9499370336,729471.1788896489,179217.54633245795,71487.72277366267,1016291.547618366
mSAGE,439828.5853814626,0.8816022628658017,246532.81759111048,493174.1710655259,159658.59655413477,233.0887588948491,10982.560756315843,8290.499177729751,128980.11406525987,909228.321330812,212505.284628345,58219.339001785986,1151148.5515095885
LOCO,439828.5853814626,0.8816022628658017,-11305.362011054356,-20929.69890221092,-26418.578488095198,-24420.436378741462,-7086.024336734728,-4861.045097789145,48979.82817499997,98644.30377806118,114100.82580289105,-19764.233616666635,-18003.166935034096
LOCO-W,439828.5853814626,0.8816022628658017,-80022.37294645332,-179338.9425928108,55888.46908446188,35108.06567048256,105882.71507217815,23500.11838675832,-15870.29827675736,154489.820865224,233383.928340592,-764.6672742458043,64523.41467738423
LOCI,439828.5853814626,0.8816022628658017,1412475.3438050211,1210333.8720405106,1452911.0990792885,15524.893086726777,-1012.3621787377633,32965.701231018174,509741.7721620584,795366.712223446,-982171.581475127,-691137.0952956197,2651794.5839296556
