method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),470929.82875799324,0.8768969025195604,53397.01854158161,0.0,1130.4603972789191,890.0266678571352,8428.410584863945,7546.381039115629,35684.638951020344,432320.5072177722,103635.03071020407,48848.37290340135,39610.51852380947
Sobol-CPI(100),470929.82875799324,0.8768969025195604,88156.02049418792,-2.3052538975630656e-10,-859.3197554330881,-845.2432628283577,19881.777369573545,-172.28697921388027,45848.013982400276,471263.75493055646,87922.25764397581,44830.39263566007,55640.04253165106
PFI,470929.82875799324,0.8768969025195604,143625.11675221095,282427.47922687075,57488.55039710883,-4116.927872108878,33540.67191734695,3433.6246780612273,57412.87968146249,1000509.849939116,201904.50805136055,44836.58526785701,854437.960880612
CFI,470929.82875799324,0.8768969025195604,105694.05932908173,0.0,-6031.943668367341,-578.3425931973034,24221.460804421687,-2501.2773729592445,54697.51324319729,763020.254530442,154034.7626183674,55752.45552295906,96765.72443095228
cSAGEvf,470929.82875799324,0.8768969025195604,981117.1294784927,988767.8289502026,552381.7835066635,-135547.33381051617,84949.84639126714,96422.15784633951,501704.84484880697,1632244.7255913657,152236.70159192663,283103.424113126,1866002.4897543776
scSAGEj,470929.82875799324,0.8768969025195604,88948.61367541266,0.0,-1533.8974591321312,-1653.3681436529732,22720.25079843076,-2879.7438672515564,41645.59781926562,477395.3800418474,86323.6212090379,36061.847710753966,61422.784628508205
mSAGEvf,470929.82875799324,0.8768969025195604,217691.92998351622,676399.579340484,549998.4989146283,-14381.893627693877,-31623.179006934635,147681.82892042445,304686.7094165492,1520073.4436554555,233698.0117886644,229871.92385225653,1648885.347959892
cSAGE,470929.82875799324,0.8768969025195604,389543.1799370737,553460.4440441659,247928.50698127068,2372.9210268732973,15440.645106983573,-647.5147869083304,189208.14778001708,908256.231262705,153163.66323465368,85575.95874973563,875106.4045232921
mSAGE,470929.82875799324,0.8768969025195604,268653.61780539976,410701.6324290207,199292.76061225458,2452.018947488541,25509.433737735206,2800.8745911311285,132273.28290123434,1088527.9754689184,167013.46336815265,71142.38581267081,1057565.5183363035
LOCO,470929.82875799324,0.8768969025195604,5508.5304224489955,-1108.5046739796526,-958.3928032313124,14934.0022015305,22158.31435561221,11222.212377551012,58387.013324829924,152073.18093078228,63921.05517619051,15177.178365306056,22544.275810544146
LOCO-W,470929.82875799324,0.8768969025195604,16841.21261486894,-135392.68026561782,-4925.201486717821,8934.407956587316,-34949.1978310059,-111971.35066355253,40380.480096286476,110501.40395993642,-16820.653736424825,-94995.16341410068,56276.11063502011
LOCI,470929.82875799324,0.8768969025195604,1478296.4402397494,976588.3812349862,1551981.4734247518,-24352.333202969283,-48822.47501314338,-34299.06870929152,473163.7432764848,1585976.3528043292,-1408526.437911673,-1264077.4601481934,3062946.904679705
