method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),376378.94635850337,0.8981386117219752,56843.42069855443,0.0,-1042.3383027210948,445.3338898809743,8250.552268197294,7972.585852125863,28445.38674770409,311611.4972621598,74951.55861445583,17872.38211479594,50524.49928435378
Sobol-CPI(100),376378.94635850337,0.8981386117219752,91235.06193392216,-8.06838864147073e-10,-5982.302423698267,1240.8245280719855,9379.333149840868,4612.075275663139,30877.01103265592,412481.6640115734,68088.78420845204,8523.480848756004,75832.4740750019
PFI,376378.94635850337,0.8981386117219752,182741.3968715986,431069.0662435374,137345.0160717686,-1170.2634384353878,20368.10362261918,18902.50510850345,96304.43011683668,1216203.115132313,112917.77329931979,40330.08072227897,1115504.0322886056
CFI,376378.94635850337,0.8981386117219752,123899.50796564628,0.0,-7091.9845889455755,883.0493348640157,17021.2644091837,18103.68476921774,59657.95814965986,598345.9253420066,150703.91666003404,36622.03195986402,79549.650452381
cSAGEvf,376378.94635850337,0.8981386117219752,752790.062700843,1340235.9971763063,302703.4216008778,-60764.03754932014,53698.914298698306,-103286.21845523827,284241.97612702614,1401849.392939169,239024.47137142575,191597.0918853446,2145510.1458221716
scSAGEj,376378.94635850337,0.8981386117219752,94305.804333287,0.0,-4821.584672524943,544.095869238372,11087.073317962,5242.390797378961,33401.68491170573,392551.4134310317,66743.84424976085,9637.8760326411,76726.92096608179
mSAGEvf,376378.94635850337,0.8981386117219752,387513.69223240064,835771.5627223575,285913.85374992015,91630.37734182272,56472.729843673296,76976.77114165574,217354.555385313,1081813.7351250187,251844.0086487811,101283.60313364398,1506031.8307797308
cSAGE,376378.94635850337,0.8981386117219752,327917.8539038084,702992.0395204728,188718.22989314806,4542.769574548998,20994.737961505627,8973.045252406277,154314.8323674136,795383.236495525,151735.2063988438,41947.28006275701,991027.2365149435
mSAGE,376378.94635850337,0.8981386117219752,264653.05161876965,506588.94598023116,166712.0172739397,3188.9659416081813,24454.320617532347,8724.20669443503,127869.96198284166,925948.0093174367,160107.89005414819,43167.01669953232,1156672.158351617
LOCO,376378.94635850337,0.8981386117219752,15307.28602465993,10949.13684013614,-3701.5705020407913,-4550.617103571363,-11114.104203741415,-15030.451299149601,19638.884487414965,98080.74795493198,5596.119152551051,-37560.465521088394,37373.54709863948
LOCO-W,376378.94635850337,0.8981386117219752,-8155.057005827531,-113796.01000207347,39625.46655623432,17076.261759567453,134729.64102816043,-42846.81817408305,1568.4378897140593,19918.306775492016,106602.9526796069,-1954.4387425530258,-29489.257718505232
LOCI,376378.94635850337,0.8981386117219752,1116256.036027532,1286874.678728824,1416524.0262275138,20645.30519442726,-4188.815337833948,-16995.53592053242,454733.3019878301,846432.7979942649,-1291572.9738639165,-1395491.300718775,3055056.545136518
