method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),426959.52153040236,0.8821919977518546,-657.0450070383667,0.0,-865.8263252805045,-3341.1316626496555,4463.198371125123,3395.4421296826913,36470.912950189086,687687.4046950988,114825.88343783602,76598.67358356575,14957.665599547821
Sobol-CPI(100),426959.52153040236,0.8821919977518546,-734.1110123053428,9.221015590252262e-10,-3248.9308014727603,-9113.638466180506,2137.5248078991644,8210.159120262753,-7664.010146090595,810938.3579440307,177943.27063089938,133567.00592777418,20647.319796011554
PFI,426959.52153040236,0.8821919977518546,34763.81245642778,626.7646930204937,22368.39319306612,-4115.624071690894,38606.67324365099,27727.050091845565,122585.66835317842,1039183.8856937787,635533.2814167365,159977.98060531938,2391569.5336412527
CFI,426959.52153040236,0.8821919977518546,-2945.8607703591115,0.0,-5256.331281322986,-5861.78185010195,13302.754693842435,5409.97116006026,59107.72097205324,1549044.892889025,182799.17353224813,196047.90998642344,73465.02000354027
cSAGEvf,426959.52153040236,0.8821919977518546,633649.9053587499,1057534.5103877466,377705.6570282178,227521.39774879813,174233.72714018077,51023.09405910643,234506.80908553445,1674031.5751591595,105982.54974623118,307235.79031895753,1820423.681983002
scSAGEj,426959.52153040236,0.8821919977518546,-2704.672018884972,0.0,-3161.005267216882,-7839.481430095853,6106.268601245596,5486.473844416905,-17627.062709233316,879570.9190325162,165923.62433114025,137046.36200045334,17215.49797357188
mSAGEvf,426959.52153040236,0.8821919977518546,246722.4947018144,-172468.15653225267,-160120.6007105126,22448.18286395725,-58933.83702348778,-222540.9908769452,210305.0399345006,1450666.5912639904,39918.718437987845,45573.21410277719,2090706.2070244327
cSAGE,426959.52153040236,0.8821919977518546,219231.09265705684,499764.7423925095,158600.37806621427,3706.4318777320204,21082.5136213347,2244.345509137125,79063.62719810363,1124817.8731888765,151274.91315821334,170064.99122330043,870988.5526937488
mSAGE,426959.52153040236,0.8821919977518546,104074.78819386293,937.6565859672392,-87369.58921782518,-2862.9332623863784,19222.894733805733,17007.581649047745,74794.45188897559,1215063.391719742,134487.2201603326,156006.02973334244,1669091.7041482627
LOCO,426959.52153040236,0.8821919977518546,13297.61740915227,-398.97092053713277,-579.0750557981082,23960.825573252165,-872.3400990360533,435.7454240291845,19980.06779608183,241346.77252207906,47549.39037922764,134301.69459153397,62314.99268082634
LOCO-W,426959.52153040236,0.8821919977518546,-161.85246618609645,58478.0018134789,2855.1343550275546,-142014.96125412473,178279.99177246145,-37954.663690577385,38222.110118710276,37312.33888218497,-176667.418132522,-102562.01598293339,59413.59470154783
LOCI,426959.52153040236,0.8821919977518546,1332299.162617187,818421.5748483795,1335293.7134968946,-7377.901566485409,-20844.601895007305,14066.964803013485,360553.72858478315,1886613.3116181456,147524.0113113746,213781.80736791063,2692667.251346408
