method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),495632.5368912194,0.869611183703251,4760.718991043803,0.0,-121.63961084460607,-2156.860123195016,28246.570348459383,2228.710862430278,22714.74600499586,653030.4040996924,80507.38360217036,93595.18596865932,62043.74899039048
Sobol-CPI(100),495632.5368912194,0.869611183703251,17371.78544306051,9.79732906464303e-10,877.4556705620403,-6357.637268691243,35396.782961455785,3732.351736782354,4758.316430864374,629018.6083497191,37808.71018965326,67579.96346232081,54434.4825604719
PFI,495632.5368912194,0.869611183703251,33103.23169154575,81.22008495265618,39092.9144097254,4995.524932012428,49164.51718178409,5867.638672875182,111132.42915072752,1675196.8658010217,188089.890526839,109666.64904802648,2493955.5276146843
CFI,495632.5368912194,0.869611183703251,23360.920248336915,0.0,333.29132350336295,-8526.667428716726,39025.74791858223,2909.097639100277,61622.79428817826,1266922.23739716,133856.89455638028,127019.72596051724,90409.53027622314
cSAGEvf,495632.5368912194,0.869611183703251,660965.8655322394,988260.5677095666,622800.5463136253,-126708.26288196632,10490.492662047036,-63085.1569604436,226426.44509932352,1692648.6107652406,387727.9792663129,175200.6444458668,2161291.377744672
scSAGEj,495632.5368912194,0.869611183703251,18435.261034383264,0.0,582.583529884927,-7908.196103216847,37875.72049629869,2695.905363033118,6741.5811839256785,645088.4102437329,59375.7573502842,75683.21033251745,53151.807991367474
mSAGEvf,495632.5368912194,0.869611183703251,265538.0081387698,101972.66479806323,-192315.4448304153,-117264.72747959897,15849.562099793926,-80840.46927562868,127404.62120363816,1848861.8801634554,231948.31597370887,126118.04194077989,2073898.8123771336
cSAGE,495632.5368912194,0.869611183703251,276216.82484289433,589536.9466657742,155874.79684924256,-22451.103824212296,34529.80615028384,1897.5588853119089,150509.36664565012,1043119.3125047794,131738.21321623723,76893.8216783429,960758.7703094544
mSAGE,495632.5368912194,0.869611183703251,92259.87626657469,-914.7086419193203,-18730.989028672844,-16145.834661169118,42240.73372217277,3344.9185102212496,85334.18318027598,1265271.4834641172,184293.69370483424,85263.9861947406,1682329.9623725521
LOCO,495632.5368912194,0.869611183703251,-363.1417543470743,-6142.471986844845,-20732.576505285746,-21525.619864434528,21926.158740630548,-16148.51062108681,-16987.96637829754,163914.54461845843,-22009.401637745963,71617.06969277892,1264.054919339018
LOCO-W,495632.5368912194,0.869611183703251,1300.2469936919804,-45735.169302843125,25244.04444275378,131348.07927802912,21105.627765579477,-6054.159127948821,-5168.146378375806,27246.098155275668,-62084.81500828716,81834.63206742765,136653.01338375453
LOCI,495632.5368912194,0.869611183703251,1554119.9698334825,999060.4452405754,1515911.09822244,-82351.06871852605,-26521.66513648955,-7440.826497578528,327622.8821827867,1931253.6194061479,130409.03258955898,112026.41181808896,2802966.7618290586
