method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),456279.31586507574,0.8685096816291247,17755.055439934105,0.0,250.86243537117844,14338.46967662251,14021.947581385088,1523.1209583443124,19318.576992851886,797425.6168312788,189298.71271163863,83715.44877709044,83860.56195849352
Sobol-CPI(100),456279.31586507574,0.8685096816291247,13576.6727613533,1.2102582962206095e-09,684.9545602031435,-330.24532446328845,3070.1116625451264,2573.5782122839987,24993.197401812115,636587.0985677664,132808.71183735423,110646.34586987691,75980.16914889005
PFI,456279.31586507574,0.8685096816291247,72400.14187066775,1965.451486322796,79185.175753697,7362.257109077064,67034.51470534189,10276.375466005702,59166.12807888217,2281818.495125068,419887.25182777393,271254.4987725177,2338909.712854051
CFI,456279.31586507574,0.8685096816291247,25685.635190615198,0.0,-83.17960368690547,-3489.255956181092,41127.19955813995,5079.467765312584,43836.2186532144,1402890.2258054065,252625.89135943545,189733.20001641702,22039.8652009152
cSAGEvf,456279.31586507574,0.8685096816291247,362275.8743939395,787363.2299229405,415369.03862864664,-29361.707455652304,19197.666528585833,130233.5831938158,150273.44941730937,1547670.9000615915,-42488.11039736029,158524.5480917911,1516729.0631106426
scSAGEj,456279.31586507574,0.8685096816291247,16297.651357989349,0.0,1134.9233309027622,-4887.750919639948,7513.267956703436,2424.892888081842,34119.649788189214,664415.4327032116,142379.09615300654,106883.65836119745,80309.09198466712
mSAGEvf,456279.31586507574,0.8685096816291247,516765.7822952955,72081.24657365773,-218664.8723672917,-231.71001057326794,-35802.83754732413,114173.57349596824,-68789.49219378736,1433530.508830422,-111362.04801762337,220922.4663156867,1774838.0467109864
cSAGE,456279.31586507574,0.8685096816291247,203571.40705002876,523021.9718780036,97254.67954434645,10900.9817281176,51284.61218245272,11348.14938319468,128559.17696410647,986968.67121969,108266.7948837716,147096.5340443389,814476.9938840453
mSAGE,456279.31586507574,0.8685096816291247,143191.51232646764,991.8460659490659,-55986.23662198182,21061.719113275773,53810.46648087548,7365.114904199807,60710.861202394,1164188.6495996143,122496.1557875208,171067.51605732093,1396036.8542817053
LOCO,456279.31586507574,0.8685096816291247,-9096.392753346416,-382.52138339023804,-23733.98556996457,-14350.113571998372,-3594.357586293947,-7393.9158818994765,-6442.354543162626,136790.5230009631,34999.55862023652,61939.58522645064,-40268.41533852095
LOCO-W,456279.31586507574,0.8685096816291247,-16367.523845454485,7936.357564115612,55416.51129750875,-59254.72602086223,14691.627591239747,-45140.58840606971,-138862.56001285292,19960.261228718784,-114112.0560945177,189450.3692610812,8646.668610220135
LOCI,456279.31586507574,0.8685096816291247,706079.716456248,820633.6097286916,923774.9711753693,34240.69206144428,15781.159343871754,14558.923290205188,192045.24610649515,1445664.8837436659,7698.115869279485,174965.41182196047,2630164.8964413614
