method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),346072.33450901357,0.8993186953436137,20686.638853486424,0.0,612.4146795918641,-625.6901114796055,13384.512944642833,2703.9115065476217,28396.429835204093,262567.5532163266,56221.815988690505,12822.907533758553,12199.95767950677
Sobol-CPI(100),346072.33450901357,0.8993186953436137,16952.0285890055,-3.4578808463445984e-10,-2544.421109689531,-821.3009025098175,20069.729131095555,7029.81686480205,30518.962904647924,312411.6778017159,71711.2693398969,17437.03808857861,12170.469094786993
PFI,346072.33450901357,0.8993186953436137,104097.73453367356,285367.7755913265,92043.52274234698,-971.4051982992678,37777.22120680282,6230.425497449003,62434.48465204088,1096556.5255979588,220081.54716802726,22435.191398809548,1042246.9209843535
CFI,346072.33450901357,0.8993186953436137,25475.260487585037,0.0,11967.967828231282,-1042.7919974489487,35302.6858285715,12031.659248979588,54701.28983265313,806619.0295127552,195723.5265292517,40656.890702380915,34021.52860952384
cSAGEvf,346072.33450901357,0.8993186953436137,836930.5222346867,903310.9467890211,788900.9655121816,-108213.24890445406,123242.38060208643,-51855.90118971141,274758.3067571167,1441103.2880956926,113662.12490899116,114352.89755839482,1927385.2274993532
scSAGEj,346072.33450901357,0.8993186953436137,20790.07345820678,0.0,-2414.9634911355097,-771.4539396277396,20294.126559501572,6072.83454235259,26449.529079507687,299125.1686947602,91645.5917248092,14338.131117740646,11556.517906029709
mSAGEvf,346072.33450901357,0.8993186953436137,339864.671321176,651330.3471619966,371304.2055921359,-81214.16531876335,-17052.646993231494,-2213.7027328414842,46890.38450969709,1100884.9365389291,112267.02941101324,-63810.68479690607,1505806.248555963
cSAGE,346072.33450901357,0.8993186953436137,299674.76039405126,604130.8729927909,256759.8878717139,3982.725690971563,29273.508510387863,11823.755446087032,156474.79777236586,668278.0273417083,153988.86430836163,54133.84724182511,920026.7302330278
mSAGE,346072.33450901357,0.8993186953436137,261467.29658578138,447553.47804294154,158898.66357568718,2023.9458628495813,29238.852444855223,9906.506960128843,93779.69908104342,859866.8255020924,161618.8342277399,50663.7719696386,1089994.123009427
LOCO,346072.33450901357,0.8993186953436137,-5731.841814966057,1685.4217306122882,-16589.223018197285,-4162.643622108793,20293.26678826532,2259.610404081701,34925.25165034016,104893.11484710884,78418.02844302723,7012.954308163316,-10329.470618537394
LOCO-W,346072.33450901357,0.8993186953436137,-6779.359022530679,-517.2675572474134,-56126.97836724656,125238.47284177017,47092.7227908819,112511.67427783206,96519.2103363419,127687.098688075,-14796.994657838768,-122905.83513713621,27155.2142557018
LOCI,346072.33450901357,0.8993186953436137,966018.1086980421,1067720.7888618996,1200349.762104006,-4569.362537901383,37251.935079381336,38547.825242298655,272260.85818505613,175943.4431513832,-1088945.1752943737,-1594833.041145085,2541986.046262458
