method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),308782.179939966,0.9191706901212687,34813.07593860544,0.0,-815.539072704094,-1108.852466071432,10748.369320493162,-2573.6054810374335,18306.23245459181,486481.077674745,108350.71179294222,17589.327258843492,25816.222302210866
Sobol-CPI(100),308782.179939966,0.9191706901212687,46405.97467386091,-8.06838864147073e-10,-1570.409093313507,-1686.82382591063,11827.62165814396,2463.8430908947635,37594.02229793377,371406.66335012537,124628.39557739535,46111.387808721614,46240.22356382385
PFI,308782.179939966,0.9191706901212687,149901.84700816323,384438.4807292516,73055.66292261909,-4416.449972619128,38617.42438367347,6847.156132653065,75430.30297142855,1045208.5874171772,171126.286357313,43192.62567874143,1190853.5772299322
CFI,308782.179939966,0.9191706901212687,61477.37424829928,0.0,4148.110512584972,-5118.087913945608,25287.18764659867,1535.2748503400944,63686.54669404763,779510.8358391158,113207.06555306114,43049.894313605444,27376.63571241492
cSAGEvf,308782.179939966,0.9191706901212687,985426.9769300305,1407107.3924781485,946467.4956975224,-75177.25285485666,-19156.870135544334,88049.63922206359,166561.88426855346,1542024.0877689775,466516.2984720813,69274.2910464718,2384865.501105676
scSAGEj,308782.179939966,0.9191706901212687,39688.40684767335,0.0,-2496.5243860022747,-4006.5204049518798,12118.345596849918,1854.18798001518,42910.65081567678,331028.12601588696,103918.85720541788,46080.389766102424,44823.56525618018
mSAGEvf,308782.179939966,0.9191706901212687,331875.6072246111,655656.991480126,217668.9859283818,57539.040024197195,-47392.94522407185,39676.702961792704,122127.27786427409,1252887.963502687,107072.3573820428,-81548.27905074414,1786340.1256907433
cSAGE,308782.179939966,0.9191706901212687,408175.4647715269,724440.4228230842,294176.0565110016,-10822.383268753876,15737.574938365247,157.76067447991,123231.42248897412,773044.932871337,127376.03336484841,75628.04193504018,1058123.3881524
mSAGE,308782.179939966,0.9191706901212687,277598.4367306148,454791.93466352276,222427.963922036,-4412.524245709104,19495.94421950882,3549.5248831721406,96373.87279749734,964089.8995044444,119006.42961947844,68370.16651396969,1364973.9320790872
LOCO,308782.179939966,0.9191706901212687,1042.6285158162937,13806.757984353753,7314.117276190373,3064.1420579931582,19229.754357312922,4617.355458503356,32310.20801190473,95532.0952306122,76729.20287551009,44058.228051020356,38445.85574132652
LOCO-W,308782.179939966,0.9191706901212687,126718.8803268921,-6201.495705712156,-21470.80542625738,-59674.67688767933,3674.6072205530927,128853.70394077562,-89676.01697057694,-9279.28763684442,167253.08187616346,32342.949472428816,42464.86544573959
LOCI,308782.179939966,0.9191706901212687,1366580.7046242473,1331467.3328315173,1513389.74998258,-107488.5890683583,-106868.5797050735,27404.058787190355,266050.1799425138,1217886.785741311,-1372669.6536293551,-1501245.3727759467,2899299.3115277183
