method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),434463.16444890026,0.8829064033448912,14601.470600470202,0.0,-1587.662153947138,797.7465826832631,10000.955859962996,9158.81363064138,4534.468976700708,449343.6628518898,49354.01607524027,-2050.693332097988,15384.632059539057
Sobol-CPI(100),434463.16444890026,0.8829064033448912,12463.171028874822,3.4578808463445984e-10,-1615.5031018654151,-943.287407821344,13138.513595612529,12132.53367764911,-9388.718979752513,374064.2010767209,84226.68282007152,31231.52221746479,17095.732050396775
PFI,434463.16444890026,0.8829064033448912,110669.0773301241,261454.17524680693,56093.45786780788,-987.6144007453113,20406.201632668206,13157.008989389462,50340.57529053802,936265.3765771736,298252.564078848,96246.63353164389,1011377.8743434597
CFI,434463.16444890026,0.8829064033448912,17895.64705460699,0.0,2693.9674033667543,-1275.556125782663,14178.14941518294,14593.766453085642,48899.966144114966,631418.3608980196,109033.93267578026,85906.7724512759,60681.7067758576
cSAGEvf,434463.16444890026,0.8829064033448912,832525.2540512639,1377087.5103010996,931181.4922951274,-105720.58251383202,-123672.17314468882,-80416.3422265444,229083.7173804403,1689308.0118107828,145958.17757902248,-46432.52647661138,2410576.0512846513
scSAGEj,434463.16444890026,0.8829064033448912,13799.728580866358,0.0,-1131.0298167177825,-1260.70765233587,12043.91206714511,10492.883149411413,-5949.413465834281,358364.34749790444,76812.19443053636,37915.96850231942,16715.97990337573
mSAGEvf,434463.16444890026,0.8829064033448912,446177.31162049016,695978.2781307288,313658.834980119,-155853.8395814132,-66154.57805392426,74036.17115360359,223286.24138183612,1142807.9614523826,23467.138601303566,133672.96439081943,1746046.3680912026
cSAGE,434463.16444890026,0.8829064033448912,299717.3704060155,667618.2972777687,287056.5887939533,1255.5549025407743,12578.582941625978,10898.44602656815,141347.71888992868,759515.9938005185,155661.95603315657,38419.175971260534,965398.8793216518
mSAGE,434463.16444890026,0.8829064033448912,270804.78461536573,454093.92364431784,202813.8584360241,1378.1029178810031,14754.86265586655,7300.5164874742995,97715.72258527836,927879.7899924134,151665.37693416575,37351.258374850855,1178093.901483513
LOCO,434463.16444890026,0.8829064033448912,23513.040911287186,-7097.006564903888,-21334.126730477903,-18284.76435229188,3583.9340648051584,-24488.525724508916,-3076.668368034414,112217.78808151116,66859.50884009624,-8048.938892614737,-26370.1437420937
LOCO-W,434463.16444890026,0.8829064033448912,49835.414444559996,-43879.06780171288,-125986.96869033616,11921.64078186877,-64435.3980494126,32888.664316731454,235.59638997499496,16136.903591711001,179182.27859515394,14863.579757220914,37388.96248221596
LOCI,434463.16444890026,0.8829064033448912,1443197.1345514003,1264922.1640910734,1468579.701969029,-4731.114636734594,-90253.46772261709,-22358.73134098435,334235.7796931979,1534684.8619909724,-404375.0705105937,-237913.40270660073,3028524.600951623
