method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),502168.4601455086,0.8588104257883771,4128.496815564169,0.0,-7347.544788637606,12822.096357079252,22278.87409547859,2464.8091198507755,17752.76924978211,890892.6861717751,101178.44989873111,74367.94112411971,39977.99832584863
Sobol-CPI(100),502168.4601455086,0.8588104257883771,7012.13083311663,5.763134743907664e-10,-11833.83911730581,-28007.864095669098,25539.002898410323,6855.478600865705,-11990.55493186161,832034.7639424228,145984.17287934312,55101.864108328286,66015.73304072533
PFI,502168.4601455086,0.8588104257883771,51318.06435147085,180.59125788114034,32656.567374849164,-12392.989535043132,70017.39360087021,18179.839614779165,70455.70595773641,1884003.8762429897,394270.3370320099,85905.11144342978,2857050.229806535
CFI,502168.4601455086,0.8588104257883771,9204.410231560527,0.0,5705.0562969608,-28046.66080641083,27828.315838929324,2248.898915932281,-4530.48660395667,1408816.7410177544,112776.20586548565,152221.4314957285,116510.4168763009
cSAGEvf,502168.4601455086,0.8588104257883771,642338.0237569832,448261.1696460587,324279.19619102357,-200637.2206556797,121600.53121399414,159381.1015281682,98922.13984405342,1238269.714926085,274144.5114454124,-106324.02307227207,1809805.0413016411
scSAGEj,502168.4601455086,0.8588104257883771,8828.328723334009,0.0,-13091.209807715553,-26730.639071529964,24722.472482804966,5877.953738238837,-943.7137035914348,818961.719186174,130904.5846535918,40128.04383056745,64049.2171950739
mSAGEvf,502168.4601455086,0.8588104257883771,318529.4578643213,163791.46488280082,-52680.14220024785,-55676.52307219012,-189750.53588670166,1034.7392500424758,302394.9578315066,1323860.1751095853,213208.52836472727,-193063.72445197823,1986398.003607739
cSAGE,502168.4601455086,0.8588104257883771,243242.72450668467,491923.1141249947,144807.49805244408,-21803.986642501317,32080.754564302286,10852.729451015899,110568.35984490435,1037089.5910592686,212743.31416360184,16315.558794854274,855641.4823718888
mSAGE,502168.4601455086,0.8588104257883771,115940.47207726841,-1283.1147957414253,-91382.57272209722,-27246.867928095067,35413.25230541872,10478.191492109825,100501.66767330485,1133120.0715793956,244891.32231540815,27560.26433807502,1580617.6823331888
LOCO,502168.4601455086,0.8588104257883771,-18209.041697285546,-4367.431117484288,-24714.39125236281,-19524.20721509366,31605.6830406987,-28672.293195378734,-4668.50041535846,117305.88247281226,64577.20785113209,9950.186139765952,-20500.654405915062
LOCO-W,502168.4601455086,0.8588104257883771,-145745.9230763906,-68839.45161591786,-17700.585421647895,-20890.057048095005,-8999.890014185563,18467.48203499063,-116777.3343339636,17078.99984467045,97062.52668855646,80583.27912869003,55522.09196724788
LOCI,502168.4601455086,0.8588104257883771,1295478.1771304691,718168.0459067258,1295557.2017153013,-68956.0413960605,26089.65183041105,-562.5266685271636,260568.07829450956,1501027.1636364874,205331.0114867296,127420.44319132948,2682353.688210869
