method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),433725.67433197284,0.8870344159314693,57085.05607823131,0.0,3113.0026923468977,2835.7294054422237,4381.799238775478,2774.2037705782277,43479.03176181973,420657.5016716836,83157.9543501701,21867.626267091837,33418.19823078232
Sobol-CPI(100),433725.67433197284,0.8870344159314693,88275.49404274422,-1.7289404231722992e-10,2535.909620647683,4290.607206993805,12192.387718506996,8438.269043863073,30277.94022600905,465628.90430122137,100113.33099807253,39897.94707477023,39974.91587750132
PFI,433725.67433197284,0.8870344159314693,174370.48155221075,406052.7939928571,86094.51344574831,3317.8272401360446,16981.640806802665,27710.087871598604,161512.90214557818,1073787.2865591836,288163.8646525511,34326.44957925164,820287.5148011905
CFI,433725.67433197284,0.8870344159314693,105007.0493268707,0.0,8312.408507993154,-33.485769557766616,13032.722584863892,11008.100785204093,86271.92155901366,672463.0113690475,178870.13894914952,42496.563463435334,66565.54025459185
cSAGEvf,433725.67433197284,0.8870344159314693,1102095.327882931,1027068.4034311358,862079.6168884556,20089.159581987187,66271.96363647375,202927.06252654223,501605.85080935434,1442448.3492956478,179549.58400593046,311103.12415826134,1969163.0223678919
scSAGEj,433725.67433197284,0.8870344159314693,94519.46192489006,0.0,1066.8516329497797,3938.921884894138,12693.958387137158,6392.4261907347245,24747.329143626732,455489.6244706275,90050.39069216518,38083.14162169921,44715.17300293938
mSAGEvf,433725.67433197284,0.8870344159314693,552577.148497099,557914.02970467,347750.07293732464,22595.460686652455,13796.581648237538,168112.67664861865,322409.6167531223,1455193.5796207692,304221.46721951803,269279.7555015269,1540794.3479495659
cSAGE,433725.67433197284,0.8870344159314693,415914.62598630413,563194.1596562311,267989.3451538815,12245.714814861816,23466.401713119125,13669.323642252779,204141.22649012046,859210.1862218904,190068.70839676462,99507.61300953655,893516.8321041592
mSAGE,433725.67433197284,0.8870344159314693,304335.36094937724,483615.6809595639,195468.55195862742,3788.232672142876,19612.856260621786,10949.400845390597,159718.7467576558,1008553.8590364569,200969.70303297573,85148.05021196666,1067049.3461311925
LOCO,433725.67433197284,0.8870344159314693,5946.205427721085,-30012.83557908173,-14034.10754761903,1331.1411210884107,-13206.527898129425,12064.029431632545,39146.264145238034,109259.02588877548,59376.88237380958,3290.7551627550856,25940.832533843524
LOCO-W,433725.67433197284,0.8870344159314693,-139501.994585758,29937.8256502208,53990.209334912004,-25478.840915948465,14502.821799724168,59553.07193473871,-31304.681067216923,284130.6303151781,37213.36067791404,16494.741631277113,43967.83797370056
LOCI,433725.67433197284,0.8870344159314693,1282706.1417354662,965282.2525665816,1490322.1520179836,-3453.13923226716,-81121.17943449086,31244.258997511584,614748.4915792537,1440282.740659134,-1757156.851885161,-590058.2073363694,2977753.337682237
