method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),369458.9259752178,0.8925149369801377,14715.73549079249,0.0,1975.5539727947034,-3124.2944281559903,20109.647421664733,381.8611171533121,28910.686160252895,458684.67110463,99195.83765399511,30213.379939001374,17049.804465174413
Sobol-CPI(100),369458.9259752178,0.8925149369801377,10370.974625049834,5.186821269516898e-10,334.92832308183284,-6755.600558200363,14680.286141528257,172.5748870675083,8767.724074593843,460957.09226240666,119232.22342853574,23934.3208975033,6323.100274895943
PFI,369458.9259752178,0.8925149369801377,68643.15780482662,180.3712568617193,56901.20468312694,6505.3774836839875,56869.21498757979,4776.155878733029,58556.72181005468,1458606.4011470862,544846.7449323458,168408.4203437608,3070094.0886509544
CFI,369458.9259752178,0.8925149369801377,34387.413501550676,0.0,4010.780703221564,-5372.491154824442,8071.787886681734,4582.0026894168695,45375.26230043179,973278.2690278774,299853.91626927716,145402.8385377701,3410.4164061094634
cSAGEvf,369458.9259752178,0.8925149369801377,684384.1619369141,1018591.3010389754,425385.83296091063,95413.09814342437,91014.1945587406,-53408.49167227838,179471.58862861618,1281690.575101471,202288.0642084079,134493.2386511159,2048137.5460708244
scSAGEj,369458.9259752178,0.8925149369801377,9145.626145553833,0.0,790.6272035290021,-7141.869355516043,13768.997442459222,389.57670768280514,1330.9356122508761,446836.61891220184,141211.3331941816,31140.310336646096,12983.09255524096
mSAGEvf,369458.9259752178,0.8925149369801377,182565.17291941773,-74961.95948494691,-127604.8488707142,139489.89742663736,54974.89146656217,1783.5957106193528,21602.635241655633,1314627.8732095999,36173.556030110456,9984.695286581758,1906678.0771528024
cSAGE,369458.9259752178,0.8925149369801377,254512.8075090288,594680.425850782,158181.45626260733,-348.76654878729806,37880.72190125743,13065.478296044275,174321.1333019,771976.5113277417,170989.00577457302,56541.92116773489,908452.6888679542
mSAGE,369458.9259752178,0.8925149369801377,130064.4398720472,799.2681945510151,-56855.05147888203,-1518.0451294747174,37920.16715972756,12349.036911874826,77326.45053258303,1007223.7140878998,200430.59945115342,75064.89684137935,1665154.9883824168
LOCO,369458.9259752178,0.8925149369801377,1650.3749878070084,369.65796774672344,506.01367994881,-4361.377797709429,48475.65970133612,-3686.3886603121646,18422.408463160333,178431.31299186248,102424.15211954422,19240.535880525596,45383.368713157484
LOCO-W,369458.9259752178,0.8925149369801377,143414.7518474468,-27714.38224295727,-10231.362802945298,-8449.261142451469,85737.19795283354,20503.12595825808,14197.795573226951,-27591.75051095433,61550.41759670362,26786.69308096766,-32315.378785481404
LOCI,369458.9259752178,0.8925149369801377,972992.6817343663,1070788.3273190437,1212002.1275405511,-2264.598321305122,30463.839885010384,25046.75405295845,261439.99755781656,1312624.074192922,305286.7400393039,92591.25346875517,2623849.28961859
