method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),284676.79715442174,0.928667012245623,17049.895179251704,0.0,1143.8073404762254,2535.7031693877652,-2373.167587414937,1018.2274353741668,51393.32164591833,384797.4795319728,77738.15029829933,29525.921944557835,47264.78985884355
Sobol-CPI(100),284676.79715442174,0.928667012245623,29609.13541059063,-5.763134743907664e-10,-44.296496875680944,4864.8671442278,8618.109032569111,347.9533118722006,43165.96688168442,475496.04802466405,57813.751985318035,24573.64011338755,59679.46778430746
PFI,284676.79715442174,0.928667012245623,94592.35711768706,309523.57616394554,119874.008989796,6416.056292516994,33191.60275986395,10257.18336598645,106015.5292721088,1136418.7952387754,252460.53053469377,63238.7566680272,1370142.5528353741
CFI,284676.79715442174,0.928667012245623,31367.05409795919,0.0,488.55303129256936,4786.882310884364,11770.159885714296,-324.70658911566716,73624.5254721088,756244.6478945578,126934.18586122447,52251.364909523865,56925.4852285714
cSAGEvf,284676.79715442174,0.928667012245623,956327.512736034,1903561.4890522289,831846.446449942,-38432.47506197123,29112.34202500107,153211.4634017963,76194.49933750508,1405663.2425207528,77758.75538841961,66292.57698140992,2781909.492873512
scSAGEj,284676.79715442174,0.928667012245623,33547.4977938275,0.0,182.5410450808704,4394.146275705309,9330.437219284417,1544.3676123641199,34898.87396310968,433783.1559255581,76179.03815849591,19836.130943688215,58753.90030825365
mSAGEvf,284676.79715442174,0.928667012245623,495403.178683463,585161.9945822102,134276.2497074986,46835.38903620187,127236.89032519702,215280.42568416148,151766.7339067133,1406126.6235980825,79620.7568944539,179741.75451109838,2191483.6770031955
cSAGE,284676.79715442174,0.928667012245623,347513.150385983,881727.3751769413,285891.87714458513,5656.929494949316,1674.6511361434846,606.5448603377804,99820.73338149923,844871.918959903,106371.20339344548,64200.55121964678,1180507.7694855675
mSAGE,284676.79715442174,0.928667012245623,270129.083242871,497240.415821094,214079.01046140544,3864.1226218000556,13099.347727716979,7121.434008458646,69935.25861927161,1045043.2180447511,103501.53053029417,63265.48597676831,1532067.4616201546
LOCO,284676.79715442174,0.928667012245623,8675.561702721112,33820.407698639436,20097.64950204082,4168.938141496677,15633.680368707515,11066.660885034013,32685.434234013606,135227.85334353743,59541.14978941798,11754.278545578243,75204.38710544218
LOCO-W,284676.79715442174,0.928667012245623,-63553.93949530156,17021.485360528106,22272.386762080925,63213.887376988554,41398.43105400458,-84648.72296534163,12447.19714719272,233647.98813832315,116804.63675342122,-44847.131181464334,87093.95504384222
LOCI,284676.79715442174,0.928667012245623,1431699.7173747392,1710727.0180378929,1587890.2866659942,28212.453020488378,-185915.1581284036,29923.715707609896,195977.86305316025,722142.9758058111,-1356851.8904812583,-649482.6164811417,3264597.120286379
