method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),344416.29070486594,0.9136977678095373,5755.963771298993,0.0,-825.1464267086121,7727.338207514869,-8201.499980662338,2257.6505528558337,80818.35491341972,609294.5555993435,142446.02752399963,107075.72507769911,68747.09085346363
Sobol-CPI(100),344416.29070486594,0.9136977678095373,6255.629918498268,-9.221015590252262e-10,1762.13355360087,14394.31323753958,-12245.323652233514,5623.931876781436,52830.58405659383,783582.4653040136,49148.40090620091,66845.75966495155,80245.47246116972
PFI,344416.29070486594,0.9136977678095373,18540.45861364779,1385.047764850664,61990.97408570611,14925.506046046386,10468.425556039205,25203.214195048728,29508.524708096407,1594836.10877309,312299.09110263875,145181.1825110502,2721123.962888497
CFI,344416.29070486594,0.9136977678095373,11909.463499296282,0.0,400.9529379179585,14580.25114522723,-6529.399062678742,7575.547844225658,127158.37360519772,1729058.6689969033,329801.6383479759,106417.68957592727,117920.36845903359
cSAGEvf,344416.29070486594,0.9136977678095373,761034.502478186,1765065.4630056089,416961.92553898785,32601.72929611709,-154417.68143134285,24490.467430536635,150041.2182753035,1737469.8081786819,78772.73755110428,254782.00839906555,2659943.7876593764
scSAGEj,344416.29070486594,0.9136977678095373,7042.358871936216,0.0,1078.3242787167546,13981.536691747257,-16426.782151670486,4859.811331880104,43256.32505418919,757555.6535381016,71275.32509364106,62025.07510726154,86524.42001482536
mSAGEvf,344416.29070486594,0.9136977678095373,248021.47018685102,-170665.0822218908,79922.4385662456,101511.32119778544,2859.788603731431,-76866.01797675667,189514.7916941559,1564737.5022283015,-138867.77200952778,-31605.111773814537,2479103.7909167847
cSAGE,344416.29070486594,0.9136977678095373,273895.2088965241,843197.8767946939,157761.15624111044,12591.639664937797,-16427.49594366371,8680.795077781871,87494.32445468058,1087982.931129588,89097.57596093533,72625.65777825541,1151397.3518074348
mSAGE,344416.29070486594,0.9136977678095373,128228.51333375105,1000.4671750611653,-66394.7141449286,8993.073374562347,-10044.865554865668,14938.536544818411,41836.62967269744,1338538.469167235,82776.39828469993,110440.70043086179,2116381.7115290165
LOCO,344416.29070486594,0.9136977678095373,14741.823415408027,-12746.899082479009,18639.489494525536,12462.516913554224,-22311.283917327353,-4172.731611070456,32569.561515556532,178036.73302965984,36659.73217396904,8754.061255241046,11427.512972901575
LOCO-W,344416.29070486594,0.9136977678095373,7994.108578570522,17024.59896150283,20850.852045552663,-73660.24884594651,59251.54839899716,-109557.3812261886,-11772.904089489939,228902.51064240196,15385.947098240096,26056.372546573366,-104359.05746341131
LOCI,344416.29070486594,0.9136977678095373,1426555.4142099707,1710414.879948651,1582065.0588093647,20197.452013831586,-95884.03201535158,30122.69962097751,205652.28633533698,1868658.6202030596,112235.97498833714,175298.29188565584,3380762.541648918
