method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),453050.97177610546,0.8782311861664961,11295.969770129217,0.0,-757.1450171070173,-5948.62103431244,17725.1724032872,4824.895376692148,2012.06996013748,538653.0891342851,91725.45364272868,85426.3506451986,32263.290902850043
Sobol-CPI(100),453050.97177610546,0.8782311861664961,11805.01320910828,7.492075167079964e-10,-3908.153068749488,-9145.875615597874,22070.220697288907,4286.113662067466,32666.92225877167,523841.53530928696,157923.82696829183,88428.79416415293,23047.372769802638
PFI,453050.97177610546,0.8782311861664961,35501.969501144195,936.3190001033945,48109.09746419528,-10306.717795189412,8962.606241963804,4156.741304464929,78664.5085187587,2073722.8811878432,572935.2608483434,123565.79995637981,3240494.3665534775
CFI,453050.97177610546,0.8782311861664961,22222.40966801095,0.0,-4357.4143860283075,-9500.216116658703,6574.635438919533,-235.6420728295343,82639.92467821063,810599.6652628018,197478.486272268,69303.81056168093,129001.7647624619
cSAGEvf,453050.97177610546,0.8782311861664961,357490.9762396654,1581309.2747207084,335343.1124507729,192542.52798335068,75137.69302078057,-267882.17322759004,449973.3826799337,1372546.375019908,172787.95048145205,-136314.82421989366,2347371.030526803
scSAGEj,453050.97177610546,0.8782311861664961,11736.382527134672,0.0,-3945.5650886566723,-9155.568191607716,19326.142815101193,3587.0344480515337,37337.60038214637,517908.2201383956,153556.9058923404,95569.55499100225,16121.551849284326
mSAGEvf,453050.97177610546,0.8782311861664961,200303.45511971833,-46036.0676683262,136953.21109574148,37755.83936598804,141849.36480532307,-52206.750259270426,256290.56855128007,1414236.751827716,305524.4623057619,23607.2573048193,2266248.6148665166
cSAGE,453050.97177610546,0.8782311861664961,189280.4902711144,726549.9260884775,96966.32410508527,-29467.80723421855,13895.876557057927,-10309.23268666256,220393.83186563198,887541.6512450812,212002.50374078806,89232.17709079958,988904.13480264
mSAGE,453050.97177610546,0.8782311861664961,79448.9705262792,10959.206178948976,-77838.12906619243,-16353.794953622206,19057.131920850363,-2293.7689883934913,117760.58036355338,1095055.1131513603,264671.75784282817,96472.45888946544,1803955.3278052157
LOCO,453050.97177610546,0.8782311861664961,15221.716185119527,-2713.980084539042,-15905.001865621482,2042.1764363695984,26324.193650126923,-28233.331923907273,44716.95711493527,130522.33030626562,193179.9818884167,98673.22432704468,13595.335619125573
LOCO-W,453050.97177610546,0.8782311861664961,108703.47527507464,-5058.024789581579,37366.617289179536,145701.83765386773,3534.7613620196475,23349.349638996875,48430.92428046048,-29165.52869304851,-22728.726607449,111160.97371548675,134285.14987850585
LOCI,453050.97177610546,0.8782311861664961,1101495.968456408,1295244.671570439,1279342.0823618402,-94780.86647598911,-34722.47675484046,-66481.04463817971,422098.272461717,1482043.6353110848,257224.54606195632,130096.77265670337,2859553.3793914495
