method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),333309.4265360544,0.9052866669076256,44512.932780782314,0.0,-2984.423343197297,611.4208137755049,7013.20647738094,1847.5981150510488,22889.467703656497,306493.1989852892,63607.0736647959,16626.920839030645,46492.52424166669
Sobol-CPI(100),333309.4265360544,0.9052866669076256,65535.269824830444,-1.0949956013424561e-09,-575.8368269356525,564.7035588044097,11606.196966683516,3425.9122234695974,13611.500153393486,365671.768555055,100548.48420786532,28120.16494698877,39433.15469070089
PFI,333309.4265360544,0.9052866669076256,155831.1937605443,501051.54860816326,76100.84739965986,-123.61441343533807,38535.0561440477,13603.386848979571,91621.27299999999,832812.5922962585,151227.32409659872,87884.10542431974,1082077.015542517
CFI,333309.4265360544,0.9052866669076256,107153.22320136055,0.0,197.7248772108578,374.6917911564233,13209.132525680296,3510.342512074858,57628.2052164966,583351.9409702383,222153.4573744898,31146.34639812924,99281.6898382653
cSAGEvf,333309.4265360544,0.9052866669076256,738627.0867024465,1295889.9437527675,475652.7189925629,24586.783254229464,59897.38976911642,-3227.154913867358,147057.58126826305,1148375.0906162513,28917.61244715005,179876.7105917693,2067681.526705014
scSAGEj,333309.4265360544,0.9052866669076256,72399.82147072867,0.0,-1331.5480629226076,187.1198410197394,13030.511164970172,3534.2995393534075,9991.782412271423,362381.9446761845,99139.46652365697,33243.57566955814,37710.116470625915
mSAGEvf,333309.4265360544,0.9052866669076256,408274.65218794206,772296.8900899473,227456.626648671,50017.820097723044,-48466.32208297914,-24533.18746133009,-3111.4707085289992,1119364.5482543688,333366.3886124897,31771.836587061174,1503537.1457241066
cSAGE,333309.4265360544,0.9052866669076256,330544.44512517774,694064.5235095221,200645.6115298897,4958.361695210199,14342.365651662021,4925.942567622101,115850.44696602656,723887.6662763009,154368.13355446266,46166.79928716684,963961.8529999007
mSAGE,333309.4265360544,0.9052866669076256,249771.45337855056,520725.3291531288,175527.06946925598,3175.004277410502,18931.980696120074,10896.648424777648,84851.30312062526,863413.4792742939,159492.60248413438,50241.16879331434,1123081.3780275167
LOCO,333309.4265360544,0.9052866669076256,-662.031790476176,24240.92834744905,-6486.812027380918,-11984.618816156522,17880.212776700675,8320.234591326502,22833.975408843544,94509.80326819734,62795.23112193885,21253.0964294218,21844.45606326533
LOCO-W,333309.4265360544,0.9052866669076256,42049.36038222098,79607.16108137816,-105343.07966851468,-131312.52232007566,-2698.698667675712,96757.50753749344,28066.04827379346,115573.00077735902,50.685905631000736,119114.23920874765,-115234.1716762631
LOCI,333309.4265360544,0.9052866669076256,1102246.6110504894,1189921.4707668894,1254129.2827221844,28706.831113538705,-14041.177412334364,39001.424644068815,274943.3804298355,403042.68828174984,-1914591.0166025595,-1115602.9255537721,2747801.647758868
