method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),352513.123874391,0.9120889097223548,13142.238064169273,0.0,1375.7907508041826,10822.126165974973,3866.659194416832,1716.1572650554008,15979.52488572718,754236.3231852538,167427.72949269137,39426.636352616246,69909.14517651609
Sobol-CPI(100),352513.123874391,0.9120889097223548,22412.30319535831,2.3052538975630656e-10,-106.5084963063548,12216.013807200568,2207.51924208506,568.2526383820418,17886.106960965946,619223.0610179934,250278.64280366403,105063.74917803165,32998.550337899156
PFI,352513.123874391,0.9120889097223548,22679.48700213438,-631.3002805123106,6935.7245504594175,23390.12533715088,25267.470942440967,-26591.288562393747,83250.14438352548,1760180.72377531,511081.2213259997,111734.1212887108,2384097.7706679944
CFI,352513.123874391,0.9120889097223548,24194.191878575366,0.0,1474.9265484709176,12197.815928146825,17689.785141928878,-1269.9424076171708,44033.188782863086,1313413.2436104382,349713.36085086275,130419.03665849118,56768.287815646036
cSAGEvf,352513.123874391,0.9120889097223548,898322.7973927674,1605760.088225258,274049.8867811966,42594.33143826015,109332.36615095241,-40437.20504403114,195705.89428261993,1834412.823592874,326116.6262853234,391763.3037769897,2392913.07440015
scSAGEj,352513.123874391,0.9120889097223548,22034.755282950762,0.0,-416.93089009670075,12169.377993676579,509.6544544569915,543.4977162807481,15406.298458445817,606907.6964162299,255029.1930576944,100452.64893811237,34095.31392154336
mSAGEvf,352513.123874391,0.9120889097223548,90322.99547753623,-126900.95133431908,-167669.81485439278,53199.45769234141,-448.63381458772346,100553.5732674892,-44165.45399096096,1741288.222269815,207222.42401374597,151545.32072396995,2580200.566506085
cSAGE,352513.123874391,0.9120889097223548,274573.3885929921,785963.4120026684,70676.30307099938,18506.671479922505,19298.752419115368,9397.326106468465,146849.2850202838,1018126.6832247697,280222.6921270015,156919.49024826125,1026739.2870541124
mSAGE,352513.123874391,0.9120889097223548,83612.32650381693,649.9841899903495,-124370.46056449508,10683.10836385605,13930.7542486742,-1274.0620933842533,91713.02926411032,1302194.3091172182,298376.76258284814,158837.6093136655,1968998.6755312453
LOCO,352513.123874391,0.9120889097223548,18666.853163156484,-7532.546790696215,11857.476167643152,2507.6985178971663,-19055.951545064163,10043.099791429588,16033.163268237375,135762.74786333053,172889.02057517407,56224.887537236966,35735.59057330771
LOCO-W,352513.123874391,0.9120889097223548,2790.0309967900316,-5116.873011853836,8470.304163995941,4935.991812894199,3002.584985584822,-1004.2162804316348,-127946.78199325019,-170454.6790824827,-177563.00233164403,147678.8082737007,29800.878996756437
LOCI,352513.123874391,0.9120889097223548,1479714.0104919146,1579145.9711334412,1580075.7174986978,4891.769841596484,-9098.54436641559,6666.4146706881,424608.33642566623,1760547.9631593865,205504.62778182607,340653.00040107686,3319501.1162832594
