method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),442439.68817925226,0.8802602501992554,35381.633516799804,0.0,360.11824222657015,2080.747974006139,21424.268152417237,8691.447767071193,26830.133883939532,466682.79535788146,89984.18096553683,52497.64210981791,95798.74787161048
Sobol-CPI(100),442439.68817925226,0.8802602501992554,57417.89496034484,-7.492075167079964e-10,-126.85832491497241,1423.415303452224,15987.77663830632,5154.954657181728,28644.385948623898,559568.7616213552,46392.22502594924,27564.614709915935,102793.23764710213
PFI,442439.68817925226,0.8802602501992554,95514.09191939008,499.9945592066506,39361.22963987192,-117.86381685564993,29771.750707251424,23337.79940913146,31348.196952839324,1592305.7992851199,340174.7717644695,131291.86320931982,2788342.9675711025
CFI,442439.68817925226,0.8802602501992554,62044.33330414188,0.0,-2108.7906526269508,0.0,18312.886152471357,7430.50646174082,96513.56853443076,1219345.5359042787,192185.61489769554,79586.5334040884,103069.54067532747
cSAGEvf,442439.68817925226,0.8802602501992554,406619.6445827456,1444924.0444015716,163273.3887790572,-26374.502809800673,22173.687472504098,-194464.761181348,400701.90499758953,1200084.8623907669,327774.0283277263,245545.47825222975,2220101.0673146667
scSAGEj,442439.68817925226,0.8802602501992554,59707.8668189873,0.0,-669.2898653289303,738.9423014046624,16587.9284294417,5069.9510639371,35881.448652038234,565553.488018673,50276.47575883614,23274.251203362423,95497.07226739451
mSAGEvf,442439.68817925226,0.8802602501992554,69653.37510100286,-148619.83913467545,36505.723461430054,-45206.931292413734,66708.08924183855,-105836.04952660669,371245.0624949932,1230464.8884974322,116017.37164601126,131969.9462312013,2133072.6215982195
cSAGE,442439.68817925226,0.8802602501992554,253480.3735341821,695504.3058745794,88806.8045156025,3486.2483069825726,34580.17700369895,10174.891071597536,170532.21035235192,911620.5002694111,116728.83552716943,33655.54581083305,1007110.9026955761
mSAGE,442439.68817925226,0.8802602501992554,134801.96168023837,-2265.0168386273854,-17086.12456178393,5221.307970265948,41523.12859347234,8292.201491624244,107883.37347207342,1065783.7723339207,143766.89137628654,51900.26350356296,1786329.293201882
LOCO,442439.68817925226,0.8802602501992554,14978.217494293698,12248.765054674004,26731.963999993284,6126.781157161982,38441.19775636244,4814.9385415261495,33365.05515575921,70598.6195725667,-59881.52974514803,-36745.64922155789,-34125.33425969974
LOCO-W,442439.68817925226,0.8802602501992554,-60666.06595601798,113086.74742306028,21167.417096545625,29806.192284010456,53416.02332423264,18008.75629597375,145662.65788776125,13933.129923176846,73297.6022755694,-43865.80920519311,-25743.883608071406
LOCI,442439.68817925226,0.8802602501992554,1114376.0522900843,1286161.935719228,1386595.2090124171,13510.603304218035,10863.022848062683,-5692.017597008031,465105.16090655606,1710446.8862539416,71298.1387467566,-33716.72599532269,3004808.060497507
