method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),392066.21312806127,0.8886462624907867,8841.392379591824,0.0,1181.9354949829867,1653.8031546768616,20549.481681207515,2245.6144650510396,31614.49626020406,362554.72607984685,59771.57459413257,24097.34290467683,31706.248908333306
Sobol-CPI(100),392066.21312806127,0.8886462624907867,5830.677867748332,4.610507795126131e-10,-2568.8168306608504,92.982849960001,2952.0673426209332,2026.4325110081556,26463.032829196312,379431.56469311984,71369.45660722823,35494.73180904706,28702.898390825245
PFI,392066.21312806127,0.8886462624907867,127321.09001207481,301076.9197015305,78116.3939965986,-3294.3761933674105,27151.262947448995,13552.954032142821,44661.5047130952,899818.8602709186,178723.5000906461,48935.068726190366,1106106.0688518707
CFI,392066.21312806127,0.8886462624907867,-3079.9185607142863,0.0,-2079.8367224490503,-706.9985613945755,492.12849557818845,6494.923330442165,6435.333920068049,717174.2743387753,124819.66177823121,39489.99058010202,3605.896475340181
cSAGEvf,392066.21312806127,0.8886462624907867,690616.411833053,1457602.662522819,794330.8121935171,35202.91529760696,135041.60823621135,34670.55681357207,258117.95780137414,1334678.5583125548,87762.5256978171,175822.90757749137,2195105.6466689985
scSAGEj,392066.21312806127,0.8886462624907867,1521.6384029065375,0.0,-1702.5234235521057,-79.14192389964592,2578.7904422067804,152.88194042717805,25087.32649447577,368732.0169178804,70228.82827335887,36815.08483063441,25725.10322259774
mSAGEvf,392066.21312806127,0.8886462624907867,189411.08453991776,920405.6775450822,256527.6064269557,-265860.69134892384,-84116.3515617908,-47810.98908541631,70110.79844460683,1322731.7922770418,183407.55284937378,99858.99706141464,1711964.7344999835
cSAGE,392066.21312806127,0.8886462624907867,251931.40270298094,711551.213037445,223787.9654451509,1094.7987731223175,4897.106714622259,169.5324355362859,116622.4559551569,729090.4391077628,98555.68479451127,55099.04352468141,1014597.6868532482
mSAGE,392066.21312806127,0.8886462624907867,228133.05932873848,506597.31900947116,140455.76436018,2353.967728495673,17388.79482446021,1643.3008345913754,72574.28961001404,918416.1142097976,109090.70662194474,67231.96654467798,1143363.972821435
LOCO,392066.21312806127,0.8886462624907867,112.58894795906963,-19825.862073129276,1604.4089537414256,5369.968371938739,692.9717301020864,-1731.3280976191163,35047.54484795919,115265.77767193882,77064.16273265303,35549.92914472782,23903.757713095227
LOCO-W,392066.21312806127,0.8886462624907867,149029.99017444588,-49659.24522452392,-35214.82166894737,17076.740998818805,149836.14090079212,-4349.4924826012875,141523.5560005312,301546.5148938568,19602.9755906894,-2632.092815421164,-94400.68214247841
LOCI,392066.21312806127,0.8886462624907867,960625.207452138,1352456.2442956395,1205996.4115123418,12339.315527808387,-83811.2835741369,-52259.256346071605,168060.17795496713,1010183.3845485784,-1543188.4531123438,-1171368.9930766555,2439163.064978906
