method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),401790.30015714286,0.8941909578067236,97281.05156301017,0.0,1614.4711553571397,1707.2249974489678,8248.103541241493,5490.067402721092,47149.358229166624,499495.5213125851,54363.5220096939,14853.02658146256,37786.52766530609
Sobol-CPI(100),401790.30015714286,0.8941909578067236,144040.94116137296,5.763134743907664e-11,680.5574220189096,-697.4860240113437,12109.317997341806,7215.738058663815,7034.567680345424,556281.8396586725,92503.73424657466,19800.027705433185,58837.50253645081
PFI,401790.30015714286,0.8941909578067236,179811.82967925182,398539.1777217687,144198.5954675171,-5085.420789285679,10354.950580102042,11724.770712585072,88638.37294081622,1202931.3294784012,236365.4647219388,48195.19160799327,1010742.3068833337
CFI,401790.30015714286,0.8941909578067236,165609.0067668368,0.0,3508.063979591825,-1177.79416887759,19221.556807142857,13504.395012074849,44097.4211619047,788791.8072858846,144063.5886676871,22958.983453231223,76788.44103129249
cSAGEvf,401790.30015714286,0.8941909578067236,1075469.7018958293,1201154.6763188406,568997.1862639012,103884.82505128998,55191.2226511091,127331.25678456157,265226.1514773853,1664961.8233219627,148367.67198029114,26240.318937394768,2047759.6351012986
scSAGEj,401790.30015714286,0.8941909578067236,154740.5907499247,0.0,467.19389508716995,-950.2690517065348,15250.275743124424,7226.574825256014,1522.239923233341,482923.30859802925,91040.43986830435,10529.99542934692,67429.33171943272
mSAGEvf,401790.30015714286,0.8941909578067236,400561.95451775566,765549.4182180632,438500.49943196215,62729.01167223416,4099.346055637579,-212663.4135509911,53693.7479394814,1417531.6982037053,225765.66110711358,206829.03676480008,1484003.7203283901
cSAGE,401790.30015714286,0.8941909578067236,456995.25910790835,667593.6391588312,216043.9319708324,7516.667939090682,17586.04763663209,15353.009645953005,65185.92672607213,969941.192939537,152052.92158863263,37646.134222246386,922625.8123928262
mSAGE,401790.30015714286,0.8941909578067236,324893.43335216906,535048.5399945553,214987.23579596926,3692.161249772034,11235.949538280287,14331.622430774793,79601.25472871763,1111280.6142170941,126195.38804202537,36738.90021283724,1069730.1141505882
LOCO,401790.30015714286,0.8941909578067236,57545.32924489805,-14563.838620578288,4696.310404081654,-1603.0893190475763,10152.975206462608,-2750.277702040854,-1085.0818346938468,196657.5993896259,53218.98347891151,-18762.451705612184,29369.724860034126
LOCO-W,401790.30015714286,0.8941909578067236,60077.68286495084,-81728.76750510179,-9189.349846158873,-7547.711492438704,99867.10608614582,45552.607770659,-82955.59437020378,-101146.93245434402,190881.36372938144,-65765.01618396831,6144.580059222104
LOCI,401790.30015714286,0.8941909578067236,1214337.2987509868,1196577.2911899164,1404198.5929441354,53279.566263704095,-35428.961065074895,48601.728728236165,161255.52622356126,887904.9361710004,-1320054.9237073315,-1348521.2385777645,3212618.278052009
