method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),336263.0469126853,0.9031358939735927,9849.506702379324,0.0,-2965.5132172204903,7239.6191894701915,8131.270598418254,2445.712619168422,63480.13853818312,954704.2697997153,138451.89076244095,46019.401614625385,22230.99243620783
Sobol-CPI(100),336263.0469126853,0.9031358939735927,4812.434308871334,-1.1526269487815328e-10,-2859.409247150375,14304.413534129399,15698.306973154211,5525.772852985601,17496.820137392853,664057.4353596737,142621.92611327305,22516.542084191955,41968.0123795652
PFI,336263.0469126853,0.9031358939735927,97590.60723150277,-2222.1474540579366,104614.53256198775,13931.34458798787,-4345.885921014124,10238.87966901809,31892.57678877201,1906672.46525929,367214.7556398331,160388.94452640397,1977778.3362758423
CFI,336263.0469126853,0.9031358939735927,9723.059690064518,0.0,1006.1855703190668,8404.481582552195,44467.61191666598,11623.781733061594,43889.636599260615,1567843.1205985378,197018.013325751,177317.55905083858,119121.66021310556
cSAGEvf,336263.0469126853,0.9031358939735927,610307.0549634299,1150657.1856289632,129158.06013349211,9091.028598817997,122366.5113366004,179475.47366499854,401476.22552699083,1759066.7433948272,219451.06518372148,161403.61376527185,1876285.1104491584
scSAGEj,336263.0469126853,0.9031358939735927,4929.101928340562,0.0,-1516.3772161984234,13519.769644677639,14964.992852405936,5021.033896194946,27529.161951927235,644237.7381375402,125593.57542698423,21587.0052735309,57695.24329219159
mSAGEvf,336263.0469126853,0.9031358939735927,25615.848388099577,50427.96524866205,-500478.4296095404,168969.18699295446,156911.53570297547,34619.11454330571,343644.70465243,1656444.956304596,411413.42285464983,101091.04682753095,2015479.1934984238
cSAGE,336263.0469126853,0.9031358939735927,222473.62604915712,565457.2914711882,97236.1393654096,18582.54044728342,24511.635546683563,12560.328617368632,198975.1589627891,1027668.7745784206,173523.7556389187,29782.15528411749,877677.8725816483
mSAGE,336263.0469126853,0.9031358939735927,113466.15257968065,-1117.1705631755476,-126146.98075386639,12245.926585939433,22599.833694695237,10938.991309008297,101970.5139874206,1310216.5139918246,222233.77052746643,53470.69446579782,1527011.8784484917
LOCO,336263.0469126853,0.9031358939735927,-3603.1073362478637,244.2390723656281,32169.550373701262,11295.408491022536,19399.007852342096,10532.339018221828,15442.515095155279,163945.45236150862,136195.62741836428,3520.9600170346675,41823.910443782865
LOCO-W,336263.0469126853,0.9031358939735927,14711.577465156268,-45597.46294486147,-130990.18223646964,-70844.34898087692,-25435.551322479525,115831.41183259244,140846.25620880592,-34202.00977160941,47454.59818099491,10626.49047899377,27563.673315282333
LOCI,336263.0469126853,0.9031358939735927,1111533.4161105165,1035417.9070016877,1256651.6736801518,30884.386918102857,23831.783755964134,23892.599493648857,273082.6693529901,1658542.9931723957,75853.29120432632,-32376.183819612022,2843922.270582575
