method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),435876.88271136367,0.8724763847297783,8782.002652461291,0.0,188.96533507769345,-2527.3405949783046,6860.038323076529,9995.352131451538,64827.027778338845,572290.7779864601,113405.19884109191,74383.27093087198,43429.21286721525
Sobol-CPI(100),435876.88271136367,0.8724763847297783,16460.27704180532,5.763134743907664e-11,-1680.2344382939962,-9726.213351309549,8172.402416054035,6020.638687495029,21585.407289718325,625999.8052721585,113847.43120686173,61674.41788649049,27866.705904294053
PFI,435876.88271136367,0.8724763847297783,18112.59290147561,-675.5517277953331,30545.898009260243,-4486.8070422853925,9215.113962581498,24733.93705623463,70836.0877957833,1539582.1397571496,442718.780452624,185119.01172803127,3022262.486176834
CFI,435876.88271136367,0.8724763847297783,18494.814842911204,0.0,-1115.9719372958061,-4749.141143593239,31465.74047809414,17904.471348660358,81071.52166132175,1104599.924733199,324374.3066514538,53639.981451139785,88708.89502710913
cSAGEvf,435876.88271136367,0.8724763847297783,657398.769806474,1019360.4194244253,286812.09974302584,41089.2688578316,118174.14587728724,-7765.408320082352,204783.96966261417,1450318.0701891012,237754.64149896102,246947.24114347572,1714591.903601035
scSAGEj,435876.88271136367,0.8724763847297783,13695.011793864134,0.0,-1911.892610709474,-7940.933851943875,9887.80950165604,6243.3468183368095,27356.782700279786,638065.169410951,131540.58509896946,61547.90087633935,31072.946712735862
mSAGEvf,435876.88271136367,0.8724763847297783,250045.07166598362,220005.97499452718,-181527.7265789141,47312.8387387828,84790.52313140174,-90405.16510612238,-44138.82669221889,1317026.7927387916,301367.625324361,218944.28026116733,1991973.399179459
cSAGE,435876.88271136367,0.8724763847297783,176574.7620289408,557840.8986874274,104481.65385486158,-5844.670080793438,14145.543019006613,6891.8748439922,149051.65551103442,948651.2823280757,170555.98528311425,111507.03799971426,845632.0085209284
mSAGE,435876.88271136367,0.8724763847297783,99574.8610053237,-880.0451679800989,-123617.3683539475,-6996.428425005765,18011.52807768977,8160.466249646311,101853.1704609286,1105712.5297323316,188344.00138606314,106763.48983000088,1580915.6667477887
LOCO,435876.88271136367,0.8724763847297783,-19571.865791791526,2451.422061459918,1334.5590207686764,-5801.258090353687,33582.91306156613,5807.807717727381,42916.27903006924,112157.96072653326,-7692.85014969483,48058.32332405256,12159.793485527858
LOCO-W,435876.88271136367,0.8724763847297783,-18814.92939729962,134815.62765093028,-48140.81409588934,92441.54603723396,-76942.0586640987,126248.81206782718,34698.841701445584,-17938.72017804497,32505.152615642037,-32790.34310605621,10920.25250904593
LOCI,435876.88271136367,0.8724763847297783,922914.4401633702,884705.4312477992,1063611.6017437046,-10655.833425836172,-12437.56796863582,16811.557187429164,449268.85329678794,1556009.2378540414,239131.55173593247,204984.02414761344,2633128.863809154
