method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),407869.7801417053,0.8925899635718002,24003.248551208235,0.0,-2585.466566124611,5703.355225777224,1582.1693729689578,8516.686920273409,68753.40765600529,817903.5975009075,90222.69891456282,19894.191386919323,91480.56054529356
Sobol-CPI(100),407869.7801417053,0.8925899635718002,42011.935236777004,-2.3052538975630656e-10,-3110.757458892116,7416.144591207514,-7026.890959468322,6446.438500802159,-6732.457554976728,761380.7015028364,49214.465527487846,-11903.487687224711,107767.32043249429
PFI,407869.7801417053,0.8925899635718002,25616.15018844098,148.0524457138963,64796.208069816814,4920.920938738331,29495.393665619427,10517.180652746174,46309.21233248169,1756497.206851108,344244.05642987357,32703.40688436816,2958628.0011381237
CFI,407869.7801417053,0.8925899635718002,47525.967394562846,0.0,-8780.028133558226,7986.14431258064,-13011.694543794845,21634.470361447893,28613.607474413933,1433931.8909925641,258831.60609638863,72830.9637763428,206561.37401637225
cSAGEvf,407869.7801417053,0.8925899635718002,891293.4588565598,1357948.731497101,227509.89844788658,149428.23362165503,92848.96418622416,278332.73131648777,224902.43906367384,1834942.2178490292,185919.80488827778,93882.5430373326,2045429.1412935443
scSAGEj,407869.7801417053,0.8925899635718002,47552.98006460728,0.0,-2980.3444579892675,6718.845832812891,-3134.7070000904496,3696.335193373204,-11639.343935286102,722263.5212894371,54088.11551955383,-16757.39945286594,105494.78369069047
mSAGEvf,407869.7801417053,0.8925899635718002,310048.3794508977,-59192.816756991204,-62625.14000111027,-49791.24751097569,75183.24636690132,-156389.83828640124,117299.50404886808,1499058.7151306607,79191.4485093411,181499.73390868865,2168482.031126099
cSAGE,407869.7801417053,0.8925899635718002,337972.1156257761,665170.643819048,78978.21367911622,18665.506931036238,12526.070454724942,23802.976897232435,75218.88174811518,1165565.0815816943,97634.14874030671,30442.854994898604,1015462.4692843154
mSAGE,407869.7801417053,0.8925899635718002,129630.20361243091,407.15562352985216,-40545.493753734634,10163.200594430393,5963.723261564935,22931.07552560669,76536.57291395424,1330974.8535410769,107421.42491324958,42852.23616559532,1840030.4557405752
LOCO,407869.7801417053,0.8925899635718002,-2670.903681536962,8550.434936249687,11512.21834095515,-18836.31366912101,-7522.344565070933,-8360.146474139998,30076.21728408482,194059.30290960462,-8362.727315943339,-42355.9831697921,-8190.390098361357
LOCO-W,407869.7801417053,0.8925899635718002,-183309.1006028505,18685.356891814943,-7102.915821533669,-35735.50643515964,119210.62263165285,113433.32658347565,38649.98885181567,13390.154096170956,151672.2203862715,-63455.214464884615,15143.885227426235
LOCI,407869.7801417053,0.8925899635718002,1215840.8784813904,1194544.9554866585,1399839.3730730289,34691.73685142631,-12656.647674598731,26598.171939462423,169058.35263575334,1879201.2360644296,104015.47256537993,23687.625936029945,3141721.1391016375
