method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),270717.1618396223,0.9283052733129462,14102.397562916682,0.0,113.76862530887593,10597.10717207109,22747.090900215466,2674.521532497689,47601.01017431202,793077.9740412162,73344.6679137426,56965.687587874796,27271.611842500104
Sobol-CPI(100),270717.1618396223,0.9283052733129462,15940.637439041107,-4.610507795126131e-10,708.5272900987818,-5786.505560615932,8198.910023266102,4319.670746127941,32897.87213786933,747649.4283065194,54933.99445124513,33223.112977934325,63316.43094942394
PFI,270717.1618396223,0.9283052733129462,49826.865255369456,-510.6530555158388,93057.8163347927,3879.760421747866,15609.594435627689,15114.31688142201,113758.48286422045,1883086.2754501218,325211.60726138577,111350.05270308204,3554069.76790517
CFI,270717.1618396223,0.9283052733129462,22584.360633491597,0.0,2689.15220939595,-2843.716407388274,12185.715591891261,9703.203090944153,55679.95733342902,1246034.220563547,200324.09371623187,62070.76203930127,94472.05596787803
cSAGEvf,270717.1618396223,0.9283052733129462,1003358.008974466,970442.5156350359,135402.8843042953,-187959.1512771342,-32803.231463523116,-69182.0470332792,34128.83015542943,1901179.8805434387,198664.71372430166,21411.985658401623,2048424.6611698843
scSAGEj,270717.1618396223,0.9283052733129462,14995.262916766163,0.0,395.2355530579225,-5092.067207009182,9349.672804957954,3558.1011344079743,26381.421107079484,715329.9220529877,45799.18361442699,28933.12302765815,81997.70821678691
mSAGEvf,270717.1618396223,0.9283052733129462,205831.80559856305,62338.220659177285,-721316.9339306531,93066.20148788719,172216.04376889253,58039.605282976285,118314.68804275432,1820961.6852046647,63434.9507277077,83343.50434208056,2044852.8274604077
cSAGE,270717.1618396223,0.9283052733129462,372555.6427375763,572088.1258456692,130059.31694271801,-10578.269294166108,35463.24091706056,104.8122765555314,152961.8840139362,1222327.6179121141,104898.74250259942,37084.0771209997,1021018.3258772454
mSAGE,270717.1618396223,0.9283052733129462,177841.46079968844,-1371.2092802780041,-198746.25183194308,-3629.3111473506156,40126.88736195805,6555.815584446796,63579.66390284232,1465126.915385271,109691.68597977099,62168.12657914388,1916781.3919244597
LOCO,270717.1618396223,0.9283052733129462,2186.980859899719,-303.5192387897405,5412.363296695345,2536.9359792525647,25288.839578077954,7115.860650338116,21429.130413013627,196149.07145964727,12701.030937355477,1472.6627283250564,77439.20735969505
LOCO-W,270717.1618396223,0.9283052733129462,8873.291130518193,-6431.44450600894,42512.745961679924,32316.642534815455,67752.51532252063,120184.29793291744,118125.66268454574,95482.62006091267,65876.29636623677,-4693.066178775564,33034.63123632239
LOCI,270717.1618396223,0.9283052733129462,1603557.0438968749,732042.3182877935,1728789.0130934883,-18208.484796111938,23198.509568814654,17762.54325976828,188532.86227393756,1964069.2955915313,117347.09735738533,87116.39210473839,3084266.2743576798
