method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),465848.70389319723,0.8681678001060138,12552.655315986456,0.0,-334.2201782313059,646.4907547619077,9662.736230952403,580.0015598639438,31879.66061190481,351583.7050040816,55191.97025306127,11565.593907823175,40002.07968571427
Sobol-CPI(100),465848.70389319723,0.8681678001060138,10730.648689667607,4.034194320735365e-10,-767.4622602988436,-398.325402374981,18560.807278408498,3698.2311706892606,-18050.436953474862,462961.9502506537,124467.6167422357,53759.42978781065,41068.325928015875
PFI,465848.70389319723,0.8681678001060138,132799.55036394566,378522.7550482993,40014.84244013601,-1423.543467346928,34893.79951768706,14512.020263265296,81437.0761068028,980156.2744891157,195600.14240952383,51358.195588435454,1072051.4515659865
CFI,465848.70389319723,0.8681678001060138,47889.3043306123,0.0,-1500.39697006793,-26.794551020371728,10727.980805442261,-7943.689357142778,46845.95874897961,835977.5162727893,161892.15071088437,58558.91369455786,68872.68264761916
cSAGEvf,465848.70389319723,0.8681678001060138,817532.7818589234,1082436.0641880846,488238.6135094837,56496.50585243665,-24053.806555648334,41350.60465800809,426572.572136784,1311219.4359954856,230203.5164718637,388412.7589218146,2051724.586424342
scSAGEj,465848.70389319723,0.8681678001060138,10913.405708584061,0.0,-335.65452433371684,-22.005149431468453,16861.547426014207,1353.6375808733283,-16642.509049919376,483181.8881738514,111036.55488573993,46021.2971680435,41827.27581190941
mSAGEvf,465848.70389319723,0.8681678001060138,392686.7579230126,509518.772975992,244742.87248328005,22182.98582194466,92396.53128912207,59480.50115301693,418929.9137496152,1118554.1324565602,270652.3428754518,219779.23538411502,1563850.2773981092
cSAGE,465848.70389319723,0.8681678001060138,270216.8695684165,558629.9486149695,231014.23673087236,3026.598288135008,19534.958542490374,4814.0855754220065,130968.46020079793,762613.2820171041,175594.61702172307,67329.06621109557,911481.1159833501
mSAGE,465848.70389319723,0.8681678001060138,255338.24075556948,443668.64061131753,159672.07703679113,-79.8985463509964,14918.108685963729,5636.474003360219,118207.73911285485,849559.9145436486,188996.19964851128,64523.22547345944,1038868.3215856913
LOCO,465848.70389319723,0.8681678001060138,-12354.535180952284,10614.784505442192,-3778.629801360541,2232.5484537415323,27115.24856530619,13156.815355782397,14484.67223469395,112252.72117210878,122522.94766122452,-1462.0597299319925,-3471.5023659862927
LOCO-W,465848.70389319723,0.8681678001060138,-30163.529494216542,38340.18946953313,-46328.08340753798,8940.777385419931,13265.348451752636,113519.2565683099,-106408.10768842547,-40954.423942373985,195324.79975933523,-68506.72579214799,85115.52266660196
LOCI,465848.70389319723,0.8681678001060138,1047329.5040381299,947158.1497730659,1119267.546559874,-20699.416754496284,-47354.274879870005,-10478.67766765505,384211.48880216153,847728.5681837345,-2178802.6887787445,-1284398.728566823,2799355.0172937578
