method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),459261.9874694767,0.8697776968371373,10610.839380674355,0.0,5246.563913413003,-642.1151225806971,8170.844768882467,4545.743306381366,38875.19752847191,302714.58036991744,66565.19540968226,55779.42812214387,10880.10090304332
Sobol-CPI(100),459261.9874694767,0.8697776968371373,2964.080654337511,1.2102582962206095e-09,130.215201747032,-543.4692833649276,15757.178214105366,4655.323324915388,49499.8477643335,236756.22300672927,125494.69218921788,62354.68703707062,26755.522350495736
PFI,459261.9874694767,0.8697776968371373,134009.79375984048,244573.76204551995,71499.54073624284,5838.841089834168,9461.624193851312,4706.239410336828,145131.25397460215,979813.7450971936,274844.4505047253,98353.86692928785,932070.7221298183
CFI,459261.9874694767,0.8697776968371373,11047.770593359252,0.0,776.3808887405321,-741.9151522893226,19264.715695469175,7925.509428017598,87960.6936581615,592033.5254216546,209772.21362717176,51936.61649854429,27083.538252451166
cSAGEvf,459261.9874694767,0.8697776968371373,1016936.0382945174,1408140.2117671347,827210.5725793531,50486.68022665428,21020.751226059627,109442.06450146018,272362.1024880088,1258344.9167335178,138334.33361667814,163469.4704432031,2041416.8499873194
scSAGEj,459261.9874694767,0.8697776968371373,758.3492207673262,0.0,-169.28431218885817,-873.3187124832766,12845.451185332262,4602.306619391369,54883.40838745807,241109.23779493774,129853.73215933988,61345.549418731825,28497.05971868639
mSAGEvf,459261.9874694767,0.8697776968371373,397965.2562714522,747467.9214240811,130184.68639425281,81199.78626360605,-21712.000330444425,32606.899146690033,23749.668277996127,1093798.6403019968,271894.3743959521,190354.3071968821,1545349.499586017
cSAGE,459261.9874694767,0.8697776968371373,246677.17484599233,642384.2373240599,266502.46519794356,2446.4873788712775,5853.342466438779,3416.6038981196793,189619.61988017207,570107.1263131456,182241.3310945164,116277.15386394781,907228.9138636208
mSAGE,459261.9874694767,0.8697776968371373,274431.50855823775,486833.7920687605,135851.75727187595,2142.2704962893163,1787.7439525314562,3226.05601448672,137191.24090758112,755254.5696920856,188262.47309051923,95909.93021857028,1053284.4473921962
LOCO,459261.9874694767,0.8697776968371373,-7357.231520517904,-11437.2377952463,-30643.486455776612,-15031.200005240913,31505.28840367304,14093.589570816897,68971.94313065958,-56728.83904351678,74096.37634837377,37899.81804846419,11848.331967781996
LOCO-W,459261.9874694767,0.8697776968371373,-159854.4171095691,102633.2389783268,-108751.08698455933,45151.443035116754,7490.443083909948,-10065.578260773647,-17923.059327705378,27803.585203417904,66882.40844855763,104622.59005336078,-9666.817174627384
LOCI,459261.9874694767,0.8697776968371373,1258109.8456283347,1284847.747892146,1148424.9100181288,-8213.737996439915,-127397.10569032421,-29579.87137874402,574621.8524524621,1039040.3678928809,-288857.1343725701,-559020.5730095184,2784682.3323215274
