method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),443553.32831726264,0.8666764215543786,21132.07576504702,0.0,-1604.91835630298,1985.0029070847668,5567.189370749169,4016.8158211086993,54475.67217795903,321721.31990255683,29655.293418136775,35286.62431899071,27637.235573022655
Sobol-CPI(100),443553.32831726264,0.8666764215543786,30960.621271324908,-5.763134743907664e-10,1261.5228295969976,1288.50412832482,20368.923228528434,5958.030947679619,21905.722974371893,355984.06582324393,97590.50071171334,53424.11950675963,42001.25644772318
PFI,443553.32831726264,0.8666764215543786,155605.19429686718,376710.9575977958,69699.18719610537,717.118822254648,25101.555673237017,16995.46074227465,66888.3437396179,875076.7979394952,187987.41905493423,55164.47028846893,821338.5044392594
CFI,443553.32831726264,0.8666764215543786,56249.327262372826,0.0,-2486.147924054414,1335.9258664709632,22734.53518482967,5884.554050294973,8382.833770761325,735193.5057675696,137374.67273682734,69254.22620353592,42741.57225694135
cSAGEvf,443553.32831726264,0.8666764215543786,852699.390249521,962512.7160228142,738366.7575849048,41800.39522465132,18184.18944680225,39725.7403110899,272560.8661418655,1309117.2374761102,194498.71402402828,105080.65663689375,1835824.656295299
scSAGEj,443553.32831726264,0.8666764215543786,40261.101092002704,0.0,476.46288434945745,1066.2976007291581,20289.37252293859,4330.590517421893,25273.147339354793,373656.4561446214,83455.61290032341,51707.99455919565,41812.72407800367
mSAGEvf,443553.32831726264,0.8666764215543786,471260.08130336326,700663.9732439048,182839.72365318937,-171156.37449928746,62838.78612075234,12470.49436745746,76616.89165243553,1071858.1921644886,187237.98307002755,-32503.02933037281,1478303.4966139798
cSAGE,443553.32831726264,0.8666764215543786,270947.9995659521,529628.0137853149,241264.0535924367,-807.7325803986515,16662.91604504729,4945.566159429255,148679.01029850057,672044.8791114084,159702.41795278332,76236.62901911789,840219.7448851273
mSAGE,443553.32831726264,0.8666764215543786,259427.59344146508,458946.92410043435,174166.90394345412,6783.815615992913,11734.073790865308,10712.342638441381,116757.71657633428,811897.0449621634,160990.14745479342,61892.77673638165,881710.7430167192
LOCO,443553.32831726264,0.8666764215543786,18628.66668276058,-20579.560941813164,-21815.926181600487,-4576.027407930698,1466.6656261712778,946.0555332773947,47553.43810570537,75153.00545108464,52592.67759244278,11812.516133907833,-8496.43938058929
LOCO-W,443553.32831726264,0.8666764215543786,107950.00784575305,-84765.77071098895,105727.67142386037,-69451.16499867514,149048.32308668192,23194.786713769055,144901.76764678198,-38960.84704574435,5242.381218132469,-51153.21422502407,33605.45485046081
LOCI,443553.32831726264,0.8666764215543786,1143785.8866662732,925057.6297271731,1058742.6936158338,39099.53859672416,8223.524629702326,33620.932024670765,392601.3807730535,1335717.7431180605,191856.7677604123,-255624.85359179927,2487640.8767588227
