method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),507133.90615017014,0.8600013427726743,4790.7137227040075,0.0,-368.6704609694134,731.1828149659559,12497.027667516959,5734.914019557793,13538.851106632617,541134.2052994047,62657.757535033976,34532.957688265305,14875.509073639405
Sobol-CPI(100),507133.90615017014,0.8600013427726743,10195.583258260394,-4.034194320735365e-10,-4889.309474322219,1698.438026341506,26283.24555380104,2944.243145549536,-1498.613060400003,558767.3479187738,69184.66632428906,49934.67349074274,50762.77459881517
PFI,507133.90615017014,0.8600013427726743,116391.21765493194,262233.1364869047,64493.72579455784,3383.7595818026457,29426.927914285563,15348.899605442073,118296.4365224489,974713.4597420066,68138.85130153061,73723.6381911562,822353.7543403062
CFI,507133.90615017014,0.8600013427726743,17595.543065476115,0.0,-3017.7041707483004,1558.916040306096,20996.069327891106,-2539.0121069728048,70478.07117363927,1029667.7279858843,92657.31952210877,119225.90468265304,59172.48311581613
cSAGEvf,507133.90615017014,0.8600013427726743,636209.8236828595,1315712.1445374358,647340.0534778382,10698.840939565562,-1644.1561171016656,-16716.307943292428,39756.49856140185,1260313.6040353114,61025.30388175975,-81502.26932901889,2060884.2344131952
scSAGEj,507133.90615017014,0.8600013427726743,15722.121741040844,0.0,-4016.6048891714895,1169.7252773853252,26586.210496728425,1252.118644357135,4564.3709882415715,532635.0279707876,80683.12626815052,62675.20717891632,40093.93582762033
mSAGEvf,507133.90615017014,0.8600013427726743,254678.86676793592,525681.6970130489,89659.68154784525,114133.69302827958,206398.32179001626,-87989.47696340736,-174101.4986770237,1161470.5654184897,200808.89641038002,40649.17446668213,1536895.288717234
cSAGE,507133.90615017014,0.8600013427726743,256795.74135787936,701953.2173091965,193668.3212931671,-1292.8898649810262,20123.004467758452,1038.3075229307312,84855.96627175513,822375.0590572925,122448.46566869174,74785.07282707584,969223.9332976299
mSAGE,507133.90615017014,0.8600013427726743,238024.35989172643,442185.9766443556,142491.6666453187,3031.4828125438335,26208.99095667388,8102.0174699633,66393.7009375245,914218.9352428298,131703.01867197413,58806.45909520226,1212106.5286730637
LOCO,507133.90615017014,0.8600013427726743,-19096.591984183702,27537.792229591752,10013.55676462577,14381.850503741472,30324.56750731275,4227.400839115493,574.2252797618858,141862.25771343522,95168.27171275497,53217.12469693879,61452.57422959176
LOCO-W,507133.90615017014,0.8600013427726743,89871.61126582517,64061.809014475155,-3881.7688342754573,108389.12615625374,-128475.69663721841,109763.67057060824,-113487.03503978414,121251.54555874462,144468.54203971082,-47213.705601393835,7116.592190906821
LOCI,507133.90615017014,0.8600013427726743,1053421.0099710375,1181349.7876873733,1239024.9789070953,32175.086131413,-52400.4633960342,-8834.799460974522,117717.33032717602,842759.8279332183,-1384740.0234034457,-1271205.4301501694,2800650.7910289504
