method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),439591.7250721088,0.86617895081684,6480.235035374179,0.0,-2152.9120337584754,4217.808453656471,6573.573286139523,599.7936852041166,39799.799818112224,394942.1833141157,27853.19324319731,28560.78138452387,45945.39260688779
Sobol-CPI(100),439591.7250721088,0.86617895081684,7181.322241796061,4.034194320735365e-10,-3392.764718325562,501.8055777378394,9833.246533705917,-2243.2293379173893,47049.70610335695,321906.9603086114,41076.119539363826,36518.469836636235,57029.015983680445
PFI,439591.7250721088,0.86617895081684,93140.69775901362,382763.99068962585,110517.467767347,-243.26173316326458,30259.484409523837,8103.477417857212,167665.25067908154,781327.4797833337,145917.10904081643,66067.54627891164,1254562.4552804423
CFI,439591.7250721088,0.86617895081684,11109.03791241505,0.0,11770.861107653123,-400.0304401360336,7002.796609523764,-8067.2248062925655,111640.44916309521,785353.0453147962,61473.447578571446,14072.58601173485,56889.90299778909
cSAGEvf,439591.7250721088,0.86617895081684,683788.5383832399,1345972.319907328,528397.4298920669,-70585.0424038195,129397.47362340754,52751.06582756154,-5138.16682759719,1210542.8633325803,188265.50978009868,352687.54054720746,1918283.0420871864
scSAGEj,439591.7250721088,0.86617895081684,10459.594801656378,0.0,-2908.842747402028,-373.4825857215328,8088.379537749512,-2100.0283835839946,47379.14586359076,316278.19993214845,37068.0235234155,33555.007993452775,52611.59777512518
mSAGEvf,439591.7250721088,0.86617895081684,410929.1973800105,584193.0274193217,9800.606543519069,144856.9845032487,99055.81653164979,-15723.70258746529,18945.02377080545,1063115.1238610763,-1972.91733828187,154581.43137060571,1437659.0203699602
cSAGE,439591.7250721088,0.86617895081684,228011.33661423874,670913.0682101414,212108.95822822256,1305.3152188656868,9762.737944517914,-1329.0104158231507,103348.25636871158,642026.6972840066,94153.47562749672,77185.02917789941,936626.9944790509
mSAGE,439591.7250721088,0.86617895081684,250136.2197138463,477056.6244205661,150607.28125741423,3558.010088930531,15259.428512794664,-239.43341057780574,81926.95981915644,795750.4834363555,88067.43764807541,59496.63753121731,1053891.843383059
LOCO,439591.7250721088,0.86617895081684,-5277.412189965951,-1136.1601513605565,-9886.55842517002,-3745.1254168367013,-3158.68489608838,-8680.886108503386,32013.282466496632,137335.8084741498,38686.86213554442,17331.816053231305,28776.934943877684
LOCO-W,439591.7250721088,0.86617895081684,1003.4363969175948,88128.73420863182,13884.987588189759,-131096.47665542096,-7933.277450467722,12159.60374028182,44286.7396175468,-82183.3741478855,-29163.63868799796,109807.78566676198,87576.4358868781
LOCI,439591.7250721088,0.86617895081684,997195.074392986,1127547.8735994268,1107895.3669888666,30798.33199653402,-39665.687250486575,-27805.581698590424,91406.98684850335,571286.0655449112,-483545.7407852872,-1129563.4565367508,2621316.064270689
