method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),460449.1893013605,0.8883883132867259,14227.981505697331,0.0,-3746.0236194727768,2536.368852806132,4820.246146768739,7815.729522193869,22941.70034226193,413453.1053764454,142655.82916845236,23779.237779251678,35463.764785799314
Sobol-CPI(100),460449.1893013605,0.8883883132867259,11428.59793504352,2.3052538975630656e-10,-6517.893482099165,1342.7341274040552,7549.476993097728,5620.313576949901,-19565.725835382946,446133.2214388113,156122.48901924532,14238.501235505792,26349.5599608469
PFI,460449.1893013605,0.8883883132867259,151991.5504681972,248672.58231938773,42120.230966326664,1459.890934523777,9879.652107312984,18767.11939506803,77393.92036360549,1014802.666254422,195085.821197449,8380.857429761963,1201971.2961149658
CFI,460449.1893013605,0.8883883132867259,14954.901226530666,0.0,-7365.055377380922,1783.5438323129783,15112.825152380974,4118.4073510204325,58863.20261632658,847249.0861928569,195727.56018061226,44768.925834694004,63105.73757193884
cSAGEvf,460449.1893013605,0.8883883132867259,860008.0889208261,1355521.431006643,919099.8908555442,107602.5986795798,-138372.4380479632,-149243.59846658306,254012.41939430125,1636020.032545397,231847.99972003608,257984.38943443634,2577103.3102936535
scSAGEj,460449.1893013605,0.8883883132867259,8187.9495043392535,0.0,-5533.517317405436,1187.3408431146527,11431.454632453911,3452.535568403662,-19526.26009986666,438398.36227839685,151358.7662357724,17812.48063147324,24701.766722656437
mSAGEvf,460449.1893013605,0.8883883132867259,624908.0408011121,760756.4951006523,476506.73879089626,121555.67726237793,187605.27683747374,86107.25311751291,172446.59381630598,1506050.579309097,268539.08028319385,-685.2328195450827,2038771.639495809
cSAGE,460449.1893013605,0.8883883132867259,328634.5426563805,688628.5991811544,340559.0857644145,2771.578144744205,8631.39831773104,4743.394861041009,105037.08579126225,858900.5415052271,210722.43620991617,72667.28735554371,1120017.7308184365
mSAGE,460449.1893013605,0.8883883132867259,301558.98541035556,520660.06853925344,207539.35548125664,1625.056496625218,6750.810574092326,6690.711704990581,106724.25313419341,1030968.7478817526,177886.20195127305,55348.79843810699,1324207.896648006
LOCO,460449.1893013605,0.8883883132867259,-20526.772357482987,-26010.08282534004,-26227.02183486399,1028.927351190534,2946.529542347009,7881.192610714235,1377.5511047619511,89431.37283775513,142234.99912244908,2280.480774149706,7852.16833163274
LOCO-W,460449.1893013605,0.8883883132867259,3618.259252139273,-1714.9958772025668,-197229.17251504044,10081.784745880943,141843.6048009374,-188364.34748743102,-11833.032306718971,243710.04057819402,70632.22805898504,3949.4564637005637,84276.17314853225
LOCI,460449.1893013605,0.8883883132867259,1624798.6993967025,1270037.8754770858,1967807.708578683,-8635.699248235673,-120148.48028459214,-24424.129225689918,275294.7750494955,962603.3243134804,-486737.3882289715,-665928.4620479923,3042927.7730002706
