method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),339986.39519046166,0.918338008342284,20704.968501592084,0.0,1387.8369759459165,1082.078920703003,13609.228816884512,3098.239166961168,32053.11770129463,399631.1776026402,36587.772819365986,30526.176196251035,25151.695457823516
Sobol-CPI(100),339986.39519046166,0.918338008342284,41862.144386536376,1.1526269487815328e-10,-408.74985763232576,-748.1463268313944,15896.045239979752,5004.314368895121,31806.318034686436,366036.09007465234,69954.05424390764,35081.25155833826,35503.89405535286
PFI,339986.39519046166,0.918338008342284,150392.62921794632,242675.5485204426,93739.7460518282,-352.42714262992376,40058.49729846569,12447.76994977129,67111.6025263975,766092.9060505998,282335.2567473531,50051.01449599746,1438034.8906825222
CFI,339986.39519046166,0.918338008342284,63601.38455919881,0.0,3826.524898631964,-362.6100778016262,9011.695721772383,8209.771876786544,75063.96465090255,750757.5782496195,88470.07045542548,57820.675468819914,40830.271767492
cSAGEvf,339986.39519046166,0.918338008342284,1402541.4921568157,1738278.6747625829,1078029.0803947388,-11426.293594953604,228259.41646768712,93243.88051808905,286335.33621594496,1874843.724437688,53357.462676349096,151064.1855482757,2842327.9701195084
scSAGEj,339986.39519046166,0.918338008342284,38929.7109413094,0.0,-88.8294400300365,-527.0865630812477,13972.101148349291,4675.556810700684,26746.848505084577,369691.48871915555,77076.19918254658,35863.9656918149,27251.18663597229
mSAGEvf,339986.39519046166,0.918338008342284,734867.4362372435,1059444.991140793,432003.34465363435,-223221.08388717286,-9605.978717704304,110507.28318146057,54214.5130106546,1576637.7070466443,89909.54930468649,301731.9912716774,2285816.057251195
cSAGE,339986.39519046166,0.918338008342284,417573.28260357364,819327.3094860128,374032.249214609,9047.168201671502,28739.157792343136,17810.7487893353,136622.85954287316,854800.543622631,147553.81802299587,84786.50422620287,1157804.9948458408
mSAGE,339986.39519046166,0.918338008342284,352989.88478792296,609776.9183198576,226560.3599777866,1444.473717250984,21920.2534203018,9987.011618935901,92646.59928833644,1067381.5526937668,141706.8611699556,63402.25586859023,1461288.2768318627
LOCO,339986.39519046166,0.918338008342284,-6375.272675461834,15617.805400024867,17478.26839940413,577.7307074820856,1837.0978044561343,5575.242024339095,15473.938929647848,130101.51455877704,62318.93588185182,-908.1543243174674,-7284.568511424295
LOCO-W,339986.39519046166,0.918338008342284,-3093.4488791597773,10438.944516945203,-130407.83184311455,-10282.629731172665,-57477.84580947722,-43612.430764566474,144872.39239330278,87343.66444000154,45998.32164160772,158812.64339845776,11261.900930235755
LOCI,339986.39519046166,0.918338008342284,1939649.7279397235,1740929.2129171635,1980118.1007634955,38436.57257373445,-9495.902460001409,4814.511681132019,255270.730915715,2024176.3757684487,-227101.0143773593,95427.64620405808,3661736.414246299
