method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),341432.6362619047,0.9076100185195941,68644.38795816331,0.0,-1207.6767127550847,1964.8382467686897,1769.6790670067712,6586.031503146252,55148.25483758503,585549.2312414115,69426.39946556126,21440.589982738107,34688.30467576531
Sobol-CPI(100),341432.6362619047,0.9076100185195941,90877.44446110401,-6.339448218298431e-10,-1682.1825845922588,5541.200892486561,1058.552201403683,3488.3182773568856,44668.17281189194,545491.165703645,42677.12625882371,41507.16317032653,51619.86979823957
PFI,341432.6362619047,0.9076100185195941,173797.56710612244,390285.90107227897,72214.42880374147,6213.422607482993,27235.85099353746,18428.60022074834,79688.2841982994,1337949.134614116,208485.10253996612,54614.46322006808,901299.9246602043
CFI,341432.6362619047,0.9076100185195941,109272.64237329934,0.0,6618.218460544245,5573.68638707482,-5421.107680272078,1976.6337622448918,69594.94197636063,784361.3400464285,69504.25296139461,56375.19900408172,46997.87172534014
cSAGEvf,341432.6362619047,0.9076100185195941,1074258.2272528945,1257367.7032531784,856667.6705999067,182380.31894239457,128648.46165427472,353614.173072977,344650.73332706885,1931119.8239827522,556987.9380136947,353404.14012173517,2288272.3067081803
scSAGEj,341432.6362619047,0.9076100185195941,94053.6272579187,0.0,-298.5631151368725,6169.058562335791,-2064.3764309601975,4015.6770405070856,38577.719979841204,539777.7627702324,42295.616883883136,37030.06173482124,48944.75413282553
mSAGEvf,341432.6362619047,0.9076100185195941,385404.61254524067,889452.277191041,598425.0937253512,-25486.56681668572,44658.02249583183,-27303.34762902651,148678.8228181759,1616874.5688674194,-266585.1329361228,156344.8099198537,1619893.121105413
cSAGE,341432.6362619047,0.9076100185195941,433632.02652118815,629897.9158188956,267386.78032628587,15542.547699417442,16652.903707226673,20362.885122852927,126027.87289351843,994698.6824317877,75561.58638733398,93660.09263381212,965337.4992185807
mSAGE,341432.6362619047,0.9076100185195941,318970.38088493585,565447.2624104001,231798.72749893204,4619.79925145236,10318.233091829614,12363.824489027129,88811.15015976157,1171104.0558289345,62140.88246103914,73930.13989535517,1103293.8819224557
LOCO,341432.6362619047,0.9076100185195941,18968.10023758514,6350.221287755179,-7327.685402550967,-4354.304047448968,-17610.084572619002,-1329.0196897959104,24411.33527976193,128673.50432159868,25821.505178401363,18255.813605952426,16211.080122449086
LOCO-W,341432.6362619047,0.9076100185195941,71119.27381766777,15321.759747757273,2366.235352043501,53307.44656919655,31399.71944091762,-16548.220557875204,-33292.01525958046,-66508.37341472293,30931.94039231633,19131.871611162293,19638.673231812812
LOCI,341432.6362619047,0.9076100185195941,1533529.909700823,1203025.3068706975,1649334.0959274997,50726.42187246913,-15949.613512488548,37529.684547265526,196945.39552842267,1654870.123439583,-1025166.6989359818,245390.28793784417,3180670.555755074
