method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),426203.6763078749,0.8729076441709778,6221.465032786509,0.0,-4154.3351895417145,2026.844064716628,7880.428975356277,3307.335006335634,43388.49901250561,359700.1855916028,36909.76712377186,30121.98195688415,13222.784193936095
Sobol-CPI(100),426203.6763078749,0.8729076441709778,819.4778170092561,1.440783685976916e-09,-7537.060594691614,399.77329778657895,12126.132951284664,2529.502313931952,34677.00059045588,342357.7000986835,119174.01475229888,48414.82206373539,26327.32535148302
PFI,426203.6763078749,0.8729076441709778,199689.1959267314,494143.12857061444,52008.78437609732,1723.3541542611201,16735.69974192453,16231.055794396028,175185.86299329792,1091724.179104184,318543.51987189724,59478.8097357563,965815.9858624842
CFI,426203.6763078749,0.8729076441709778,13737.248942405975,0.0,-4447.20394050004,-777.9100114066969,6901.910962380061,5597.134946566366,54873.81805787195,816180.031453795,131675.40484379587,59175.38572772546,37728.78215408401
cSAGEvf,426203.6763078749,0.8729076441709778,723134.8499569609,1375354.361640844,494115.80421431776,-27851.897006965242,-75221.07429100247,-104925.04046901641,292818.28424765076,1150777.805244272,84377.02589262137,25229.06879444234,2097394.882939017
scSAGEj,426203.6763078749,0.8729076441709778,3146.009338592121,0.0,-5857.216033903358,-808.6073657407542,14289.730112549092,2774.4594826325774,37395.28031272604,321506.9364696688,126470.73789818777,41678.81831289269,27815.528418168018
mSAGEvf,426203.6763078749,0.8729076441709778,424987.6471835016,786468.6487126038,374849.72258606786,-5322.558466107119,-134309.7321172948,123292.98752602842,146373.3472262984,1189736.145150763,177009.75948795164,-108228.52892774297,1453635.0506475382
cSAGE,426203.6763078749,0.8729076441709778,220832.28845152588,714670.4901632553,217596.7520748172,-4960.21054737297,9223.563816386917,-2788.8543899695555,182087.08667641334,688214.2822056003,176831.47039042687,54412.18257503893,916575.0707962442
mSAGE,426203.6763078749,0.8729076441709778,247085.9140878124,531011.9552723158,128224.01623107854,4608.223927343806,13377.159761936138,4970.235375500807,129914.01710343869,847173.8477595638,174680.06944550818,49289.50945325315,1043974.7211523309
LOCO,426203.6763078749,0.8729076441709778,-33903.55833547184,-25339.087056035292,-38312.19836919586,-25476.255242519896,-18628.787594718917,-9790.770163660403,14983.616356557002,-28638.05323238467,132603.3808911732,1774.7829888119013,-41091.87960056728
LOCO-W,426203.6763078749,0.8729076441709778,20903.44652897404,15366.677281077771,-45424.18280779281,-11197.058576866657,-122589.75075941427,28394.20470124058,-45315.9898305566,-39886.49268703716,18636.37267000372,-121541.05590879197,32481.849180972564
LOCI,426203.6763078749,0.8729076441709778,1140264.3976935386,1242116.9304181905,1053626.3186369045,36468.627564552706,-145244.42294883914,-37058.76758324541,340619.0384155465,1379070.9005320608,-407157.76604640903,-54894.63294419553,2780168.00760996
