method,n_samples,mse,r2,imp_V0,tr_V0,imp_V1,tr_V1,imp_V2,tr_V2,imp_V3,tr_V3,imp_V4,tr_V4,imp_V5,tr_V5,imp_V6,tr_V6,imp_V7,tr_V7,imp_V8,tr_V8,imp_V9,tr_V9
Sobol-CPI(1),100,1.394018201138778,0.6558668897224207,0.5911345086279951,1.0,0.8549310129022807,1.0,0.0466603731426013,0.0,-0.01830605590923584,0.0,0.12207510834456947,0.0,0.008752608933110473,0.0,0.009094435307042459,0.0,-0.02120506360677865,0.0,-0.00180097352273767,0.0,-0.014177646359030405,0.0
Sobol-CPI(1),250,2.0129346635931546,0.7991326256767283,1.0954041168640505,1.0,1.4045030069155804,1.0,-0.02137578188711864,0.0,-0.015365762700284225,0.0,0.42323238543654584,0.0,0.014438277609251093,0.0,0.0004397905517614653,0.0,0.021745318057216023,0.0,0.024679521986043396,0.0,0.005694649489376813,0.0
Sobol-CPI(1),500,1.4941291920564563,0.8344870379530883,0.43214489951000246,1.0,1.1712490251097245,1.0,0.023764876734283846,0.0,-0.06153099869935286,0.0,0.5625128121127948,0.0,-0.015334320795944656,0.0,-0.020579214273711566,0.0,0.04168793700448725,0.0,0.07232770314517634,0.0,-0.0037172335943388424,0.0
Sobol-CPI(1),1000,1.0194877658635226,0.878334648229326,0.6273505269751556,1.0,1.5467586417883732,1.0,-0.002015871169773531,0.0,0.008900460288603695,0.0,0.6983147866277388,0.0,0.008912737503792956,0.0,0.0015176546823122417,0.0,0.06736404648904426,0.0,0.0922321829315016,0.0,0.004099981229414462,0.0
Sobol-CPI(1),2000,1.1689545746299144,0.887990467725588,0.6044294197864196,1.0,1.673340983747218,1.0,0.022367795997267237,0.0,-0.01224617018281604,0.0,1.076323041917313,0.0,-0.004846717349985319,0.0,0.007633679044002362,0.0,0.07948070990923295,0.0,0.18288326660738619,0.0,-0.00246429539818227,0.0
Sobol-CPI(1),5000,0.7667813080810675,0.9220397009009952,0.5819948991926126,1.0,1.7721371468583085,1.0,0.004523119622558747,0.0,0.007306778809194836,0.0,0.8802607579451983,0.0,-0.0012553795201851736,0.0,-0.0024089550392130676,0.0,0.14828433206450986,0.0,0.17134356360070724,0.0,0.0014556078296198427,0.0
Sobol-CPI(100),100,1.394018201138778,0.6558668897224207,0.6081107356620784,1.0,0.9225485689772419,1.0,-0.11383538292267693,0.0,-0.008817782640581622,0.0,0.18094407337892926,0.0,0.0009191409993193663,0.0,0.057367628315248484,0.0,-0.012592010319467002,0.0,-0.018036732320698513,0.0,-0.01876790275695462,0.0
Sobol-CPI(100),250,2.0129346635931546,0.7991326256767283,1.1525728601281346,1.0,1.2019298333236725,1.0,0.017766829778882595,0.0,-0.045986671163682775,0.0,0.5302563796717762,0.0,0.0020450509599837813,0.0,0.021893325741968825,0.0,0.07750960269775037,0.0,0.10032034896939546,0.0,-0.018051620347319944,0.0
Sobol-CPI(100),500,1.4941291920564563,0.8344870379530883,0.617118311732417,1.0,1.5723741969994243,1.0,-0.036038823706649264,0.0,-0.12137396809688196,0.0,0.809191554889616,0.0,-0.021172048532262913,0.0,-0.046163410245381724,0.0,0.042752288885614685,0.0,0.07154991015280308,0.0,-0.015454805445536124,0.0
Sobol-CPI(100),1000,1.0194877658635226,0.878334648229326,0.6970880342982606,1.0,1.4095347167883427,1.0,-0.001108869728407055,0.0,-0.007055810152991154,0.0,1.1275084892503076,0.0,-0.006655138452934451,0.0,-0.0048315765498228155,0.0,0.20275831643068565,0.0,0.13937615550713234,0.0,-0.0005512553152510191,0.0
Sobol-CPI(100),2000,1.1689545746299144,0.887990467725588,0.5792001005201671,1.0,1.7738238407233329,1.0,-0.009999125874475118,0.0,-0.02406942012063591,0.0,1.3815630230909122,0.0,-0.01782331023652303,0.0,-0.0031419507695274788,0.0,0.14121875131388642,0.0,0.2258281665913817,0.0,-0.0074584147399698805,0.0
Sobol-CPI(100),5000,0.7667813080810675,0.9220397009009952,0.5892376835632572,1.0,1.9051297201975448,1.0,-0.009725434762853253,0.0,0.0017097178231730826,0.0,1.2951741914626562,0.0,-0.0030159301818544755,0.0,-0.0025303216282324455,0.0,0.21571379441965832,0.0,0.20994614602689335,0.0,-0.0007441879909917975,0.0
PFI,100,1.394018201138778,0.6558668897224207,0.9887119499049977,1.0,3.2988917414473,1.0,0.05294334610774287,0.0,-0.05484314174277616,0.0,0.29002404483154987,0.0,0.042051033676265615,0.0,0.09588838041858971,0.0,-0.042078425196384384,0.0,-0.12278935465354501,0.0,-0.023316040033124485,0.0
PFI,250,2.0129346635931546,0.7991326256767283,3.0364726330872176,1.0,3.9537661865540112,1.0,0.1652173629633107,0.0,-0.042301645434267954,0.0,0.7402642127566392,0.0,-0.027601100867079342,0.0,0.09460317963383957,0.0,0.223391894879716,0.0,0.1217138765457304,0.0,0.05260963433241672,0.0
PFI,500,1.4941291920564563,0.8344870379530883,2.4978734072375888,1.0,5.416522461767387,1.0,0.21361562431355055,0.0,0.023463992075999363,0.0,1.2877378491550842,0.0,0.0804610149803735,0.0,-0.08218544459343424,0.0,0.060521556794655984,0.0,0.18864046964422165,0.0,0.04000821202909166,0.0
PFI,1000,1.0194877658635226,0.878334648229326,2.034334653587386,1.0,6.045625250452607,1.0,0.10635437490125899,0.0,0.07322807517374286,0.0,1.7831126800248747,0.0,0.03592470908763867,0.0,0.030187340610135394,0.0,0.42957755320960445,0.0,0.41678302059225514,0.0,0.031038951745538057,0.0
PFI,2000,1.1689545746299144,0.887990467725588,1.856802296440746,1.0,6.542993294601942,1.0,0.24515180491519326,0.0,0.028638697456682127,0.0,2.4635256388077016,0.0,0.03907945173351246,0.0,0.038717081486506544,0.0,0.32880795377141747,0.0,0.5736719621022837,0.0,0.0039350088934160254,0.0
PFI,5000,0.7667813080810675,0.9220397009009952,1.664955961273286,1.0,6.38790379865176,1.0,0.10542516973602957,0.0,0.10199012637351823,0.0,2.4540557685206004,0.0,0.028036524722733214,0.0,0.017436219549908816,0.0,0.5355736596697938,0.0,0.6287801653172502,0.0,0.028614523348891256,0.0
CFI,100,1.394018201138778,0.6558668897224207,0.6961968660558111,1.0,1.852368439893528,1.0,-0.17613470507708293,0.0,-0.029382650130029164,0.0,0.217351231240269,0.0,-0.014850103636110612,0.0,0.058724938018956285,0.0,-0.016202573787745145,0.0,-0.009598542457571302,0.0,0.0216233350891466,0.0
CFI,250,2.0129346635931546,0.7991326256767283,1.7102948369050193,1.0,2.5398524010166965,1.0,0.05670493616743987,0.0,-0.0363614497263256,0.0,0.8764469867853006,0.0,0.023240528128344096,0.0,-0.02438202592759975,0.0,0.08566418027012457,0.0,0.08672531580335141,0.0,0.010851081015787578,0.0
CFI,500,1.4941291920564563,0.8344870379530883,1.4115525060349625,1.0,2.9939423565608596,1.0,-0.028740201169096924,0.0,-0.06299354663786816,0.0,1.0758599565473161,0.0,0.011646952284415368,0.0,-0.07901683299915074,0.0,0.009649468915863935,0.0,0.05236428908862867,0.0,-0.014005494688466458,0.0
CFI,1000,1.0194877658635226,0.878334648229326,1.427261739990242,1.0,2.5320700317784706,1.0,-0.0054065265397420514,0.0,0.004007703588784883,0.0,1.4619196484499608,0.0,-0.010992629385905728,0.0,-0.010665676357723974,0.0,0.2685729827153336,0.0,0.18705233123566556,0.0,0.007465286040137187,0.0
CFI,2000,1.1689545746299144,0.887990467725588,1.0394638928105013,1.0,3.1319581124137494,1.0,0.014202316506314538,0.0,-0.0060796462386585315,0.0,1.711827061188826,0.0,-0.0027591103558093355,0.0,-0.0072470174617409455,0.0,0.16729141964478633,0.0,0.3094415754823232,0.0,0.005678818027182508,0.0
CFI,5000,0.7667813080810675,0.9220397009009952,1.0865595797671281,1.0,3.748342736091204,1.0,0.0037268220817461284,0.0,0.01488691990311053,0.0,1.8716341612051417,0.0,0.0011877330221268245,0.0,-0.0006402023494760378,0.0,0.28429737501447594,0.0,0.3680833394494072,0.0,0.00658714486167855,0.0
cSAGEvf,100,1.394018201138778,0.6558668897224207,2.1790577079928934,1.0,2.924427913925897,1.0,1.1583232605361813,0.0,0.23390971402897254,0.0,-0.4450546141404601,0.0,-0.6292526987525395,0.0,-0.27159389572128667,0.0,-0.2953626144481243,0.0,0.003226782186417587,0.0,-0.36312905517806104,0.0
cSAGEvf,250,2.0129346635931546,0.7991326256767283,5.997921957288711,1.0,5.963727979461949,1.0,2.153542279704337,0.0,0.9437723621197254,0.0,0.16622902422661845,0.0,0.19420490021730963,0.0,-0.047451993682710025,0.0,0.11524830171341094,0.0,-0.32353585657908646,0.0,0.09244721748701679,0.0
cSAGEvf,500,1.4941291920564563,0.8344870379530883,4.628732002001792,1.0,5.669604176605917,1.0,2.3484992709877393,0.0,1.0917267394928025,0.0,1.110485069579516,0.0,0.6578671557914522,0.0,0.019638924425612103,0.0,-0.15940947053865884,0.0,0.18942678124124335,0.0,0.19702924700227697,0.0
cSAGEvf,1000,1.0194877658635226,0.878334648229326,3.875094407810935,1.0,5.035578977380894,1.0,1.8899518471215622,0.0,1.0229102540718609,0.0,1.3442359548154128,0.0,-0.008441028716131171,0.0,-0.1947473321004054,0.0,0.17049925274708144,0.0,0.43125459720277526,0.0,-0.010405938413578397,0.0
cSAGEvf,2000,1.1689545746299144,0.887990467725588,4.48889248102853,1.0,6.316771940288179,1.0,2.10388580875739,0.0,0.8968731266423545,0.0,1.7460475699375149,0.0,0.09681170654611293,0.0,-0.04805780781186186,0.0,0.09700814662656576,0.0,0.5034243401068519,0.0,0.1916311597667253,0.0
cSAGEvf,5000,0.7667813080810675,0.9220397009009952,3.9158170276690525,1.0,5.967132965541278,1.0,2.061365812687491,0.0,0.9422261641037792,0.0,1.9465647866440074,0.0,0.39671167502585725,0.0,0.15138841033004802,0.0,0.44932693996117656,0.0,0.441403266444567,0.0,-0.032364246344105396,0.0
scSAGEj,100,1.394018201138778,0.6558668897224207,0.7339626202943518,1.0,1.0089271069280619,1.0,-0.09193224798758193,0.0,0.025129888615013085,0.0,0.2623885378252657,0.0,-0.001536651256348387,0.0,0.05367964466019015,0.0,0.018163502919237517,0.0,-0.0028968427086033532,0.0,-0.04436104583917144,0.0
scSAGEj,250,2.0129346635931546,0.7991326256767283,1.029919497267962,1.0,1.3046787766618824,1.0,0.0017212271295958814,0.0,-0.052833769897011384,0.0,0.6012037301703348,0.0,0.009691510196643272,0.0,0.017871321681213193,0.0,0.07846848268942974,0.0,0.07455237796412684,0.0,-0.032089356532342794,0.0
scSAGEj,500,1.4941291920564563,0.8344870379530883,0.7176214929102762,1.0,1.7222416673797019,1.0,-0.05434809324736567,0.0,-0.134399386098907,0.0,0.8288191695790703,0.0,-0.022181041739632645,0.0,-0.04362018866146644,0.0,0.032205035873244414,0.0,0.06650525486106562,0.0,-0.011811807854038792,0.0
scSAGEj,1000,1.0194877658635226,0.878334648229326,0.7051101027676636,1.0,1.3646759977741931,1.0,7.485005050278382e-05,0.0,-0.006608280602189431,0.0,1.1721143080977332,0.0,-0.007722801694953985,0.0,-0.008566513679074239,0.0,0.20595826060287203,0.0,0.12752259860882265,0.0,-0.000333912099322653,0.0
scSAGEj,2000,1.1689545746299144,0.887990467725588,0.5802037750883633,1.0,1.8396441472965193,1.0,-0.010973034150953964,0.0,-0.02480977543955576,0.0,1.3825082008112906,0.0,-0.01779424057983503,0.0,-0.00035067647948383573,0.0,0.14519977103590564,0.0,0.2128696899828022,0.0,-0.010963259276905335,0.0
scSAGEj,5000,0.7667813080810675,0.9220397009009952,0.595377555786736,1.0,1.9281278005029077,1.0,-0.010671971189282203,0.0,0.0005214211886399589,0.0,1.318784701287348,0.0,-0.002785087579791123,0.0,-0.002520489732388498,0.0,0.22226855047153118,0.0,0.21012761705665092,0.0,-0.0016108762003275157,0.0
mSAGEvf,100,1.394018201138778,0.6558668897224207,2.193222605158409,1.0,2.1346860670235843,1.0,-0.16036124240424865,0.0,0.274920557629069,0.0,0.21830517870284005,0.0,0.04964381504047477,0.0,0.3305689933855511,0.0,0.08809883061922719,0.0,0.2768643571359579,0.0,-0.10728090110073296,0.0
mSAGEvf,250,2.0129346635931546,0.7991326256767283,4.511574008739777,1.0,4.961528846832176,1.0,0.22922616463425882,0.0,0.38439037818924326,0.0,0.27724612833019435,0.0,-0.11820497451966538,0.0,-0.04044036889159841,0.0,0.06151276619748103,0.0,-0.22764392419227694,0.0,-0.02072095596536805,0.0
mSAGEvf,500,1.4941291920564563,0.8344870379530883,2.9562937547534105,1.0,4.851052809410441,1.0,0.7662939796394621,0.0,-0.2198223908777912,0.0,1.1409788429607124,0.0,0.4940656376622066,0.0,-0.29859968072149634,0.0,-0.2769772540387887,0.0,-0.5263136037293208,0.0,-0.03178045287019238,0.0
mSAGEvf,1000,1.0194877658635226,0.878334648229326,2.745605394628905,1.0,4.346843753856376,1.0,0.32327974817225247,0.0,-0.06802992056737622,0.0,1.4906412668570956,0.0,-0.0449490716806924,0.0,-0.10054052045497563,0.0,0.11838843034581359,0.0,0.17138669093838566,0.0,-0.17715334112610748,0.0
mSAGEvf,2000,1.1689545746299144,0.887990467725588,3.00331509461094,1.0,5.674288648721403,1.0,0.3941024936438371,0.0,0.12462431010497532,0.0,1.3301064821333224,0.0,0.1436036355680148,0.0,0.03765125968593708,0.0,0.43961427609345627,0.0,0.14838694559709076,0.0,-0.13412025097498592,0.0
mSAGEvf,5000,0.7667813080810675,0.9220397009009952,2.811822304406491,1.0,5.418928009089083,1.0,0.40061866480002095,0.0,0.1345190939436538,0.0,1.6924408842281657,0.0,0.040970386035411366,0.0,-0.10797089745576294,0.0,0.301365252820073,0.0,0.4157248671633926,0.0,0.008941544161126913,0.0
cSAGE,100,1.394018201138778,0.6558668897224207,1.2893550379172998,1.0,1.4938192111991313,1.0,0.3345942274526436,0.0,0.24976568836398264,0.0,0.20991034096268657,0.0,-0.14221107216736498,0.0,0.049466806281992085,0.0,0.0026486106604005437,0.0,-0.0003510229094475176,0.0,-0.03548244559066716,0.0
cSAGE,250,2.0129346635931546,0.7991326256767283,3.0465611834035657,1.0,3.4160703174417666,1.0,0.7643490788770192,0.0,0.18110191034006695,0.0,0.5425036960078335,0.0,0.09596329211657399,0.0,0.06804751683478838,0.0,0.15373624172021758,0.0,-0.043506488638599954,0.0,-0.05113210763889223,0.0
cSAGE,500,1.4941291920564563,0.8344870379530883,2.3886518957089256,1.0,3.433767872036751,1.0,0.6007890558423513,0.0,0.13979237910988607,0.0,0.9341062284401024,0.0,0.10486222963259556,0.0,-0.021802920898441026,0.0,0.022480415404740765,0.0,0.0678424482128339,0.0,0.039611593684460204,0.0
cSAGE,1000,1.0194877658635226,0.878334648229326,2.032062514124256,1.0,2.8993038607273895,1.0,0.6066097908050466,0.0,0.23898582466568954,0.0,1.2345957682382813,0.0,0.02787976011897489,0.0,0.01719726539476636,0.0,0.25883980544172175,0.0,0.24484701691879948,0.0,0.018976529561999037,0.0
cSAGE,2000,1.1689545746299144,0.887990467725588,2.4004860364129965,1.0,3.683613653462693,1.0,0.7603629570473422,0.0,0.32445542328462684,0.0,1.4926113065912885,0.0,0.07297240840193553,0.0,0.0118379983857758,0.0,0.27002327425725925,0.0,0.3856096318553823,0.0,0.04286052439929704,0.0
cSAGE,5000,0.7667813080810675,0.9220397009009952,2.055186215591597,1.0,3.6910312466706654,1.0,0.6830370352607192,0.0,0.29194352538082075,0.0,1.555583659520839,0.0,0.12361188485232562,0.0,0.04531761867019449,0.0,0.37458194636899517,0.0,0.39251792120689394,0.0,0.05821766753952529,0.0
mSAGE,100,1.394018201138778,0.6558668897224207,1.2845337341933905,1.0,1.5347510721597826,1.0,0.21604665392407554,0.0,0.1295834144909683,0.0,0.20511352048501003,0.0,0.04564554184907947,0.0,0.07160708453364134,0.0,0.023933253106927857,0.0,0.002045974478095678,0.0,-0.024487135038024466,0.0
mSAGE,250,2.0129346635931546,0.7991326256767283,3.0984497378999336,1.0,3.955262896418046,1.0,0.3150410850999316,0.0,0.06950471118804827,0.0,0.41429996348685416,0.0,0.007310574000718649,0.0,0.0772070704040499,0.0,0.15994084012619053,0.0,0.07904156208285636,0.0,0.0011650005663757176,0.0
mSAGE,500,1.4941291920564563,0.8344870379530883,2.224679378137528,1.0,4.097802405002758,1.0,0.32049113886746394,0.0,0.03270522984062559,0.0,0.8971863088868345,0.0,0.06788761790509765,0.0,-0.043233900581802265,0.0,0.014163082954118484,0.0,0.07648986441627723,0.0,0.023100753610497467,0.0
mSAGE,1000,1.0194877658635226,0.878334648229326,1.87795252362105,1.0,3.6022950427192733,1.0,0.18865546325477414,0.0,0.06378406365646005,0.0,1.2719223904919597,0.0,0.024503535673962493,0.0,0.007310024990102078,0.0,0.24956422388298774,0.0,0.27767245205775476,0.0,0.01455831558720938,0.0
mSAGE,2000,1.1689545746299144,0.887990467725588,2.067819740860717,1.0,4.692034711642694,1.0,0.30014579782302664,0.0,0.0415835622273838,0.0,1.5559376943345773,0.0,0.03707001389342165,0.0,0.028768602719439738,0.0,0.2771117416305013,0.0,0.41410444232315796,0.0,0.024477430973462937,0.0
mSAGE,5000,0.7667813080810675,0.9220397009009952,1.892686405344129,1.0,4.518889442673248,1.0,0.21655501487764825,0.0,0.07804712509002522,0.0,1.665937789995156,0.0,0.030105708940507167,0.0,0.013378905826762865,0.0,0.3792059324703778,0.0,0.44987873828325275,0.0,0.02189137457289182,0.0
LOCO,100,1.394018201138778,0.6558668897224207,0.5946447434533537,1.0,0.8288949369381293,1.0,-0.19755159007373346,0.0,-0.10128060481853685,0.0,0.22194391908591782,0.0,-0.02482430800307922,0.0,0.0284509222866971,0.0,-0.006401102752748855,0.0,-0.037178246960275496,0.0,-0.027153654900130553,0.0
LOCO,250,2.0129346635931546,0.7991326256767283,0.8578912028756536,1.0,1.5648006600652407,1.0,0.04088257939143958,0.0,-0.03121293187064178,0.0,0.46894880069556066,0.0,0.056668933135025856,0.0,0.043990743815764954,0.0,0.13831032756666595,0.0,0.13356229426246635,0.0,-0.06417730491400575,0.0
LOCO,500,1.4941291920564563,0.8344870379530883,0.7287540126981795,1.0,1.9006696204595348,1.0,-0.10670551375820403,0.0,-0.1664872918748752,0.0,1.0727675205505507,0.0,-0.03293248904840684,0.0,-0.08138617161904582,0.0,-0.05520953681314933,0.0,0.04829186999583879,0.0,-0.10622572824045551,0.0
LOCO,1000,1.0194877658635226,0.878334648229326,0.47893202793445067,1.0,1.4395339171729624,1.0,-0.05192980737820618,0.0,0.03438621514017415,0.0,1.3238233887972082,0.0,0.0005388729595092734,0.0,-0.014732261132927471,0.0,0.2563365099238255,0.0,0.19805174152092886,0.0,0.01726339819880862,0.0
LOCO,2000,1.1689545746299144,0.887990467725588,0.40026679145624544,1.0,1.8517560553914938,1.0,-0.14245159682314346,0.0,-0.10627207091650193,0.0,1.4862765889401308,0.0,-0.08747812018336187,0.0,-0.07664171561380151,0.0,0.16360947197588938,0.0,0.22128883290764034,0.0,-0.11035759222454433,0.0
LOCO,5000,0.7667813080810675,0.9220397009009952,0.4573523497216929,1.0,1.8898987683393786,1.0,-0.08516986163274842,0.0,-0.024658229092180628,0.0,1.4754172111345862,0.0,-0.04352274755557339,0.0,-0.041265173892206186,0.0,0.24253141117946675,0.0,0.2270557048333539,0.0,-0.038622729421825874,0.0
LOCO-W,100,1.394018201138778,0.6558668897224207,1.5659497285845303,1.0,0.572316973093963,1.0,-6.433898145996222e-05,0.0,0.041362239004662724,0.0,-0.00011005512039795418,0.0,3.29754071223016e-07,0.0,-9.374172223612888e-05,0.0,0.003647904640062731,0.0,0.009330781760859443,0.0,-4.759963933682262e-06,0.0
LOCO-W,250,2.0129346635931546,0.7991326256767283,0.004913640690548593,1.0,0.8742575369170097,1.0,-0.0014260885142496783,0.0,-0.0018897442842447593,0.0,0.4893341244354396,0.0,0.0014851951272558624,0.0,0.0023369173765773847,0.0,0.0006324472357175879,0.0,0.0006440906773524819,0.0,0.004124477443419374,0.0
LOCO-W,500,1.4941291920564563,0.8344870379530883,0.3394899422547167,1.0,0.211802344893636,1.0,0.006551269078224762,0.0,-0.00045101911800914026,0.0,0.2093785282877978,0.0,-0.004613869306998978,0.0,-0.0024807245671720464,0.0,0.003439605765879698,0.0,0.0196291869021728,0.0,-0.003104283236416967,0.0
LOCO-W,1000,1.0194877658635226,0.878334648229326,0.10973069894732662,1.0,0.3242000480447903,1.0,-0.00450760906272894,0.0,-0.0009622812183597999,0.0,0.45300727972112803,0.0,0.003986268283461756,0.0,-0.0019025671225297834,0.0,0.056394259291202405,0.0,0.03148999662117716,0.0,0.005039423051809349,0.0
LOCO-W,2000,1.1689545746299144,0.887990467725588,0.21929290341496058,1.0,1.1857153280472794,1.0,-0.00019432703070623177,0.0,0.007223226240024935,0.0,0.5563121789415515,0.0,-0.009316475293536412,0.0,0.0023288278140099015,0.0,0.08389087407510792,0.0,0.11107367671872118,0.0,-0.0017320534610087417,0.0
LOCO-W,5000,0.7667813080810675,0.9220397009009952,0.3517498595250464,1.0,1.3427625542933452,1.0,-0.005787481901439131,0.0,0.007112506870576771,0.0,0.6770258386197785,0.0,-0.002928937404086625,0.0,2.4100041105757215e-05,0.0,0.21170372783881403,0.0,0.18123444727464524,0.0,-0.004836391581493396,0.0
LOCI,100,1.394018201138778,0.6558668897224207,2.0482989268813596,1.0,1.9883219237676228,1.0,-3.4713609252903543,0.0,-1.9513151713062236,0.0,-2.6499518583027433,0.0,-1.1714204007594864,0.0,-2.8753481349951073,0.0,-2.0690881774951277,0.0,-4.221470255029668,0.0,-3.2122280843351936,0.0
LOCI,250,2.0129346635931546,0.7991326256767283,2.5863533139312223,1.0,4.142883704597521,1.0,-0.7366621960093411,0.0,-3.4391184388928036,0.0,-5.107264841151535,0.0,-6.470398561951464,0.0,-3.7747775351593393,0.0,-3.5106767188462005,0.0,-14.04084391308991,0.0,-3.9251096126012808,0.0
LOCI,500,1.4941291920564563,0.8344870379530883,2.030987464215431,1.0,4.255910910996833,1.0,-2.8722176154324632,0.0,-2.559548317215558,0.0,-2.1568615112705203,0.0,-3.213800642541276,0.0,-4.9102883515172895,0.0,-4.457254743734277,0.0,-6.989328454988879,0.0,-6.064257938731627,0.0
LOCI,1000,1.0194877658635226,0.878334648229326,0.78065532487848,1.0,3.070485458928559,1.0,-1.2593332767177738,0.0,-4.30424142377003,0.0,-2.410126802839855,0.0,-4.928433859567463,0.0,-5.690417358012047,0.0,-4.57925888522646,0.0,-3.545642902469961,0.0,-5.357348681588565,0.0
LOCI,2000,1.1689545746299144,0.887990467725588,2.123964471920223,1.0,4.626729398129794,1.0,-1.2115707892552479,0.0,-3.1008909209414686,0.0,-1.3535138809818754,0.0,-4.940132088824688,0.0,-4.3801455763311665,0.0,-3.4318685568529332,0.0,-3.555939286368636,0.0,-4.881454437648275,0.0
LOCI,5000,0.7667813080810675,0.9220397009009952,1.004444506299528,1.0,4.054431598025501,1.0,-2.0041037486109534,0.0,-3.3489024425713865,0.0,-1.9031950846482335,0.0,-4.8670194535431825,0.0,-4.740829308525775,0.0,-4.527523232768353,0.0,-4.0881129834679495,0.0,-5.208654791874254,0.0
