method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),297797.725216574,0.9126838497662197,12279.366325094103,0.0,-609.6916478549247,-2300.828285110736,6926.530195672414,-480.7469052094384,59812.33272937333,668547.3336129516,89178.46219152948,23955.850552900054,44753.87737079564
Sobol-CPI(100),297797.725216574,0.9126838497662197,4129.670234151256,5.186821269516898e-10,-340.3686425672835,-6091.950731624856,3989.4321186730226,-793.2024173967028,78701.1284031972,594231.229808797,27238.814965733567,24442.015728510636,43872.04741194688
PFI,297797.725216574,0.9126838497662197,41684.38528921449,403.8171349404147,20208.461619221547,267.2077513152035,5941.365099865361,745.5238958490081,56850.387997048965,1836734.1828394614,220345.5019634809,119389.66617907822,3158812.7311719023
CFI,297797.725216574,0.9126838497662197,6521.532533543184,0.0,808.5779649880133,-10051.673874991538,20431.45096126682,1281.767432941706,38585.99941957899,1382064.1497695742,76394.6278057294,97197.79184490093,108793.34026908164
cSAGEvf,297797.725216574,0.9126838497662197,767811.133100762,1200324.8976891586,403325.9671666487,-15448.991918859072,38712.660040261224,-63987.896510856226,306357.02580365026,1471474.0083962823,47677.08411674993,60552.269183056895,2231015.0489551006
scSAGEj,297797.725216574,0.9126838497662197,5279.983742270386,0.0,152.3235545491334,-9742.363774994854,4452.12062615616,-280.4228381595458,80560.4735159619,572112.9093304311,34455.4477605588,15749.569555821829,46234.31105105713
mSAGEvf,297797.725216574,0.9126838497662197,-61891.46260349685,-20221.41475395672,-137661.656445032,60908.99420445738,46536.04530061409,-164608.51136402413,83279.02840121184,1191654.2915155655,355520.8761541033,309010.2523963861,2196358.493155776
cSAGE,297797.725216574,0.9126838497662197,196690.2369682382,642701.892681866,174856.63848031464,2281.168324693547,18418.57036576051,-1119.8251724093295,207685.20622475914,886613.9659224143,73265.63988112102,64134.782719692674,953464.0609766911
mSAGE,297797.725216574,0.9126838497662197,110437.82272998079,-1477.7849101880215,-99166.64211979903,12389.343873604552,24116.74004173549,2671.9199482616914,77306.11913598698,1116170.1745344147,105549.98351093146,98248.84314234312,1775094.9853323374
LOCO,297797.725216574,0.9126838497662197,35225.15854690195,-1132.3802328254678,-609.63152940094,846.9235348502989,30785.14614066115,1562.2715604210389,66549.82245840877,225803.55464119656,33254.11817700433,20844.730092658894,11512.73667411285
LOCO-W,297797.725216574,0.9126838497662197,121107.25095791041,-14021.95470960873,-4459.24127188321,52152.07633938978,32467.999307309918,-119337.70506062153,29635.90190147412,-36333.15261780594,72197.92927770625,47083.30170637863,-3393.266630402825
LOCI,297797.725216574,0.9126838497662197,1061166.2436534553,1198279.8443429372,1383486.8722643848,40104.86663670326,5159.644784177188,3703.394499985501,357405.0727880765,1596748.4103813386,10491.6215459737,-55294.05148144206,2637629.2221235973
