method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),299853.34633699787,0.9105848440367369,2716.0165446443134,0.0,149.84645577264018,-3550.8127446135622,13185.278632276779,4008.232480046019,34722.52696292833,562872.7888703098,93007.7989878247,99535.96379966452,9385.115172927442
Sobol-CPI(100),299853.34633699787,0.9105848440367369,4096.954898459556,6.915761692689197e-10,-1358.694493067497,-9375.173145525923,23172.43421153669,4879.216501419721,32734.05813733329,533951.5189106304,249110.2898053708,121306.72402315863,16827.19765445523
PFI,299853.34633699787,0.9105848440367369,43905.623147415055,-145.39088286121842,41170.39858516201,-9197.529076817678,60195.00222992239,6565.657888527028,123061.81813278986,1651199.4838622876,641924.956272834,193681.74496220978,2574630.223907835
CFI,299853.34633699787,0.9105848440367369,19149.354004897876,0.0,-1763.0742691034102,-10199.51565016061,51322.53116993222,5686.437843765656,56307.065037192835,1230733.9598700702,300154.71879860683,200063.0543580103,75728.45715899533
cSAGEvf,299853.34633699787,0.9105848440367369,324480.07624576055,1224059.4895025566,272779.54814880947,25159.850993351545,80662.6231865203,103679.98200890096,318772.5371543118,1407232.030445844,41045.08062380226,6926.636637777556,1879162.0574222393
scSAGEj,299853.34633699787,0.9105848440367369,8262.596242344822,0.0,-1114.4293498008628,-11557.970542241004,23471.58625395072,3008.337554814352,38935.25672588928,516261.9675659071,239202.8210258155,120883.5113397768,18322.697373240488
mSAGEvf,299853.34633699787,0.9105848440367369,279773.3287938875,80363.34136834973,-226415.2260255562,100383.0040513142,257149.23638298732,78118.75156141305,51937.80448687123,1487635.120420362,229049.9254385624,213261.08395446884,2075359.6940787577
cSAGE,299853.34633699787,0.9105848440367369,151598.7467758436,683688.4358706466,101650.05147720025,-4533.608229853663,27495.170375500133,-5117.924508602185,205570.925942473,860032.7581076396,256896.1902691673,107443.488674002,926516.371775048
mSAGE,299853.34633699787,0.9105848440367369,87883.25820523451,902.2471632311435,-87726.04844867543,5102.5401577122575,29933.017888927363,2575.8775438936345,106610.71115106244,1100569.2196686151,287520.47249945265,114997.68818491216,1661323.127082382
LOCO,299853.34633699787,0.9105848440367369,19773.76377348468,5753.713878765411,-9777.31283277442,-29241.81732716097,14049.012776496005,6226.529230535263,23105.42946989287,102295.48338560952,209785.48937332857,32393.95923672791,77155.54145889654
LOCO-W,299853.34633699787,0.9105848440367369,15328.056657242498,5494.870679090678,108517.03900723085,36844.128514320204,-1996.12753226222,-61349.71640493183,-160071.73777523337,11010.046777290321,-81920.18700011875,5179.213997640912,-8633.275436100408
LOCI,299853.34633699787,0.9105848440367369,1134298.8172173575,1240270.3774537006,1063838.5772893508,21914.96637320472,-82424.14113616478,-22387.698560084682,336430.7389695919,1537276.1380665137,189898.50186416088,97245.50827925606,2766057.5726603796
