method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),471416.90763503395,0.8677689191024737,34425.01998596941,0.0,1140.1165038266045,-1433.3609326530423,568.8251758503611,4843.75897848641,51069.98440943874,427489.9438736395,75795.21822185384,10614.955472023808,29293.796668877592
Sobol-CPI(100),471416.90763503395,0.8677689191024737,75057.98536767528,5.186821269516898e-10,1835.9020518820785,1860.1501700778995,7006.433608999423,-373.99076271489827,38905.1831504009,442169.0711017011,101939.7865097179,38268.29985724946,49898.740694509754
PFI,471416.90763503395,0.8677689191024737,185198.63144795934,415541.24292670086,90799.85134897975,2419.569129762007,7413.608979081735,-1520.3802790816408,57880.860767687205,926505.9583346942,192935.39061343553,49176.030684523925,1200808.7360510207
CFI,471416.90763503395,0.8677689191024737,88991.54915323143,0.0,6450.7090744898305,733.5532945579034,13811.018100850459,1314.3493884353666,56766.2754787415,762698.642537245,102989.68523146259,23878.476902040886,46032.223286394554
cSAGEvf,471416.90763503395,0.8677689191024737,951163.3347364032,1146865.3785806848,265945.68583071046,-111730.42381565971,106370.75936672883,8484.089581603184,441968.2804596601,1380034.913605778,281707.6438240567,54785.880430440884,2147488.0842700675
scSAGEj,471416.90763503395,0.8677689191024737,75293.62970409205,0.0,2233.22351632372,832.1045547205722,7202.046765044214,-140.9502456872724,29478.20631505712,409534.1429255564,103839.92623880215,39676.211771956296,49895.709665713075
mSAGEvf,471416.90763503395,0.8677689191024737,486078.9998654071,659290.68941148,268115.64426321303,-81185.18223251402,27109.131508606486,-69631.3889549151,54114.344723206945,1072489.7598461313,118057.10971546918,-32967.249751430005,1632394.1579870007
cSAGE,471416.90763503395,0.8677689191024737,334627.0393081399,615747.6823611383,190997.73154262948,8477.196617190295,7917.703427407996,2347.424408626244,131608.0928150403,723120.2383020635,136048.17829915482,81644.34527488376,932709.7218540714
mSAGE,471416.90763503395,0.8677689191024737,253910.96246899912,465923.20399319485,158560.81094093077,4828.867451064103,3545.5901279829227,2964.566466314923,114291.10888874043,857632.125210725,139774.62631431065,67949.78019763522,1095723.1881131497
LOCO,471416.90763503395,0.8677689191024737,14198.538800340204,-26100.853337925102,-11496.672481802641,729.4081132654101,-6683.65762636048,-18748.66517755098,53055.60887959192,143577.34478452383,81025.71724149666,16884.116294897918,23516.449303061294
LOCO-W,471416.90763503395,0.8677689191024737,-2206.4782311571203,65023.71235331915,3780.5268344338806,-84354.15290808075,5877.0132662697515,-51671.183134755884,-19330.36630059524,-16438.369161099163,36322.73013889856,104295.42006729933,-6558.835541455123
LOCI,471416.90763503395,0.8677689191024737,972046.2268539141,1039281.5665827463,884890.6778914384,36829.185702015646,-21144.403792179655,24534.35987190064,305474.4939096938,902579.0828519189,-1255860.941208283,-272130.2461949247,2531213.9054162637
