method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),485651.2236833332,0.8722370234482091,30601.15811096938,0.0,727.4450638605922,129.19460144563345,17896.814500850334,-1031.6469923469122,25899.122088350385,436642.03193103743,55899.776503656554,35715.47538511912,47066.94115952388
Sobol-CPI(100),485651.2236833332,0.8722370234482091,55434.04915006296,1.3255209910987627e-09,-1396.1656212857993,-55.594921285185116,25472.69904621333,2863.433634775684,10339.834673424011,469131.18112423195,67207.06191505646,35037.93134343704,52076.79619872707
PFI,485651.2236833332,0.8722370234482091,133747.47151870752,350683.52129166684,109026.43862551037,-343.2587901360821,42059.044950170035,4956.011665306229,145572.2735578232,840195.0967974488,224487.52596020425,27055.807261224603,1334801.259022109
CFI,485651.2236833332,0.8722370234482091,65648.58220085042,0.0,-5336.738172108715,-574.7397107142024,46157.066183673625,-1149.855336904584,72585.42779404769,888486.4602753404,60073.36166921776,64813.054840816476,42471.12687823147
cSAGEvf,485651.2236833332,0.8722370234482091,940869.591794773,874487.5044870158,707869.0504154172,-29131.469992756374,-88317.4116482758,-65933.07211783947,279701.2044580057,1599989.0419655433,263611.85988301784,171942.56696657883,2020536.6991681189
scSAGEj,485651.2236833332,0.8722370234482091,60887.41092124087,0.0,-1371.7300294946763,-640.678906964371,25867.956162059912,2184.4122464262764,5465.8343520931085,472693.6200836119,80831.51254681585,28227.12892093748,48370.64919693692
mSAGEvf,485651.2236833332,0.8722370234482091,376568.95682301326,685966.3763956926,482076.2267964552,-46081.02954775747,-35434.54236130882,-53098.509649383835,-5589.0399278667755,1477715.646495433,27707.4038819056,196785.7863120879,1795026.9325781884
cSAGE,485651.2236833332,0.8722370234482091,360816.0384075707,599356.2499412326,268650.4368454234,-7863.225316101995,25354.546896263153,5117.709317267324,137925.54670692544,858614.6688479687,141432.36737180885,63350.90446450453,950260.8953551748
mSAGE,485651.2236833332,0.8722370234482091,271142.360949047,383601.63041443727,187176.7930200049,-566.3847352956851,28133.73284742535,8621.018921497212,102115.23506023892,1035901.0845900686,156868.88954780743,56919.968759931115,1183217.9138026298
LOCO,485651.2236833332,0.8722370234482091,13671.340956632805,6636.401941326738,9354.322687585256,-8571.358946598368,28172.414005612372,2158.1581518708845,29525.72091887769,157893.18593248312,48268.67730204092,16244.073108503537,8045.972199149779
LOCO-W,485651.2236833332,0.8722370234482091,-28523.87700623938,-123708.37504430878,-5127.420260213807,110070.13937305946,144729.02992557545,121995.40061769896,70436.60120286484,283424.1011009047,116603.67024581345,75713.42252033456,28298.706523917208
LOCI,485651.2236833332,0.8722370234482091,1559843.9799553487,997222.2679529716,1520266.0732348948,-101448.3505228716,-54228.616262758616,-12845.706449140329,331255.3302836814,1708880.2510759537,-1261609.9481297042,-1479872.8362962706,2883952.613806463
