method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),421202.03242914093,0.8907563448207239,18651.8477617077,0.0,-654.2855727969145,10731.846681975701,17836.254838834517,3374.9608723773854,61255.16749640877,763741.6449687053,122458.73894251065,56407.30511224872,46500.18363005994
Sobol-CPI(100),421202.03242914093,0.8907563448207239,30105.598195027997,-8.06838864147073e-10,-2020.2657210701698,19051.023585262643,5089.572172522508,4103.592749542066,8376.76024265388,667168.2297041223,170001.24723750245,38393.671433322794,39856.667834005
PFI,421202.03242914093,0.8907563448207239,37939.06796625513,0.0,50521.67739515193,27932.716686474625,21116.045812676544,22407.099224558682,42312.197116680734,1445938.989249919,358632.81945860974,117084.35471695819,3366648.938956396
CFI,421202.03242914093,0.8907563448207239,30524.267886149755,0.0,5390.850710136292,21262.284284093475,4863.02589060762,5293.497031191189,30047.148948492482,1429224.0819941973,361262.49923696014,27861.178001848224,83914.53556338768
cSAGEvf,421202.03242914093,0.8907563448207239,822532.7141878144,1476267.1633404545,339110.75987584423,34496.88209605217,202327.95132485032,44492.011934101116,269784.57981031993,1810203.6738142408,197419.24719934678,299847.82593057305,2211397.415544958
scSAGEj,421202.03242914093,0.8907563448207239,31004.2929304514,0.0,-2420.0559938913793,19018.371404328325,4438.370157149737,2596.038325677626,9011.61342101969,644370.7131096534,194986.39292095142,29192.998197846293,42066.87303407694
mSAGEvf,421202.03242914093,0.8907563448207239,311822.1800138368,-217312.72997232107,-200134.53008186677,4701.267139078118,-27648.310765634757,-166360.3738883119,228548.35436884736,1475309.2230454762,77976.279080356,13914.666707103606,2164273.118999684
cSAGE,421202.03242914093,0.8907563448207239,288171.4046328146,689870.5287256206,106580.4806772894,16415.12066179566,26692.78388923741,2879.9915808761584,80182.24878577412,1007088.7074240849,234463.33146906717,61548.81582621621,998399.4044735994
mSAGE,421202.03242914093,0.8907563448207239,88212.37510466372,123.7192546136869,-49940.06349085362,11799.50169189553,35853.33072872083,4486.132059645185,70576.18249587492,1236902.9054622415,213152.31365554742,73322.61057413169,1830317.4337001026
LOCO,421202.03242914093,0.8907563448207239,36104.95421719359,14206.389477085322,8672.02619084518,12042.763048780325,46176.62501534424,6717.039986917749,30630.908988693962,118603.20864392939,110453.44183242432,37365.94116480992,37513.78475956962
LOCO-W,421202.03242914093,0.8907563448207239,-2280.9211316473197,31881.884680437932,5293.604936470645,133631.58983289488,60592.07647521623,-13483.769818339573,33614.31855749656,-12791.364148116661,245982.91740888343,-80362.23469813248,-56248.7236426154
LOCI,421202.03242914093,0.8907563448207239,1537105.910406909,1308193.1193811884,1550433.077004123,5080.666909305379,-18361.35647949716,-36685.078080574516,173268.77954367734,1747411.5954399658,151027.8140535769,250866.02230386343,3228297.4398806896
