method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),455633.93427602045,0.8610999532178829,40166.455238775554,0.0,238.8165107142995,-414.84686794216395,8597.337108503387,1864.3544138605066,32117.027669812902,335526.3000333335,19409.242387840146,35675.436880102,31454.408324999968
Sobol-CPI(100),455633.93427602045,0.8610999532178829,66860.85502339872,-6.339448218298431e-10,-700.3644650175563,-1342.4446356190613,17885.648537274577,-2054.4417603868683,20821.016193028667,341646.6988542361,50602.96838864129,44694.40255484493,48361.25952014497
PFI,455633.93427602045,0.8610999532178829,123041.06070391153,372513.2197887756,85360.03348605445,-9556.252219727845,45361.44790357136,13592.34521768702,93958.03543741495,1154215.00470034,197659.4367865646,31971.04533741484,998131.7943278912
CFI,455633.93427602045,0.8610999532178829,80213.2903795917,0.0,4838.1570185374,187.71339574828744,25288.6488469388,13945.352671088418,60665.3295739796,748047.8827853743,99456.7198831634,84138.13377159851,82689.24225612235
cSAGEvf,455633.93427602045,0.8610999532178829,843277.5406998037,1083451.3679899336,572057.1106830682,-52892.3909725612,1917.1850077342242,261090.11703371443,155238.93325066753,1183759.3237960152,131752.13289789762,22122.59820168512,1949858.7521906644
scSAGEj,455633.93427602045,0.8610999532178829,66950.3847853372,0.0,-792.9358904277906,-1294.045867076551,15637.729788661294,-584.2082188180066,19364.526427869103,338791.0129534172,45549.59119609586,38768.23371711251,46907.605840223376
mSAGEvf,455633.93427602045,0.8610999532178829,293809.06852838956,726135.3029546011,157134.71807031333,-19202.808839065954,-56653.27065343596,27235.310851410963,7704.221848857123,1025427.8486194815,141178.46054935316,104151.46683098096,1620116.952026888
cSAGE,455633.93427602045,0.8610999532178829,349176.37378654385,589834.3616294829,230919.06573594565,5957.758298490318,17296.284428232942,9594.775279726571,98224.95912512444,614520.1635653639,80868.14432387947,58287.94737169575,846831.3619502722
mSAGE,455633.93427602045,0.8610999532178829,255536.63471423014,472044.5237978659,160398.76723418033,1358.8675249712237,11229.404919240786,11524.152885913856,62350.697995555725,754566.3429304817,91704.72242395184,50711.806828966925,1027409.9907054234
LOCO,455633.93427602045,0.8610999532178829,3508.2320221088594,3173.998501700582,-20154.19846377551,-6843.329732142971,15824.537383843446,-17455.035954931984,18243.120161224506,114287.33042653062,66839.33682534005,31900.36516326526,16422.688517006696
LOCO-W,455633.93427602045,0.8610999532178829,85638.94672437146,-95261.46252542632,5627.375320150464,59165.69189390925,62133.47969215446,-147148.24717238898,38494.395032792265,191191.1821568587,4192.55918755022,32515.454631569133,63109.34911095476
LOCI,455633.93427602045,0.8610999532178829,1104892.5922603281,1018326.8833098537,1002483.683980139,18945.474276297726,-26202.839419659693,39760.59330134466,12625.520653816871,628151.0451090983,-1934230.1956511457,-1063018.9375873152,2260648.5811629966
