method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),296849.7566985926,0.9196810483677761,13168.791765712667,0.0,704.8942710022093,2432.7369748269266,8485.174488813995,666.7709036775632,17666.865262796928,848780.5270746474,167024.70038199102,76298.48040216888,17011.059259997244
Sobol-CPI(100),296849.7566985926,0.9196810483677761,21866.385627731892,-1.1526269487815328e-10,700.5242153433944,11757.644390555428,22215.068112149038,1033.2198633491362,23245.116739177625,528333.3079548922,149571.9911869681,93055.4497464511,23225.172616831616
PFI,296849.7566985926,0.9196810483677761,36570.80864826479,143.3807101342245,49544.476815238304,11812.710490140133,56794.17010174465,7669.676676683942,75607.79618209251,1746226.936990116,476821.6938556444,101669.00441278453,3271858.9004098293
CFI,296849.7566985926,0.9196810483677761,30276.408792352773,0.0,68.62377415655646,11206.379925073648,25579.851007277728,2487.342504376953,47311.675576321315,1330191.0863484596,253490.53247959918,124013.47369695926,69132.23286126624
cSAGEvf,296849.7566985926,0.9196810483677761,474581.2894583982,1286239.7392489924,330869.39584117476,29625.11578388512,-130127.18332598126,7254.766134017147,417499.3431096454,1508363.1343497462,259306.7729421528,206425.09553076,2269061.086212036
scSAGEj,296849.7566985926,0.9196810483677761,24566.712298688595,0.0,423.0353973294841,10062.974178129749,20995.80569671601,1711.3881603333866,25180.662091479404,500904.39297527744,166281.07325940143,83843.82644182484,32518.903735122585
mSAGEvf,296849.7566985926,0.9196810483677761,54418.52649947861,-70860.04876789916,-119591.75528735528,-24339.734439890366,103922.1832990977,32164.603020312734,252676.86312506115,1620387.0231469977,-64226.01309872605,254129.8839840293,2121198.380683
cSAGE,296849.7566985926,0.9196810483677761,213982.5610714235,693869.7310128551,91724.40644058403,15962.22188415308,20621.99234489578,7083.167432169645,186519.36254956917,935546.6214430077,215919.61845841384,127271.43126582998,995242.6686588349
mSAGE,296849.7566985926,0.9196810483677761,67605.34511907579,1578.1347329920602,-98547.95650494035,29480.633407500183,24169.391299486717,8829.417505829728,92705.2383925379,1235288.8023287153,229680.0623353852,139024.49204196144,1772201.898830717
LOCO,296849.7566985926,0.9196810483677761,34083.36069790786,-3476.7337203285424,12774.590459143103,2597.878830081434,30713.48458167864,-4170.592899902607,43908.117288738955,123754.80177295092,146088.96034344356,57286.377192929154,69201.19112258713
LOCO-W,296849.7566985926,0.9196810483677761,56657.25787718144,-131056.6328424326,7897.396255004131,-39315.54424229546,14526.957238729352,-63205.68293201008,-2211.4566852135654,220962.08948219244,-91711.50614650823,100268.80796958845,-59257.32293408398
LOCI,296849.7566985926,0.9196810483677761,1335662.5016682702,1206044.7500289842,1304919.2361270976,33695.37252466753,-12762.612635608297,23916.966198970564,380253.99365084805,1718380.5410553983,92079.62689746916,276381.8458329779,2968366.40869321
