method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),369887.3335895008,0.8888189992329671,11345.383683238353,0.0,-1578.1892867040588,7065.838001974305,10300.557321761502,2547.180039791594,43603.06726519816,630475.9159867512,77010.52293634653,120309.96494546309,50914.920056265226
Sobol-CPI(100),369887.3335895008,0.8888189992329671,12879.551682989044,-1.1526269487815328e-10,-1624.6356331134714,-7930.998306051657,11817.999044846742,1501.9947180934803,43522.479701732256,625258.6065434387,95023.39123453891,143421.18031239533,44379.22489521546
PFI,369887.3335895008,0.8888189992329671,38801.35345422698,1918.8525988649344,97087.20072856173,-9391.888005308108,38788.24857851153,-7017.067257376388,67548.5313795121,1735052.7976913294,324849.2404178854,159062.020562828,3011980.4584411434
CFI,369887.3335895008,0.8888189992329671,18475.519701294077,0.0,-626.4959854708868,-2986.8927713301964,30769.474912582315,7079.943157831556,63736.544294171974,1249863.385642801,165005.00716950855,143635.86149764783,103889.85924045538
cSAGEvf,369887.3335895008,0.8888189992329671,582037.3205247438,1013347.2142786477,379618.8755898061,19960.43510027649,52583.876835165545,-202762.03654948575,394377.1527174888,1307036.8123640774,343708.06542378385,304881.0807930762,1796589.9196287321
scSAGEj,369887.3335895008,0.8888189992329671,15784.991616529587,0.0,-1361.975417142501,-9761.886302156025,13597.26419640996,1977.4616679661558,43880.20176973747,641743.9306050651,96232.02287117875,146738.41926243616,45200.15609367762
mSAGEvf,369887.3335895008,0.8888189992329671,229002.23892056107,51416.44066136563,-196956.39616535278,-67377.44163495256,-178856.1759702689,-95440.62435234338,215905.18963937834,1317036.5339047275,-9630.836512011476,-55738.78020702582,1741289.8053481653
cSAGE,369887.3335895008,0.8888189992329671,201294.09144394318,536256.0710249038,110143.77660448787,4319.380192915489,21899.182257821143,3942.3533148043734,199410.96753545874,884285.2180837635,155067.35203071282,122890.45765605634,794375.2055947087
mSAGE,369887.3335895008,0.8888189992329671,119848.40578469333,2215.9066539070545,-100792.19276242766,23475.701084012864,17233.493850192343,9038.274532501875,101754.60811063583,1056837.467797217,200584.32006327558,120087.78274225567,1488932.9503167905
LOCO,369887.3335895008,0.8888189992329671,25061.297469828103,670.751863909245,30727.555184352037,11680.06714583945,21970.77220373554,13259.459177582467,51181.3200324768,161550.42764641222,19893.81294012227,50146.11850820144,21240.61821463867
LOCO-W,369887.3335895008,0.8888189992329671,41042.24630776353,-95536.80036291912,-127059.3630455473,-13336.966437032124,74843.9762565219,-20838.148660553004,34930.06992825907,205819.33599538842,135182.8903714484,40588.95637222743,-128936.59811637837
LOCI,369887.3335895008,0.8888189992329671,1146795.474435939,931420.4731690139,1097901.424085205,30198.588168181945,9282.994676125236,23816.196855301503,384035.78531354526,1412374.8747730781,276740.61479252763,-23645.222033775877,2561829.286382046
