method,mse,r2,imp_V0,imp_V1,imp_V2,imp_V3,imp_V4,imp_V5,imp_V6,imp_V7,imp_V8,imp_V9,imp_V10
Sobol-CPI(1),332646.937268205,0.9099873851832123,31621.039451262826,0.0,628.1047691523272,11371.265583057888,-1901.144054162898,10417.478612850391,64737.078872376034,859125.7202186309,96103.20641528873,34961.26534739032,79537.82877058408
Sobol-CPI(100),332646.937268205,0.9099873851832123,45399.80672530405,8.644702115861497e-10,-880.059743798188,16322.678582365555,-7050.1785544746,7290.335595089825,21563.28413439413,726195.5649472708,21178.354238273027,40842.034003101835,111066.70873402509
PFI,332646.937268205,0.9099873851832123,43622.60886972846,-560.7238788691466,20057.426319728256,34370.82394467469,-10621.485761340009,41735.1764342073,24022.775373257813,1682098.9618470517,314298.47707882547,166067.35219300538,2793125.081482341
CFI,332646.937268205,0.9099873851832123,47201.850846876914,0.0,24.083655718364753,-9129.810421854025,13946.495413040975,12017.706779305649,77885.97469634918,1434188.5859650103,90919.74374618684,70226.51932497765,236715.05093569472
cSAGEvf,332646.937268205,0.9099873851832123,1015192.4354721821,1217683.8144395258,648043.9709183765,172017.00032361364,59080.64930032706,257774.06401462943,204453.076525826,1778198.2356226284,178229.17116814991,148987.80252448563,2503394.6700949464
scSAGEj,332646.937268205,0.9099873851832123,44094.47360827174,0.0,-1200.9214294836274,20306.188692694996,-5971.267090720765,10788.887374898302,18661.628527491586,771143.0732816728,40792.14957057079,32665.62176758307,114607.00036421441
mSAGEvf,332646.937268205,0.9099873851832123,152084.11860835133,70236.22825976275,99010.78014608845,-23102.109832339454,-53796.924220032524,22202.548684773035,195710.77897320176,1986418.2232424864,-11741.475531465374,300813.84452324035,2459513.6828144393
cSAGE,332646.937268205,0.9099873851832123,327675.9918272729,628728.8597660462,129045.29654561298,30930.665175120008,6400.405761900641,29156.583133797856,114066.31385653134,1200411.2387800291,24174.615901154222,109829.93802561842,1045755.1094242086
mSAGE,332646.937268205,0.9099873851832123,100776.8174005605,552.8241020067675,30658.501521927647,23149.64075838099,-9761.367889061103,26945.68746399481,53153.91547339494,1418766.4245304381,24335.642512504022,111889.76271297442,1855301.0057995107
LOCO,332646.937268205,0.9099873851832123,50019.0242937103,-1506.2164932316518,5953.281048687641,20382.30891767837,-11344.732662463095,-533.3405311374227,38980.98090985132,189227.63186897535,38624.8730476324,16681.85552691057,26321.670810805226
LOCO-W,332646.937268205,0.9099873851832123,1440.7235687349473,-43331.53177845183,-2812.4893753893944,-35599.52209800955,-76735.57607816064,-28155.210404321224,192108.53178779836,-36462.78340382881,28305.29987522695,28672.199944924,142959.80287999305
LOCI,332646.937268205,0.9099873851832123,1534366.1879149638,1202044.3950717347,1636635.2719792593,32486.729891357943,-10218.8475612849,21748.64733072929,206234.8961861753,2105098.287405454,1386.1863908730447,347023.65863452014,3166710.272172041
