,feature,mean,q.05,q.95,type
0,x1,4.6072280404606225,4.340307145371793,4.808754577050383,pfi
1,x2,4.602486758382762,4.441668803122633,4.744402490224562,pfi
2,x3,0.0003775725578677563,0.00030152353798843835,0.0004325450909709259,pfi
3,x4,3.9921698893206874,3.875247731423435,4.181199669709308,pfi
4,x5,4.046077225204638,3.889613181559056,4.2251056190560785,pfi
5,x1,1.2968409874924806e-05,5.557064224431894e-06,2.1662792250118096e-05,cfi
6,x2,9.103906368630039e-06,-2.1986247805172963e-06,2.136599061795789e-05,cfi
7,x3,6.3330519106868936e-06,3.886845601368608e-06,8.448775988417233e-06,cfi
8,x4,0.03982629656888934,0.038352750417641926,0.04156957041682431,cfi
9,x5,3.9541505926209233,3.7245613064227725,4.084749576314469,cfi
10,x1,0.003829024931675473,-0.02067311288608651,0.02687837525571971,conditional v(j)
11,x2,0.01027828966904618,-0.004430478931986559,0.027962512872338197,conditional v(j)
12,x3,1.0983844801751155,1.0788636139578087,1.120194716668289,conditional v(j)
13,x4,1.0971922193271548,1.0745781223423798,1.1094827919215915,conditional v(j)
14,x5,1.0857946226259085,1.0646337412347275,1.1133800103112075,conditional v(j)
15,x1,8.544349292355022e-06,7.81712707938623e-06,9.258199296956812e-06,conditional v(-j u j) - v(-j)
16,x2,9.342712685534577e-06,8.252241616043404e-06,9.95910651607106e-06,conditional v(-j u j) - v(-j)
17,x3,4.405371586834773e-06,3.8987939195372394e-06,4.817754723393519e-06,conditional v(-j u j) - v(-j)
18,x4,0.019933527494536363,0.01972657254906939,0.020123871840346145,conditional v(-j u j) - v(-j)
19,x5,1.9850942593551746,1.9552200528598818,2.0114278825098757,conditional v(-j u j) - v(-j)
20,x1,-0.24186154797819123,-0.276374004045788,-0.21042283637352577,marginal v(j)
21,x2,-0.23982423862329344,-0.2856554984038078,-0.20895643926866758,marginal v(j)
22,x3,0.009578954289052177,-0.030419028005975467,0.031488304839732376,marginal v(j)
23,x4,1.0892204153519127,1.0532252742311072,1.1164360440474672,marginal v(j)
24,x5,1.0803982984822937,1.0531342217500919,1.1083680326732877,marginal v(j)
25,x1,2.301421477782474,2.2754167545010766,2.3320186244577954,marginal v(-j u j) - v(-j)
26,x2,2.313866929446191,2.2905547202077385,2.337654990410291,marginal v(-j u j) - v(-j)
27,x3,0.00016125162850843118,0.00015122437799577597,0.00017129616219414164,marginal v(-j u j) - v(-j)
28,x4,1.9946957324191963,1.9807028317995568,2.0191181012539294,marginal v(-j u j) - v(-j)
29,x5,1.9763596920586515,1.9574862391183583,1.9966206693479744,marginal v(-j u j) - v(-j)
30,x1,0.2979551935544332,-2.2477076462812184,3.67563236216273,mSAGE
31,x2,0.2512675901148544,-2.4148175633361184,3.708218467269887,mSAGE
32,x3,0.4326608127518992,-3.6138776756490523,6.31911447032002,mSAGE
33,x4,0.9111827789187167,-6.219088588216014,6.051530786664424,mSAGE
34,x5,0.9725445359986716,0.6571783542567184,1.206284356000559,mSAGE
35,x1,-0.001497557937160713,-0.002724773534694775,-0.0005098549989418242,cSAGE
36,x2,0.0015454335952043805,-0.0018905659038994326,0.004207242095367813,cSAGE
37,x3,0.6909835233129349,0.5829344199875478,0.8505611909909937,cSAGE
38,x4,0.7066797557723602,0.5576426195958499,0.7987563619379437,cSAGE
39,x5,1.6814372692385493,1.6633681455648548,1.7101635003400764,cSAGE
