,feature,mean,q.05,q.95,type
0,x1,0.0,0.0,0.0,pfi
1,x2,0.0,0.0,0.0,pfi
2,x3,0.0,0.0,0.0,pfi
3,x4,3.9949519852777264,3.877062628222253,4.1836100260055975,pfi
4,x5,4.0459080916350265,3.889441764194274,4.224861793066207,pfi
5,x1,0.0,0.0,0.0,cfi
6,x2,0.0,0.0,0.0,cfi
7,x3,0.0,0.0,0.0,cfi
8,x4,0.040096211574800256,0.03908190231131649,0.0417884006967394,cfi
9,x5,4.0405265844055105,3.8825391012941686,4.257682320785225,cfi
10,x1,0.01039032943752618,-0.016291280765447655,0.041348406752153725,conditional v(j)
11,x2,0.0056308258790355396,-0.03625492683542066,0.0414779031022685,conditional v(j)
12,x3,1.0937555237370649,1.0704289982578898,1.1198786748836478,conditional v(j)
13,x4,1.1096309128136492,1.0838085002973765,1.131834418595126,conditional v(j)
14,x5,1.0801305709804163,1.0535601469292524,1.1133671775695835,conditional v(j)
15,x1,0.0,0.0,0.0,conditional v(-j u j) - v(-j)
16,x2,0.0,0.0,0.0,conditional v(-j u j) - v(-j)
17,x3,0.0,0.0,0.0,conditional v(-j u j) - v(-j)
18,x4,0.019960869717603674,0.019668343011758068,0.020231870669049395,conditional v(-j u j) - v(-j)
19,x5,1.9895065792715936,1.9825562995791544,1.9979760854805961,conditional v(-j u j) - v(-j)
20,x1,-0.0005613924083842203,-0.0325134263637783,0.02527844432934949,marginal v(j)
21,x2,-0.00825571444879496,-0.024296264256452614,0.01654143979608204,marginal v(j)
22,x3,-0.0004954357315953848,-0.04031528651431509,0.021620940214899777,marginal v(j)
23,x4,1.0897043591789248,1.0539114314081965,1.1170078266849357,marginal v(j)
24,x5,1.0804073038013968,1.0531911577913615,1.1083065622254185,marginal v(j)
25,x1,0.0,0.0,0.0,marginal v(-j u j) - v(-j)
26,x2,0.0,0.0,0.0,marginal v(-j u j) - v(-j)
27,x3,0.0,0.0,0.0,marginal v(-j u j) - v(-j)
28,x4,1.995584110197976,1.9815166994195235,2.0198154911745956,marginal v(-j u j) - v(-j)
29,x5,1.976392786527142,1.9575209900235047,1.9966607203317488,marginal v(-j u j) - v(-j)
30,x1,0.0019443824189661547,0.0018282061476375627,0.0020634493483173933,mSAGE
31,x2,7.783700737765326e-05,-0.0018786541717647303,0.0032103025916004825,mSAGE
32,x3,-0.001064848182655141,-0.0031278748120494486,0.00019578843173847894,mSAGE
33,x4,1.549143103621564,1.4870369696777748,1.6287247196499977,mSAGE
34,x5,1.534209184510158,1.4563017332457275,1.5964479619579448,mSAGE
35,x1,-0.0015598089338936412,-0.004714826583001536,0.0012576426297432068,cSAGE
36,x2,0.001968923204989506,-0.0022167776372829036,0.0052634338936551365,cSAGE
37,x3,0.6886288620296215,0.6342800029987532,0.7379055005958658,cSAGE
38,x4,0.7076256601060827,0.6915612512684519,0.7333077238645809,cSAGE
39,x5,1.6808836825543825,1.646575944445416,1.7103378805001925,cSAGE
