ordering,sample,i,x1,x2,x3,x4,x5,x6
5,4,0,3.860369602715075e-05,1.6944304740418303e-05,-1.3381500632902998e-05,1.0792692115185245,3.7630497729201906e-05,-1.7144060041385245e-05
5,5,0,1.760590815691465e-05,-0.00010084387333164635,1.1101111988580732,-0.0006679214450397986,5.010618937739686e-05,0.0
5,6,0,-5.765800067480953e-05,0.0015740508174131307,1.0924209304065113,-0.0005258655983813032,0.017059371775865362,1.0297937604430984e-05
5,7,0,-6.850468789831865e-05,-0.021030313348218144,1.103558386808965,-0.0004953474253281964,0.007107513584216907,-0.0002131043436612856
5,8,0,-0.03736511149522803,0.020051273382158286,-1.9691211940120468e-05,1.1103791865019585,-0.003944603114947043,-0.021357510743873046
5,9,0,-9.031364947009735e-06,-4.376798478999966e-05,-3.3332740116964743e-06,1.1247178133699909,2.962594218614001e-05,-2.9900207671573753e-05
6,0,0,0.05386565971882184,0.030863654379989395,1.105921589829655,-0.0006570389330793347,-0.00031796480740164945,0.018629614190972088
6,1,0,-6.219423267062041e-06,0.03755587193203391,1.0855510225601916,-0.0006486682069917205,8.328577291072392e-05,9.192672264290991e-05
6,2,0,-7.366992552770846e-05,0.00676934522018291,4.628590700272994e-06,1.0917263050365624,-0.020637699498106343,0.0
6,3,0,-4.879417404102249e-05,0.020181137436237062,1.1188165659625378,-0.0005679253293919828,4.528863958164209e-05,-0.00015566970331692964
6,4,0,-4.795951793856723e-05,-0.00012058363923417303,-3.9871223947551826e-05,1.0913678407604204,7.898575336673375e-05,1.3302399015868716e-05
6,5,0,-4.326038903768037e-06,-3.754137474798469e-05,1.1102452694066707,-0.0006293592050707897,-0.016368376632585502,0.0170468407555302
6,6,0,-0.01730799521955184,-0.042178302676717294,-1.705373387661524e-05,1.1008666157964566,3.393073810498137e-05,0.023286479044144937
6,7,0,-0.01421978956437764,-6.082890866365709e-05,-2.1256178589945662e-05,1.1027955750432032,0.014257624930800183,0.0
6,8,0,-1.4858308823084698e-05,-6.347259943817463e-05,-1.1234240135271634e-05,1.0724980933027672,-0.002267331007373752,-3.0345062953074375e-05
6,9,0,-4.864781178604005e-05,-2.3359414695445224e-05,1.100661914695522,-0.0006797083996286091,5.523198900903026e-05,6.657830294076739e-05
7,0,0,-6.787342457492684e-05,-0.0031452875062614183,1.1217506713337886,-0.000724944823847995,-0.03643322398726445,0.0
7,1,0,-8.651093307943114e-06,-6.809675890195876e-05,1.1392825847518764,-0.0005949041796766696,4.9358125813192544e-05,-0.00017060040196947845
7,2,0,0.022609468899332352,-0.0020674631207433514,1.0959285608302487,-0.0005932667282504411,-0.0429593026528905,-0.01592156132188638
7,3,0,-5.4793536068187265e-05,-3.808269400251696e-05,1.1110842731547457,-0.0007046235761536401,0.00012122205339060166,-4.6784189871029724e-06
7,4,0,0.0030427493482108048,0.057893471841123034,-7.003204622590964e-05,1.079993963729367,2.964026649032725e-05,-7.359156150110735e-05
7,5,0,-0.053862324603299865,0.000402075073691055,-1.1254885486478017e-05,1.1298720476399,0.015374865100506787,-1.1639072596603128e-05
7,6,0,-6.25778229343954e-05,3.347363268790815e-06,-5.9163829128738854e-05,1.0996161429803775,-0.01364457718916956,6.2064477039935895e-06
7,7,0,-5.5956485866204275e-05,3.418295071222488e-06,-3.012719546946485e-05,1.1178812382706724,-0.027517165786443698,-0.0020994940040579557
7,8,0,2.580079934366708e-05,-2.0834347425280342e-05,-0.00013117764986492197,1.0900892205736104,9.326972860668192e-05,2.258904174357035e-05
7,9,0,0.012999938488930331,-0.06493902756180736,1.1042063749855302,-0.0002933939674447661,-0.005601943791011976,-3.107561563164829e-05
8,0,0,-4.706635678752846e-06,-5.780143792089021e-05,-5.360918803987147e-05,1.118617668598398,6.722552678883886e-05,-9.12440554445837e-06
8,1,0,-0.021055180358944714,-7.510264447807558e-05,-1.8865943664625462e-05,1.1129175452103872,0.001961155342565135,0.0
8,2,0,-5.189357013257734e-05,-7.547798875462419e-06,-1.305340432233848e-05,1.094252187546804,-0.01975200400260224,-1.7699790775704827e-05
8,3,0,-0.00044984030780548245,0.00011305112666848416,1.0914751073415203,-0.0004509729595314482,-0.00016053842830721088,0.00017200751217583132
8,4,0,-2.773491299423725e-05,5.675545246019986e-05,-1.5280365613268287e-05,1.0976416545581755,6.156734207474202e-05,-2.9483961195619912e-05
8,5,0,-5.568398851285572e-05,-2.2364916688832892e-05,1.1218157139577845,-0.0005265680533559358,0.00018704796234070287,-0.00034767388475875904
8,6,0,-0.011211672219882283,-6.0310653015038795e-05,-1.6259286587105848e-05,1.1160587576394063,-0.037536432888599425,-0.004816079933022799
8,7,0,-6.476351013517956e-05,-7.47830913438996e-06,-4.670300945486261e-05,1.0932207833598377,7.591361790648676e-05,0.0
8,8,0,-6.622960633606567e-05,-2.6325570647411922e-05,-2.2523601902024737e-05,1.0733430156636623,4.5463853669991394e-05,-7.754785506186579e-06
8,9,0,-4.42516098824175e-05,2.1597621355562424e-05,1.0454902129697548,-0.0003677164616682216,0.0002403529753878253,0.00010684781027148205
9,0,0,-0.00485690023321661,-0.009341875256168919,-1.861874322939272e-05,1.1039621848614125,-0.016172396579567927,-3.6349723206985374e-06
9,1,0,0.007419937516861541,-4.1760117630129656e-05,1.0712849206551205,-0.0007771842766381987,0.00017382039859192844,0.0
9,2,0,-6.733221725974126e-05,-0.0001842466892383321,1.121423041748462,-0.0005060807165375714,6.26307566162776e-05,-0.004834355780727773
9,3,0,-5.9003698126280923e-05,0.00013943797702409277,1.09448810846128,-0.0004535406915018303,0.0002576776996374708,9.706128202546793e-05
9,4,0,0.0001422353013142974,0.02421116579992022,-1.1417660431112253e-05,1.0817865244853797,0.0001874630135416666,0.0017770344957002138
9,5,0,-8.25367268817434e-05,-1.136941843049577e-05,1.1176671825182178,-0.0005901635825300566,3.5311147366101636e-05,-6.4294761048522275e-06
9,6,0,-5.001987177166711e-05,-4.771037765305408e-05,-2.625189208971257e-05,1.1018224150186329,0.013064688784936607,-6.0186718947363715e-05
9,7,0,0.01996281115150733,0.027769472467805475,1.0791689528840183,-0.0004883269646764887,-7.604434573105223e-05,9.90051041340756e-05
9,8,0,0.005173106743075806,-2.6299796070938797e-05,-7.595577796060127e-06,1.0807220614111936,-1.869138226417988e-05,-8.097940160123329e-05
9,9,0,-5.2738816811670475e-05,0.0253558412514181,-3.003553880209786e-05,1.0911263508650617,5.532023378873596e-05,-0.014699563790925296
10,0,0,-5.3430835935897036e-05,0.005189152777940631,1.0971383393200538,-0.0009123142495539582,0.0002817455835657512,0.0394499329885436
10,1,0,0.012746017088851593,-4.8043142201414923e-05,1.1106345787926741,-0.0004766653592711556,0.012439642462243938,0.022337580233652954
10,2,0,-0.00015765235150322354,-6.506645334680705e-05,4.2414668777412956e-05,1.1136297889954745,9.675318267365896e-05,-8.782673661000828e-06
10,3,0,-6.865458806903924e-05,-2.6420750520950165e-05,-1.3810579410966639e-05,1.0786219686496854,1.0592240918816387e-05,-2.4086711427617757e-06
10,4,0,-0.0001186059929945138,-0.006356474845282456,1.1008126022414864,-0.0005660883720488563,0.012508391054822264,-0.008371092300409888
10,5,0,-3.452521706392986e-05,0.0001527204657210124,1.085613165896887,-0.0004662744207646341,6.666060400495333e-05,-0.011187405695422205
10,6,0,0.017030968925511036,-0.03878418124493743,-2.190306515870155e-05,1.0846938467424576,-0.021088241307426703,0.0
10,7,0,-8.676038562716037e-05,-4.782457629981529e-05,-8.5748660902496e-05,1.115071698804782,6.275554300883002e-05,0.0
10,8,0,-0.00016610776620429313,-8.369936889107699e-05,1.1124313907887384,-0.00038031199126797866,7.83395984897961e-05,-0.00646630697930739
10,9,0,-0.03393919087196284,-0.0042032397962743495,1.10954053542528,-0.0005815572555996074,-0.00037645748765591236,8.951103634324831e-05
11,0,0,-2.991578626065916e-05,-4.5088271941606806e-05,-2.3283864436285384e-05,1.1153587691326323,0.021472756573865052,-1.72638992714802e-05
11,1,0,-0.010095359613279786,0.02696093433350555,1.080550329868575,-0.000622881219943805,0.006291976884777117,0.0
11,2,0,-0.00803366681021389,-0.004681201627736442,-1.672882160153044e-05,1.111924369937314,2.605082085738175e-05,-0.041823989431373665
11,3,0,-4.357359767093172e-05,-7.06724093495481e-05,-2.3876501632047464e-05,1.0862162868915395,2.2296715048941707e-05,0.0
11,4,0,-0.026585982895083404,-5.936495846947665e-05,1.1184578052619174,-0.0008077919217082119,-0.011237273211788244,5.338921214015357e-07
11,5,0,0.009265735246192452,0.03995961631098144,1.111515926786535,-0.0005608654065820673,-0.00013292057686209446,-0.014127869770645063
11,6,0,-2.780716837413877e-05,-0.0004280669581888663,1.072623040851911,-0.0005694765737360719,6.430339074947611e-05,-4.923730836825513e-06
11,7,0,0.03054377803479635,0.018930249874885785,-2.0408039213215545e-05,1.090277057192276,-0.020019946366387043,0.0
11,8,0,-6.253225299612808e-05,1.9577416819238636e-05,-6.758001977802408e-06,1.094244636214834,2.9054907927816842e-05,-1.2613524996485381e-05
11,9,0,7.462142749981027e-05,-0.00010227035593657341,1.097768431939895,-0.0007550061972672051,7.403932935967639e-05,6.866858165333056e-05
12,0,0,-0.004787769449931201,-3.3547400304589914e-05,-8.38282271220514e-06,1.1111840222382332,-0.011330835008292349,0.03879173315117779
12,1,0,-6.237571945466591e-05,2.8957158041853504e-05,-1.4886688919579782e-05,1.0951138117139305,-3.2784442838273975e-06,7.34286108583504e-06
12,2,0,0.00884102077931681,0.009539660682556406,-1.840328873981001e-05,1.090429430918051,0.008191248223056835,-0.03644722915387355
12,3,0,0.026152270738555305,0.011572210441836981,1.100594816279456,-0.0006522482019521991,-0.0025281789916542508,-0.02354138636134273
12,4,0,-7.74678078752089e-06,-0.00011363414704268493,1.1043389658675131,-0.000861626789651071,5.581965667600386e-05,-0.0070447786101133225
12,5,0,0.021814794209930266,-0.020012109047482074,1.0907513774230555,-0.0005739815825174244,0.02072145751758825,-0.014976170353636853
12,6,0,-4.837536959345634e-05,9.128971161675992e-06,-6.101812675729512e-05,1.1016250762109152,7.913099512868449e-05,-4.041264738696704e-05
12,7,0,6.0559417736305576e-05,-6.066069236476679e-05,-5.188533047539856e-05,1.1263381751275607,7.264991995992176e-05,1.4715671137421893e-05
12,8,0,-6.740269543281663e-05,5.754724417217361e-06,-3.341783568311385e-05,1.0971874510296842,-0.022631223415955137,0.0
12,9,0,0.029867084327090954,-4.976897647290812e-05,1.0970851880094101,-0.0006984121540078991,0.017419272680945674,-0.04141810971866011
13,0,0,-5.288524776325687e-05,-0.0012761661650997347,1.08592306210121,-0.0003648734009005228,2.827224956503116e-05,0.030598396898955382
13,1,0,2.3715155009096378e-05,-0.0001303319955243687,1.0977707125760845,-0.0006113829804335058,4.260045176196492e-05,0.00013343433047308118
13,2,0,3.5511806632637644e-05,1.1002716727492867e-05,-6.312751753645429e-05,1.0573864243201934,3.3177884044333084e-05,0.0
13,3,0,-7.474530235795918e-05,-4.634657911162243e-05,-2.2665332586102593e-05,1.1116378313456783,2.6531500495252658e-05,-0.019735363163714048
13,4,0,-5.292936959233607e-05,4.266018775167524e-05,1.0865614066337705,-0.0006072619109198651,-0.00015311090039982211,0.0
13,5,0,0.00016418110172056188,-4.475075539822626e-05,1.1139360071528714,-0.0007675412342313948,-0.0074355022857326425,-0.013379299938901745
13,6,0,-0.03126736026576449,-5.759867303889443e-05,1.0882445645222651,-0.0006307277995172278,-0.010534067825799465,-1.3731831877139555e-05
13,7,0,0.0013260955680052255,-6.408756307529906e-05,1.1099927538685699,-0.0006897212528187424,1.3258977125119031e-06,2.5819234040325156e-05
13,8,0,6.0097232202238615e-05,-4.2157181387336706e-05,1.0904796201797589,-0.00048234818437298266,5.6939176939163616e-05,0.0
13,9,0,2.3247491111488827e-05,-5.731056803259804e-05,-4.7388548560345356e-05,1.1086542097398029,5.0901274491366166e-05,-2.344080240823665e-05
14,0,0,-0.030534456686967634,-4.4681995793327545e-05,-2.0305533435571732e-05,1.1317735992147557,5.1006985653634374e-05,-0.031624812397982094
14,1,0,-0.0005693986951773589,-0.038082760082681855,-1.7200107986337088e-05,1.1172563166843952,-0.008016041230334725,-4.2130427575504115e-06
14,2,0,2.4846310471282607e-05,-7.208009715231611e-05,-1.9550147080771296e-05,1.1182810096533589,6.810411512381265e-05,1.0221945605293214e-05
14,3,0,0.0002535496190430031,5.637479751507968e-05,1.1064759081967144,-0.0007683577058854585,0.00021453174343943893,0.0
14,4,0,5.7251494218757415e-06,-3.092890998512843e-05,-1.7948143748114376e-05,1.0929989613273725,2.3370044342385654e-05,0.012954259747473438
14,5,0,-0.00022279121446455719,-0.00012064176896164902,1.1057793708629788,-0.0004905367984222586,1.8913859546110245e-05,1.0302472783996208e-05
14,6,0,2.588685195470397e-05,-4.904461308252728e-05,1.1172634280746214,-0.0005634068501345624,4.571924636320723e-05,0.0014259449571176752
14,7,0,0.020968288154714187,-0.008160351087790563,1.090186812686672,-0.0005379675168599718,-0.00010639636034071032,0.0
14,8,0,-6.372272340304797e-05,-1.3483615016518513e-05,1.1008040577030604,-0.0004048389181663392,2.1316748171074096e-05,-0.0004295673136662792
14,9,0,-5.3409111204327786e-05,5.2910309962239666e-06,1.0693334972546695,-0.000762991211622488,0.00203709050701395,0.002174828662502293
15,0,0,-0.00014591749057402126,0.018038799443320652,1.0750936440930365,-0.0007033266073768196,0.021720228220572846,0.01905817383858599
15,1,0,-0.000170876910817519,1.7476294527973835e-05,1.0894927441266207,-0.0004984601045363579,0.0002572123759938538,-1.8605674187988086e-06
15,2,0,-0.011635345195531777,0.012405596294033039,-1.5718999514025e-05,1.0829929194724857,5.7846375066894495e-05,0.008815719016556756
15,3,0,-6.813794063131873e-05,2.4188332110597344e-06,1.0918647236390642,-0.000745893790785157,0.00011773734730402552,3.510716370858091e-05
15,4,0,-2.5036901509789544e-06,-5.643463915494529e-05,-2.311986712144609e-05,1.0944387045820616,-0.04096012548362049,-1.3600042163774972e-05
15,5,0,-0.015266897558718904,-5.914827018438373e-05,1.3657585095083746e-05,1.1311230610953718,0.0001128151671221378,-0.025314872067421664
15,6,0,0.014091590222056638,-6.178435708625862e-05,1.1309239765609396,-0.00033305520370596753,0.00016148045294039903,-0.004350799409333028
15,7,0,-5.1738862398176266e-05,8.87699762275318e-06,-9.362983811245229e-05,1.0995418959067236,8.480665733534565e-05,-4.573408364572096e-05
15,8,0,0.005521277726111329,0.0034589560273161624,-1.6569869737192988e-05,1.0845480480615524,5.197977307624946e-05,-0.0008151564257170563
15,9,0,-0.00015044014123688498,-4.297764561034256e-05,1.1085518912757693,-0.0004915201257249535,5.451220199659268e-05,-0.027996790408828968
16,0,0,6.337145275669975e-05,-6.951306887725828e-05,1.023327130300622e-05,1.0916905040115101,8.419115038837965e-05,0.0112015263474472
16,1,0,-7.219082962750534e-06,-6.519401121929391e-05,-3.553420249602368e-06,1.1214145256183339,0.0020043728161454055,-1.763236402085866e-05
16,2,0,-6.456904498608473e-05,0.005757230822150294,1.0955760471769629,-0.0005591671909241924,0.03392049035898115,-1.820339960834083e-05
16,3,0,-7.93817075457337e-05,-0.020799970544070234,-3.988532110366094e-06,1.0995160007428952,4.297552434073815e-05,0.0
16,4,0,-0.004538551345663944,-0.00810677496470058,-9.663373206958425e-06,1.1027102581881,5.871392798195707e-05,8.269341832178867e-06
16,5,0,0.0004121792655060741,0.016064336501665277,1.1028040333869111,-0.0004434345978969745,-0.00014613977348210128,0.00039019729269362813
16,6,0,0.026269094408151172,-0.045679767769073454,-2.1830168423608853e-05,1.0917521195212583,-0.004869536266104646,0.0
16,7,0,-0.0002798879367307272,1.8398017322507343e-05,1.0924101247854152,-0.0007230065764296523,0.00012142671005110905,-0.020745925708245405
16,8,0,-0.013654114836375351,0.024294760529206982,1.1038986632719778,-0.00061009988960814,-0.004122131023765796,-0.019681741350245918
16,9,0,-0.0001263340208010888,-5.984941824110912e-05,1.1160393832837463,-0.0005892241469944715,-3.1972421989712174e-05,-0.00034714572580107905
17,0,0,-5.359446057173756e-06,-4.306220284466811e-05,1.0562534231610166,-0.0006424815758530045,2.698274090473518e-05,-1.0678986411383207e-05
17,1,0,-0.00030590551110631914,9.39210123822587e-05,1.0994259818503038,-0.0005518287107466602,-2.248665311110898e-05,0.0018049258131731527
17,2,0,-5.193393481861541e-05,5.8919594572159895e-06,1.0932651878699142,-0.0008679227337062834,8.752684104362807e-05,-5.872666632611434e-05
17,3,0,-6.373559927141947e-05,-5.788881809465352e-07,1.0889928127250814,-0.0006182188002941125,0.003936526899333437,-4.1249271664156595e-05
17,4,0,-0.00026013140083569475,-5.815753371218868e-05,1.1170175379067002,-0.0007806925098143846,0.00012422513773824306,-0.00028023733758875125
17,5,0,-7.801877518809341e-05,-0.0028867945494868152,1.1247041674289853,-0.0006963425254908895,-0.00011498991466374342,-0.00015518044393592056
17,6,0,-0.015371602780834602,-0.0005213227564981882,1.1041676755965815,-0.0007741815047133116,1.3633949861979744e-05,-4.269974208015448e-05
17,7,0,-9.087551765318835e-06,-0.08588748560869462,1.0870873844698434,-0.0003428098442082028,-0.0061491930375083825,-8.977939479093422e-05
17,8,0,0.035779225852005325,-6.493962138809373e-05,1.1195622489534574,-0.0007762724455762093,9.121779833365373e-05,4.7320977329734504e-05
17,9,0,5.9490623887326066e-05,2.9325234600197092e-05,1.069096421756791,-0.0004774660586801538,-0.030244401653884086,-0.00018299670927612866
18,0,0,-4.6280205753479464e-05,-4.2121779477710675e-06,-1.2610781573663132e-05,1.0960522002768627,-0.031049370152285594,-2.1213375037021365e-05
18,1,0,-0.01739742552755752,-0.015914225374550117,-7.07193582778487e-05,1.0894465964254536,9.655717183076895e-05,-0.01803921476223236
18,2,0,-4.445511099793187e-05,-0.043749990788299886,-3.338464044433387e-05,1.0806595637877356,4.563202365548413e-05,-0.0040162397759448965
18,3,0,-6.312687135312522e-05,5.611938398653038e-06,1.0588747709233743,-0.0007038872367230997,2.577834288430836e-05,0.0
18,4,0,-0.041702430590509376,0.0002633254006729757,1.1322013409221499,-0.0004905312120233596,-0.0202747167483035,0.011725543970627418
18,5,0,-0.023430947625257215,-0.006553090851188603,-2.0346039732777044e-05,1.1127799279298713,0.04773223152794959,-0.04083233661331631
18,6,0,0.0002065294788429206,-6.196731317187343e-05,1.1051089178371525,-0.0005106199383495547,1.666624489016222e-05,-0.0003587965962827955
18,7,0,-4.440169632191626e-05,8.891748066730543e-07,1.0953905956189953,-0.000793397750338487,-4.70352727348633e-05,-0.00036673610844562
18,8,0,-7.819731199698587e-05,-6.841873046803393e-05,1.1148226099497562,-0.0005595133887394965,0.00026336889617950554,-0.00017031400845524125
18,9,0,-5.0461217161235083e-05,0.0001269508280092868,-2.237681823702431e-05,1.1024304218501093,6.961079561706995e-05,-1.6993521655628285e-05
19,0,0,0.007171959261457417,-4.5754411652332294e-05,1.0736988725967989,-0.0005474907912006444,2.680200739235694e-05,0.00021625125132684886
19,1,0,-5.293797670469225e-05,-0.026566144814047732,1.1182064449954903,-0.0006134512507867118,-0.0379953549464207,0.029166431714358954
19,2,0,-1.9921303536118984e-05,0.00783591061867872,-0.00011736837154896484,1.1035354067363905,9.685848416651766e-06,0.01485642856967173
19,3,0,-0.010745764126747659,-5.885368907065924e-05,-5.648647681888441e-05,1.0871220586014883,0.00010284632639967484,0.0
19,4,0,-0.0001498931948209492,-0.00015885792148995215,1.0912647475456145,-0.0006880121084893442,4.333550849056067e-05,4.8243531485470115e-05
19,5,0,-7.503728462698867e-05,0.01897266441580836,1.0984218087998516,-0.0007621426667276943,-0.0248850271046277,0.0
19,6,0,8.735071396537286e-05,-0.027572133768278387,1.1020974129018972,-0.0006268556520436785,7.281088032917715e-05,-0.03266174682764289
19,7,0,-0.0233998455164115,-0.0002765840825196264,1.0806499013325856,-0.0008008347308332553,7.957201054775709e-05,-0.00013566797812791798
19,8,0,0.012147506951652787,0.02428337331491637,1.1292781027167413,-0.0004643799056760489,7.226343916233446e-05,-0.012469319922676638
19,9,0,-8.52335972441054e-05,4.981369589995843e-05,1.101468583501352,-0.0008441289371616811,6.0418063835276925e-05,1.168154792341447e-05
20,0,0,0.03458965163753591,-0.00027717953259620565,1.115720535539016,-0.0006721752462379715,-4.743351220537484e-05,0.0
20,1,0,0.0003723189002700078,-6.184561680289136e-05,1.075910771025172,-0.0007224719474936414,-4.13461844157581e-05,0.0
