"","feature","mean","q.05","q.95","type"
"x1","x1",-2.59479996477439e-06,-3.78640392223715e-05,1.70379559228178e-05,"loci"
"x2","x2",-5.67279059838579e-06,-5.31769692104047e-05,1.72135902343256e-05,"loci"
"x3","x3",0.00594035569791599,0.00519530275046705,0.00650193798013686,"loci"
"x4","x4",0.00612691924417337,0.00557375611644404,0.00670921661920595,"loci"
"x5","x5",0.00580679279377925,0.00519633772007689,0.00638870314790354,"loci"
