"","feature","mean","q.05","q.95","type"
"x1","x1",-4.03308509898767e-07,-1.41290937661521e-06,5.26666752706855e-07,"loco"
"x2","x2",-3.04543511382176e-07,-1.531781859553e-06,6.62843056221989e-07,"loco"
"x3","x3",-3.61085592860757e-07,-1.41153946635273e-06,7.94511471227096e-07,"loco"
"x4","x4",2.75271399527989e-05,2.53022771048189e-05,2.96042103796452e-05,"loco"
"x5","x5",0.00561958548352775,0.00530953901577205,0.00593492862916573,"loco"
"x6","x6",5.78850974681053e-05,5.34140679348735e-05,6.24076215600009e-05,"loco"
"x7","x7",2.83131495692129e-05,2.58768778572552e-05,3.06803603386835e-05,"loco"
