,feature,mean,q.05,q.95,type
0,x1,19352.998683285616,18022.02267660062,21108.03963328035,pfi
1,x2,19467.319182119085,17991.264169471124,21209.925868979994,pfi
2,x3,0.0001032198706232463,9.5854389227908e-05,0.00011109212792894398,pfi
3,x4,0.005711877881089222,0.005539576256062125,0.005881821724662046,pfi
4,x5,0.011449165811743638,0.01092517040380191,0.012402427623513696,pfi
5,x6,0.018896958803953555,0.017911338538429165,0.01979018485409464,pfi
6,x7,0.012748092595706464,0.012184135092539898,0.013306824200912474,pfi
7,x1,-5.140179636598926e-08,-1.1141614625696208e-07,-3.6359318105218706e-09,cfi
8,x2,-6.436167002518163e-08,-1.379371062360764e-07,8.177793093634277e-09,cfi
9,x3,-9.462305317863797e-08,-1.6625857740829554e-07,-3.405859725381771e-08,cfi
10,x4,5.5689133191259754e-05,5.320292431296774e-05,5.750217864081122e-05,cfi
11,x5,0.01134000676908523,0.010508941635810315,0.012143709649764594,cfi
12,x6,0.00011190732333411501,0.00010381445019533492,0.00012202016371290807,cfi
13,x7,5.8036256136737205e-05,5.564389260657074e-05,6.0073104608898894e-05,cfi
14,x1,360.9571619491333,-2019.4722900052782,1986.0299545223957,rfi
15,x2,44.285558557570766,-1437.7270191299858,1510.5875698464147,rfi
16,x3,-3.332859011986456e-06,-1.3969694576251577e-05,7.045188591691198e-06,rfi
17,x4,0.00019402584170287684,-0.00021350175054439131,0.0005655102833821212,rfi
18,x5,0.011212971175321142,0.010585874130834774,0.012146919359853035,rfi
19,x6,0.018864020900274232,0.017611205071181538,0.020729065267380123,rfi
20,x7,0.012303745645981228,0.011534163776909134,0.01316384507301772,rfi
