ordering,sample,i,x1,x2,x3,x4,x5
0,0,0,-0.014947845599842937,-0.01632349266142758,-0.01039991942977692,-0.004121387552042919,0.01220399852415157
0,1,0,-0.01064088773331762,-0.010472611238641662,-0.003646837443433682,-0.010765193295982665,0.012140874264335298
0,2,0,-0.0001146158939412096,-0.015353083164682535,-0.0031251724669032854,0.00011801244014828793,0.012081594558498445
0,3,0,-0.015798180734919398,-0.014768488662198178,-0.005392305656186511,0.00012704741932230093,0.012246221562671666
0,4,0,-0.009963509772468454,-0.009904681618834565,-0.0034699051198979446,-0.010339271409654027,0.012078739907847653
0,5,0,-0.010433242518441554,1.5114339452916667e-08,0.01209420925516726,0.00012483457121783266,-0.004732866476886616
0,6,0,3.4623245770252793e-09,1.3113213733819686e-08,-0.00372284855539131,0.00012453806172483297,0.012424465876550661
0,7,0,1.302494515625967e-08,-0.015967887196649693,1.2122232559624109e-08,-0.004533695696219215,0.012521993080673515
0,8,0,1.0270899253301104e-08,-0.00010428032494138772,-0.00362284481805367,0.00012512523452084913,0.011812658108380131
0,9,0,8.758062479431174e-09,-0.015295240106431834,0.01239626749415029,0.0001242925952724861,-0.004743425165281465
1,0,0,-0.0160684896977508,-0.00010055470678383556,0.012200455588970644,0.00012341468449379888,-0.005088140293210013
1,1,0,-0.011586325068784972,-0.010097363540288807,-0.002316793616839074,-0.0108344064521178,0.012259354844617813
1,2,0,-0.012374266666663155,-0.015066637403207274,-0.011599377063414138,-0.003392852590071462,0.012182289220610503
1,3,0,9.749377509873979e-09,-0.015610012865228926,1.4055596627918091e-08,0.01248008079647216,-0.004973951071839268
1,4,0,-1.10759732700508e-08,4.2782469547689465e-09,0.012254295274284907,0.00012406414533698942,-0.0028168847892312064
1,5,0,1.6698049856674936e-08,-0.016434987596851372,-0.004249095648695935,0.00012775516169202133,0.011944628485995087
1,6,0,-0.015047665291044555,-0.01653749250384257,0.01207215310298901,0.00012104538476683587,-0.0039000807142989848
1,7,0,-0.0160370034986325,-0.010231115812427553,1.755251528404346e-08,0.012264019893212446,-0.003228635888457211
1,8,0,-0.009646085434944742,-0.011166794703319459,-0.003979414822476754,-0.011198856312858992,0.012043052755409865
1,9,0,-4.5367955646593964e-08,1.0921753567321281e-08,4.450952844000397e-08,0.012511876794658826,-0.00275459935612701
2,0,0,-0.010223992416478984,-0.01091442337523212,-0.003123121878612325,0.0001242863163228012,0.012099933883265626
2,1,0,-8.576058675232201e-09,-0.015868643347748977,2.2018811532281972e-08,0.01220932282990261,-0.003489440257824976
2,2,0,-0.01016307261343868,-0.015549573853868163,5.355736052591102e-08,0.012480909377641194,-0.004480745127212818
2,3,0,-0.013396502219939018,1.5916736972804494e-08,1.6962218836815996e-08,0.012628993843618309,-0.004166931968767253
2,4,0,-0.014382210368058826,-0.014806093558534348,-0.009669650602322064,-0.00408187652318788,0.012341799977584776
2,5,0,-0.011228449807381096,-0.010270647672673168,-0.00906521173352409,-0.004008329087950176,0.012210824682642608
